shift,delta,n_cell,is_observed
57930,0.0001261229665594726,193,False
143292,0.0007569968205314273,219,False
65920,0.0007475688189719294,171,False
17674,0.0006636560058074106,191,False
100859,0.0009154138587391998,184,False
148878,0.0004908539680844049,258,False
134176,0.0007272397304076429,217,False
42457,0.001190293474240913,178,False
70250,-0.0002983604786456356,184,False
82170,-0.0008424237108357034,207,False
38402,-0.00010470476022849908,170,False
41625,8.123427930878452e-05,224,False
36674,0.00011369005533839714,183,False
153819,0.0012653945135855148,184,False
115400,0.0008456901696207007,228,False
130059,0.0008275471565380733,247,False
126305,-0.0005716882242328251,198,False
148342,-0.0002336782940477596,193,False
16367,0.0006908809839020039,208,False
136361,0.0014892757726304659,203,False
10383,0.0010305873685930347,212,False
73577,-0.00027290880775122516,163,False
91972,0.0012191593947541097,199,False
55407,-0.0005036538514198092,193,False
22688,-0.00010016223607400843,173,False
29818,0.0007770571859107986,218,False
127556,0.0011833219427992336,263,False
49358,0.0005362427075864609,208,False
48061,-0.0005503780055008726,240,False
142811,0.0009459373829600279,210,False
22332,0.0005549139824243447,196,False
141560,0.0007994596108626856,219,False
142442,0.0011907307306729036,226,False
92609,0.0012311316897160591,217,False
25680,0.00019994919220774456,211,False
24186,-0.0002157040704048538,176,False
44102,2.6729292317053112e-05,179,False
89341,-0.001752149161012704,210,False
23838,-0.0002735546082262919,172,False
70522,9.974524077134095e-05,191,False
17946,-0.00019607564544645503,204,False
83602,-2.9261167297152758e-05,254,False
3364,0.0010178109627645723,222,False
109685,0.00047765329139930863,178,False
8657,0.0009974789265177228,216,False
30207,6.403549132968656e-05,197,False
27088,0.0008622977982407047,213,False
128535,-0.0002596547639752344,249,False
8346,0.0005496519433426246,203,False
66442,8.889976865153213e-05,202,False
91463,0.00039499425496099553,232,False
79848,0.00045504300866962266,202,False
105307,0.0006775630712921215,172,False
124224,0.00024375909185411933,219,False
60935,0.00011554468659241197,200,False
128106,0.0016822822259664621,197,False
49245,-0.000621656882593683,214,False
152249,0.0004367987752873766,199,False
78076,0.0001429530547364107,169,False
113854,-0.0005540945337439118,206,False
135337,0.0008755304246222253,214,False
122608,0.001037944223153585,224,False
131647,0.0005766761300854625,265,False
83020,-0.0008258802031103603,203,False
6815,0.0008103264741679866,218,False
76307,0.0003312222430777473,210,False
28148,0.0003529844672793993,214,False
137518,0.00037544099747080625,207,False
36687,0.0005815745416956383,199,False
35346,0.00035077648679972295,202,False
38641,0.0013651120785442424,214,False
99411,0.0016013549024641268,194,False
88386,0.0003142368515253428,193,False
146749,0.0007443767596285442,254,False
64433,0.00010767704363324436,190,False
43725,0.0009057818719021091,194,False
7708,0.0011601766865172454,210,False
1189,0.0014697506785882814,274,False
57842,-0.0005257596470930159,220,False
143191,0.0012834515788979622,229,False
81047,-0.0007905070416264713,204,False
138203,0.0009587846193617078,239,False
15810,-1.425620627204726e-06,213,False
14519,0.0006388178118683014,189,False
128916,0.0005041289920186447,238,False
16594,9.370504606920624e-05,206,False
8127,0.0007305976275836846,206,False
62552,-0.000592150279459426,182,False
143040,0.0007965702510796983,210,False
106647,0.000538092661373819,243,False
15415,1.1022822921064625e-05,205,False
129483,0.000644800532269654,289,False
