dgp,scenario,frequency,observations,assets,weighting,model,repetitions,raw_false_positive_rate,raw_wilson_ci_lower,raw_wilson_ci_upper,bh_false_positive_rate,bh_wilson_ci_lower,bh_wilson_ci_upper,fpr_classification
common_factor,n50_weekly_equal,weekly,261,50,equal,standard_csad,300,0.013333333333333334,0.005196961739358857,0.03377553025253262,0.013333333333333334,0.005196961739358857,0.03377553025253262,within_preregistered_tolerance
common_factor,n50_weekly_equal,weekly,261,50,equal,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n50_weekly_equal,weekly,261,50,equal,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n50_weekly_equal,weekly,261,50,equal,intercept_restored,300,0.01,0.003406618437715286,0.02898349336233983,,,,diagnostic_only
common_factor,n50_daily_lagged,daily,1826,50,lagged_lognormal_liquidity,standard_csad,300,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,within_preregistered_tolerance
common_factor,n50_daily_lagged,daily,1826,50,lagged_lognormal_liquidity,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n50_daily_lagged,daily,1826,50,lagged_lognormal_liquidity,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n50_daily_lagged,daily,1826,50,lagged_lognormal_liquidity,intercept_restored,300,0.0,8.673617379884035e-19,0.012642971224546034,,,,diagnostic_only
common_factor,n50_weekly_lagged,weekly,261,50,lagged_lognormal_liquidity,standard_csad,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,within_preregistered_tolerance
common_factor,n50_weekly_lagged,weekly,261,50,lagged_lognormal_liquidity,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n50_weekly_lagged,weekly,261,50,lagged_lognormal_liquidity,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n50_weekly_lagged,weekly,261,50,lagged_lognormal_liquidity,intercept_restored,300,0.0,8.673617379884035e-19,0.012642971224546034,,,,diagnostic_only
common_factor,n62_daily_current,daily,2291,62,contemporaneous_evolving_size,standard_csad,300,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,within_preregistered_tolerance
common_factor,n62_daily_current,daily,2291,62,contemporaneous_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_daily_current,daily,2291,62,contemporaneous_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_daily_current,daily,2291,62,contemporaneous_evolving_size,intercept_restored,300,0.0,8.673617379884035e-19,0.012642971224546034,,,,diagnostic_only
common_factor,n62_weekly_current,weekly,328,62,contemporaneous_evolving_size,standard_csad,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,within_preregistered_tolerance
common_factor,n62_weekly_current,weekly,328,62,contemporaneous_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_weekly_current,weekly,328,62,contemporaneous_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_weekly_current,weekly,328,62,contemporaneous_evolving_size,intercept_restored,300,0.006666666666666667,0.0018301483579117855,0.023977583250306973,,,,diagnostic_only
common_factor,n62_daily_lagged,daily,2291,62,lagged_evolving_size,standard_csad,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,within_preregistered_tolerance
common_factor,n62_daily_lagged,daily,2291,62,lagged_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_daily_lagged,daily,2291,62,lagged_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_daily_lagged,daily,2291,62,lagged_evolving_size,intercept_restored,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,,,,diagnostic_only
common_factor,n62_weekly_lagged,weekly,328,62,lagged_evolving_size,standard_csad,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,within_preregistered_tolerance
common_factor,n62_weekly_lagged,weekly,328,62,lagged_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_weekly_lagged,weekly,328,62,lagged_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_weekly_lagged,weekly,328,62,lagged_evolving_size,intercept_restored,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,,,,diagnostic_only
common_factor,n62_holdout_daily_current,daily,830,62,contemporaneous_evolving_size,standard_csad,300,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,within_preregistered_tolerance
common_factor,n62_holdout_daily_current,daily,830,62,contemporaneous_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_daily_current,daily,830,62,contemporaneous_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_daily_current,daily,830,62,contemporaneous_evolving_size,intercept_restored,300,0.0,8.673617379884035e-19,0.012642971224546034,,,,diagnostic_only
common_factor,n62_holdout_weekly_current,weekly,118,62,contemporaneous_evolving_size,standard_csad,300,0.02,0.009197631557703617,0.042939620817860576,0.02,0.009197631557703617,0.042939620817860576,within_preregistered_tolerance
common_factor,n62_holdout_weekly_current,weekly,118,62,contemporaneous_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_weekly_current,weekly,118,62,contemporaneous_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_weekly_current,weekly,118,62,contemporaneous_evolving_size,intercept_restored,300,0.016666666666666666,0.00713947735063333,0.0384153948330945,,,,diagnostic_only
common_factor,n62_holdout_daily_lagged,daily,830,62,lagged_evolving_size,standard_csad,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,within_preregistered_tolerance
common_factor,n62_holdout_daily_lagged,daily,830,62,lagged_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_daily_lagged,daily,830,62,lagged_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_daily_lagged,daily,830,62,lagged_evolving_size,intercept_restored,300,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,,,,diagnostic_only
common_factor,n62_holdout_weekly_lagged,weekly,118,62,lagged_evolving_size,standard_csad,300,0.023333333333333334,0.011347660299125234,0.04737197226827532,0.023333333333333334,0.011347660299125234,0.04737197226827532,within_preregistered_tolerance
common_factor,n62_holdout_weekly_lagged,weekly,118,62,lagged_evolving_size,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_weekly_lagged,weekly,118,62,lagged_evolving_size,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
common_factor,n62_holdout_weekly_lagged,weekly,118,62,lagged_evolving_size,intercept_restored,300,0.02666666666666667,0.01357306980864708,0.05172894295058982,,,,diagnostic_only
heteroskedastic_factor,n14_daily_equal,daily,1826,14,equal,standard_csad,300,0.11333333333333333,0.082244501875291,0.15419939587169124,0.11333333333333333,0.082244501875291,0.15419939587169124,materially_inflated
heteroskedastic_factor,n14_daily_equal,daily,1826,14,equal,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
heteroskedastic_factor,n14_daily_equal,daily,1826,14,equal,scsad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
heteroskedastic_factor,n14_daily_equal,daily,1826,14,equal,intercept_restored,300,0.10333333333333333,0.07375658473854114,0.142940172432932,,,,diagnostic_only
heteroskedastic_factor,n14_weekly_equal,weekly,261,14,equal,standard_csad,300,0.09666666666666666,0.06815029481828931,0.13538170196951116,0.09666666666666666,0.06815029481828931,0.13538170196951116,inflated
heteroskedastic_factor,n14_weekly_equal,weekly,261,14,equal,no_intercept_csad,300,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.9933333333333333,0.9760224167496929,0.998169851642088,materially_inflated
heteroskedastic_factor,n14_weekly_equal,weekly,261,14,equal,scsad,300,1.0,0.9873570287754538,0.9999999999999998,0.9966666666666667,0.9813633063054688,0.9994113422781488,materially_inflated
heteroskedastic_factor,n14_weekly_equal,weekly,261,14,equal,intercept_restored,300,0.08333333333333333,0.057080874056394275,0.12012160196406074,,,,diagnostic_only
heteroskedastic_factor,n14_daily_lagged,daily,1826,14,lagged_lognormal_liquidity,standard_csad,300,0.1,0.07094791459501532,0.1391664623846215,0.1,0.07094791459501532,0.1391664623846215,materially_inflated
heteroskedastic_factor,n14_daily_lagged,daily,1826,14,lagged_lognormal_liquidity,no_intercept_csad,300,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,materially_inflated
heteroskedastic_factor,n14_daily_lagged,daily,1826,14,lagged_lognormal_liquidity,scsad,300,0.9966666666666667,0.9813633063054688,0.9994113422781488,0.9966666666666667,0.9813633063054688,0.9994113422781488,materially_inflated
heteroskedastic_factor,n14_daily_lagged,daily,1826,14,lagged_lognormal_liquidity,intercept_restored,300,0.09,0.06259022560547936,0.12777701079864834,,,,diagnostic_only
heteroskedastic_factor,n14_weekly_lagged,weekly,261,14,lagged_lognormal_liquidity,standard_csad,300,0.08666666666666667,0.05982889751804311,0.12395595869424827,0.08666666666666667,0.05982889751804311,0.12395595869424827,inflated
heteroskedastic_factor,n14_weekly_lagged,weekly,261,14,lagged_lognormal_liquidity,no_intercept_csad,300,0.99,0.9710165066376601,0.9965933815622847,0.99,0.9710165066376601,0.9965933815622847,materially_inflated
