dataset_id,frequency,period,market_return,lagged_realized_volatility,historical_low_threshold,historical_high_threshold,volatility_regime
cmc_fixed62_historical_lagged,daily,2021-01-22 00:00:00+00:00,0.07287729695991775,0.0535409118811527,0.03067404243864667,0.03897956525468665,high
cmc_fixed62_historical_lagged,daily,2021-01-23 00:00:00+00:00,-0.02019997175382292,0.05314227135266158,0.030678528158711374,0.03899916112301615,high
cmc_fixed62_historical_lagged,daily,2021-01-24 00:00:00+00:00,0.027311280289147186,0.05331227275831615,0.030683013878776075,0.03901553766497495,high
cmc_fixed62_historical_lagged,daily,2021-01-25 00:00:00+00:00,-0.009797834072234628,0.05323885229250449,0.030689217500024193,0.0391265929744533,high
cmc_fixed62_historical_lagged,daily,2021-01-26 00:00:00+00:00,0.008449918903284082,0.05276159396376549,0.030695421121460936,0.03918963508066182,high
cmc_fixed62_historical_lagged,daily,2021-01-27 00:00:00+00:00,-0.07123388869481569,0.05275080897501061,0.030701624742897678,0.039204663994847275,high
cmc_fixed62_historical_lagged,daily,2021-01-28 00:00:00+00:00,0.08900540585232658,0.054542450364194126,0.03070401815915619,0.039232202915166194,high
cmc_fixed62_historical_lagged,daily,2021-01-29 00:00:00+00:00,0.02813343358810273,0.05661746032808234,0.0307064115749952,0.03926198775140916,high
cmc_fixed62_historical_lagged,daily,2021-01-30 00:00:00+00:00,0.0030541298151587643,0.05639564226007136,0.03070880499083421,0.03929401850200664,high
cmc_fixed62_historical_lagged,daily,2021-01-31 00:00:00+00:00,-0.031275872199510814,0.05638839152031505,0.03071259388509488,0.03930658678550236,high
cmc_fixed62_historical_lagged,daily,2021-02-01 00:00:00+00:00,0.01368778296206145,0.05684460014313766,0.030716382779509607,0.03934234923651831,high
cmc_fixed62_historical_lagged,daily,2021-02-02 00:00:00+00:00,0.06121168810309179,0.05522423908489254,0.030720171673924337,0.03940130584717644,high
cmc_fixed62_historical_lagged,daily,2021-02-03 00:00:00+00:00,0.06053845169942469,0.05555593751952794,0.030721007599035694,0.03941058193980384,high
cmc_fixed62_historical_lagged,daily,2021-02-04 00:00:00+00:00,-0.016010690437353956,0.05639809370718537,0.03072184352382016,0.03943199898316383,high
cmc_fixed62_historical_lagged,daily,2021-02-05 00:00:00+00:00,0.04582119422809946,0.05571818802056203,0.03072267944860462,0.039465556979454024,high
cmc_fixed62_historical_lagged,daily,2021-02-06 00:00:00+00:00,0.019072100002240033,0.05412752242572744,0.030726599595731055,0.03958720994657497,high
cmc_fixed62_historical_lagged,daily,2021-02-07 00:00:00+00:00,-0.012269612802146926,0.05336764527029875,0.030730519743199836,0.039690700914666074,high
cmc_fixed62_historical_lagged,daily,2021-02-08 00:00:00+00:00,0.14207301522861193,0.0532423727838677,0.030734439890668618,0.039776029883259956,high
cmc_fixed62_historical_lagged,daily,2021-02-09 00:00:00+00:00,0.01415001973516807,0.05914517217571039,0.030739928488185787,0.03978040976684597,high
cmc_fixed62_historical_lagged,daily,2021-02-10 00:00:00+00:00,-0.0164751105409448,0.05850193459671356,0.030745417085877528,0.03980753166962886,high
cmc_fixed62_historical_lagged,daily,2021-02-11 00:00:00+00:00,0.054208793006680536,0.05562476064204729,0.030750905683569266,0.03985739558440696,high
cmc_fixed62_historical_lagged,daily,2021-02-12 00:00:00+00:00,0.008266586372486015,0.05524577130326994,0.030753374396065965,0.039869043455463805,high
cmc_fixed62_historical_lagged,daily,2021-02-13 00:00:00+00:00,-0.0013093711369738723,0.05321964767270067,0.03075584310822564,0.039905762032853266,high
cmc_fixed62_historical_lagged,daily,2021-02-14 00:00:00+00:00,0.016682064515201205,0.052752396369415464,0.030758311820385322,0.03996755130862152,high
cmc_fixed62_historical_lagged,daily,2021-02-15 00:00:00+00:00,-0.018168917058521448,0.051355540283829264,0.0307608405373947,0.0399873293988126,high
cmc_fixed62_historical_lagged,daily,2021-02-16 00:00:00+00:00,0.016784507418855857,0.05156937515410704,0.03076336925441079,0.040016542969041745,high
cmc_fixed62_historical_lagged,daily,2021-02-17 00:00:00+00:00,0.055025641668165315,0.051483387271562056,0.030765897971426884,0.0400551920154816,high
cmc_fixed62_historical_lagged,daily,2021-02-18 00:00:00+00:00,0.006410714720463042,0.05206264898746125,0.030770563964497507,0.040063308745625165,high
cmc_fixed62_historical_lagged,daily,2021-02-19 00:00:00+00:00,0.07295626317117246,0.05203855526972368,0.03077522995780793,0.04007033047192888,high
cmc_fixed62_historical_lagged,daily,2021-02-20 00:00:00+00:00,-0.01099629681760732,0.05298418137010887,0.03077989595111836,0.04007625719676002,high
cmc_fixed62_historical_lagged,daily,2021-02-21 00:00:00+00:00,0.025745420476514215,0.042598038183565834,0.03078839020393592,0.040119894842697235,high
cmc_fixed62_historical_lagged,daily,2021-02-22 00:00:00+00:00,-0.06228974626812426,0.0414442832319272,0.030796884457184155,0.04020216110613657,high
cmc_fixed62_historical_lagged,daily,2021-02-23 00:00:00+00:00,-0.11707354840893151,0.04346932759420381,0.03080537871043239,0.040323055971736944,high
cmc_fixed62_historical_lagged,daily,2021-02-24 00:00:00+00:00,0.026344328989844852,0.04984690923532938,0.03083468665604388,0.04032625388883369,high
cmc_fixed62_historical_lagged,daily,2021-02-25 00:00:00+00:00,-0.060647225669897276,0.04972654517402541,0.030863994604003152,0.04033306229790659,high
cmc_fixed62_historical_lagged,daily,2021-02-26 00:00:00+00:00,-0.012793513973884304,0.05154433329038036,0.030893302551962425,0.04034348120196369,high
cmc_fixed62_historical_lagged,daily,2021-02-27 00:00:00+00:00,0.0042045447619028006,0.049373002986549445,0.03090934949630742,0.04042151538888978,high
cmc_fixed62_historical_lagged,daily,2021-02-28 00:00:00+00:00,-0.027361249204872325,0.04727385115548477,0.030925396439152597,0.040472211301933854,high
cmc_fixed62_historical_lagged,daily,2021-03-01 00:00:00+00:00,0.09331517514349848,0.0476444441959674,0.030941443381997773,0.040495568946662175,high
cmc_fixed62_historical_lagged,daily,2021-03-02 00:00:00+00:00,-0.02791893102174342,0.05006709659794365,0.030942671725117343,0.04050788843739634,high
cmc_fixed62_historical_lagged,daily,2021-03-03 00:00:00+00:00,0.041937598278243074,0.049971485538749784,0.030943900066556482,0.04055893083283661,high
cmc_fixed62_historical_lagged,daily,2021-03-04 00:00:00+00:00,-0.036671691338530564,0.050274068743555424,0.030945128407995622,0.04064869612072478,high
cmc_fixed62_historical_lagged,daily,2021-03-05 00:00:00+00:00,0.004139646449517879,0.05019431799555932,0.030946258982576864,0.040677524665612336,high
cmc_fixed62_historical_lagged,daily,2021-03-06 00:00:00+00:00,0.010288108352077862,0.04926247421003193,0.030947389557146994,0.04070242364333485,high
cmc_fixed62_historical_lagged,daily,2021-03-07 00:00:00+00:00,0.04180350744239427,0.04906193968990967,0.03094852013171712,0.040723393061301745,high
cmc_fixed62_historical_lagged,daily,2021-03-08 00:00:00+00:00,0.026247247510846478,0.04896178764845609,0.030949139649950327,0.04085865488174554,high
cmc_fixed62_historical_lagged,daily,2021-03-09 00:00:00+00:00,0.04631528371343849,0.04903362156457648,0.030949759168125274,0.04096173276862442,high
cmc_fixed62_historical_lagged,daily,2021-03-10 00:00:00+00:00,0.003122197064702635,0.049341357632767285,0.030950378686300222,0.04103262673287414,high
cmc_fixed62_historical_lagged,daily,2021-03-11 00:00:00+00:00,0.025761005538432687,0.04263061073757134,0.03095971665408477,0.041166305026045374,high
cmc_fixed62_historical_lagged,daily,2021-03-12 00:00:00+00:00,-0.01730214073992746,0.04276083842093481,0.030969054622865838,0.041273739626057994,high
cmc_fixed62_historical_lagged,daily,2021-03-13 00:00:00+00:00,0.06698737911398278,0.04277626602694042,0.030978392591646906,0.04135493053768017,high
cmc_fixed62_historical_lagged,daily,2021-03-14 00:00:00+00:00,-0.03413001961702959,0.04333048749153616,0.030985039849652497,0.04141449900279002,high
cmc_fixed62_historical_lagged,daily,2021-03-15 00:00:00+00:00,-0.05135816256730256,0.043963050729027245,0.03099168710734973,0.04145839035312882,high
cmc_fixed62_historical_lagged,daily,2021-03-16 00:00:00+00:00,0.019375261655987044,0.04515391329855716,0.030998334365046964,0.041486604594101334,high
cmc_fixed62_historical_lagged,daily,2021-03-17 00:00:00+00:00,0.03401911880974873,0.04518353088934531,0.031023295303487134,0.041546269601219335,high
cmc_fixed62_historical_lagged,daily,2021-03-18 00:00:00+00:00,-0.02070988789830669,0.04531822440708948,0.031048256244031545,0.04158787062266299,high
cmc_fixed62_historical_lagged,daily,2021-03-19 00:00:00+00:00,0.011418705844331635,0.04551027229942886,0.031073217184575955,0.04161140766228822,high
cmc_fixed62_historical_lagged,daily,2021-03-20 00:00:00+00:00,-0.0011767991887647027,0.04451508638952652,0.031073588591054205,0.04162972583761777,high
cmc_fixed62_historical_lagged,daily,2021-03-21 00:00:00+00:00,-0.01291722151908774,0.04451485845933172,0.031073959994699737,0.041670020762148166,high
cmc_fixed62_historical_lagged,daily,2021-03-22 00:00:00+00:00,-0.050736035662843446,0.042542113500831306,0.03107433139834527,0.04173229242781316,high
cmc_fixed62_historical_lagged,daily,2021-03-23 00:00:00+00:00,0.0029197890417619636,0.04349120077579254,0.03108093873622896,0.04174268189541157,high
cmc_fixed62_historical_lagged,daily,2021-03-24 00:00:00+00:00,-0.04221720193021706,0.043192496416419535,0.031087546074832897,0.04175796343870397,high
cmc_fixed62_historical_lagged,daily,2021-03-25 00:00:00+00:00,-0.015912223148434938,0.04238217824255669,0.031094153413436836,0.0417781370554754,high
cmc_fixed62_historical_lagged,daily,2021-03-26 00:00:00+00:00,0.06686392261598259,0.0365148812294261,0.03109795957736262,0.041779598613919826,mid
cmc_fixed62_historical_lagged,daily,2021-03-27 00:00:00+00:00,0.012100356680101175,0.03817545528603264,0.03110176574096403,0.041778867834697725,mid
cmc_fixed62_historical_lagged,daily,2021-03-28 00:00:00+00:00,-0.0006770832606940526,0.036262564917755875,0.03110557190456544,0.04177813705547562,mid
cmc_fixed62_historical_lagged,daily,2021-03-29 00:00:00+00:00,0.03696917043045897,0.03612105877208789,0.031139690183499134,0.04176805024763594,mid
cmc_fixed62_historical_lagged,daily,2021-03-30 00:00:00+00:00,0.021365478125374485,0.03656611458693617,0.031173808465952066,0.04175796343871003,mid
cmc_fixed62_historical_lagged,daily,2021-03-31 00:00:00+00:00,0.006822146127302276,0.03607451722562161,0.031207926748405,0.04174787662978411,mid
cmc_fixed62_historical_lagged,daily,2021-04-01 00:00:00+00:00,0.012349970156874881,0.03231810170836406,0.031210348531311247,0.041742681895416245,mid
cmc_fixed62_historical_lagged,daily,2021-04-02 00:00:00+00:00,0.01956223154323248,0.03171029158701866,0.031212770310528024,0.04173748716161782,mid
cmc_fixed62_historical_lagged,daily,2021-04-03 00:00:00+00:00,-0.037246183774138526,0.03111532585601194,0.031215192089744798,0.04173229242781939,low
cmc_fixed62_historical_lagged,daily,2021-04-04 00:00:00+00:00,0.02875699191373711,0.031142756273573508,0.031210348531310522,0.04170115659652079,low
cmc_fixed62_historical_lagged,daily,2021-04-05 00:00:00+00:00,0.018064945899187352,0.031411530608550876,0.031186203256902603,0.041670020762194865,mid
cmc_fixed62_historical_lagged,daily,2021-04-06 00:00:00+00:00,0.0015227894224349914,0.03147201328261237,0.03120792674983472,0.041638884927868935,mid
cmc_fixed62_historical_lagged,daily,2021-04-07 00:00:00+00:00,-0.054260080462745,0.030797486854395692,0.031210348531309797,0.04162972583763426,low
cmc_fixed62_historical_lagged,daily,2021-04-08 00:00:00+00:00,0.05039493755418988,0.03242537584710904,0.031186203256896087,0.041620566749970854,mid
cmc_fixed62_historical_lagged,daily,2021-04-09 00:00:00+00:00,-0.0007018280892836816,0.03262044990371744,0.031207926749828203,0.041611407662307455,mid
cmc_fixed62_historical_lagged,daily,2021-04-10 00:00:00+00:00,0.03703560343110619,0.03262873777743186,0.03121034853130907,0.041599639142652384,mid
cmc_fixed62_historical_lagged,daily,2021-04-11 00:00:00+00:00,0.01350917252378756,0.032960834312537914,0.031212770310525842,0.04158787062269123,mid
cmc_fixed62_historical_lagged,daily,2021-04-12 00:00:00+00:00,0.003184586698490613,0.03276741720697255,0.03121519208974262,0.04157610210273008,mid
cmc_fixed62_historical_lagged,daily,2021-04-13 00:00:00+00:00,0.060108060965351845,0.03057580188295146,0.031218301601704353,0.041546269601299875,low
cmc_fixed62_historical_lagged,daily,2021-04-14 00:00:00+00:00,0.010305715112220908,0.03151216884548559,0.031212770310525117,0.04151643709774536,mid
cmc_fixed62_historical_lagged,daily,2021-04-15 00:00:00+00:00,0.012820914876755952,0.02962226595470933,0.03121519208974189,0.04148660459419083,low
cmc_fixed62_historical_lagged,daily,2021-04-16 00:00:00+00:00,-0.018538762772104752,0.02955705465546387,0.031210348531307615,0.041472497472756095,low
cmc_fixed62_historical_lagged,daily,2021-04-17 00:00:00+00:00,-0.022366224509194284,0.029485546026934744,0.03118620325687654,0.041458390353175376,low
cmc_fixed62_historical_lagged,daily,2021-04-18 00:00:00+00:00,-0.0688797609538284,0.029538205928134015,0.031142756272492748,0.041444283233594656,low
cmc_fixed62_historical_lagged,daily,2021-04-19 00:00:00+00:00,-0.013075512894172466,0.03248777465304967,0.03112446932745079,0.04141449900289724,mid
cmc_fixed62_historical_lagged,daily,2021-04-20 00:00:00+00:00,0.02476221694046591,0.032612508270739554,0.031133612799970397,0.04138471477034679,mid
cmc_fixed62_historical_lagged,daily,2021-04-21 00:00:00+00:00,-0.03872054862485808,0.03272083537697321,0.031142756272490007,0.04135493053779633,mid
cmc_fixed62_historical_lagged,daily,2021-04-22 00:00:00+00:00,-0.04211747958474226,0.03209753300259907,0.03116447976393139,0.04131433508265298,mid
cmc_fixed62_historical_lagged,daily,2021-04-23 00:00:00+00:00,-0.010849558459548544,0.03319525727379537,0.031186203256863502,0.04127373962622849,mid
cmc_fixed62_historical_lagged,daily,2021-04-24 00:00:00+00:00,-0.036802042955966105,0.03221020484732757,0.03120792674979562,0.04123314416980401,mid
cmc_fixed62_historical_lagged,daily,2021-04-25 00:00:00+00:00,-0.007622155857480226,0.03286946563141886,0.031210348531305436,0.04116630502634615,mid
cmc_fixed62_historical_lagged,daily,2021-04-26 00:00:00+00:00,0.10318620712620599,0.03062125973975537,0.03121277031052221,0.041099465879770564,low
cmc_fixed62_historical_lagged,daily,2021-04-27 00:00:00+00:00,0.02981297890639067,0.03586788489853364,0.031207926749789103,0.04103262673319497,mid
cmc_fixed62_historical_lagged,daily,2021-04-28 00:00:00+00:00,0.005067840265034005,0.03617235202510447,0.03121034853130471,0.04099717974913068,mid
cmc_fixed62_historical_lagged,daily,2021-04-29 00:00:00+00:00,-0.01196510025971759,0.03565454199409075,0.031212770310521484,0.04096173276880521,mid
cmc_fixed62_historical_lagged,daily,2021-04-30 00:00:00+00:00,0.061241651383412574,0.035600541240329325,0.031215192089738258,0.040926285788479726,mid
cmc_fixed62_historical_lagged,daily,2021-05-01 00:00:00+00:00,0.018504924808165953,0.03718125558372053,0.031218301601698754,0.04085865488211075,mid
cmc_fixed62_historical_lagged,daily,2021-05-02 00:00:00+00:00,-0.01693720708104651,0.03724422215277334,0.031221411113741368,0.04079102397189899,mid
cmc_fixed62_historical_lagged,daily,2021-05-03 00:00:00+00:00,0.04686217633762978,0.0373309375526996,0.03122452062578398,0.040723393061687256,mid
cmc_fixed62_historical_lagged,daily,2021-05-04 00:00:00+00:00,-0.05820011976862757,0.0373412654821722,0.031225314681537965,0.040712908349122306,mid
cmc_fixed62_historical_lagged,daily,2021-05-05 00:00:00+00:00,0.09263195712060705,0.038863963248745734,0.031226108737014792,0.04070242364339776,mid
cmc_fixed62_historical_lagged,daily,2021-05-06 00:00:00+00:00,-0.01086864695222676,0.0420987460147273,0.031226902792491615,0.04069193893767321,high
cmc_fixed62_historical_lagged,daily,2021-05-07 00:00:00+00:00,0.011023676268279346,0.042201440062736365,0.031228717929870604,0.04071290834912545,high
cmc_fixed62_historical_lagged,daily,2021-05-08 00:00:00+00:00,0.03454128812892709,0.04068279340830976,0.03123053306737212,0.04079102397193956,mid
cmc_fixed62_historical_lagged,daily,2021-05-09 00:00:00+00:00,-0.0036493193330467445,0.040205575727456595,0.03123234820487364,0.04072339306172783,mid
cmc_fixed62_historical_lagged,daily,2021-05-10 00:00:00+00:00,-0.04445467013917981,0.0402283837825911,0.031235030387975354,0.0407129083491286,mid
cmc_fixed62_historical_lagged,daily,2021-05-11 00:00:00+00:00,0.03813889316313843,0.04086263468051011,0.031237712571181377,0.04070242364340405,high
cmc_fixed62_historical_lagged,daily,2021-05-12 00:00:00+00:00,-0.14203323729936534,0.04130357742013298,0.0312403947543874,0.04072339305918935,high
cmc_fixed62_historical_lagged,daily,2021-05-13 00:00:00+00:00,0.0184550624987995,0.04925601170975094,0.031240625810865636,0.040816220810472835,high
cmc_fixed62_historical_lagged,daily,2021-05-14 00:00:00+00:00,0.039353956485802984,0.04807810389595718,0.031240856867048267,0.04088385171765221,high
cmc_fixed62_historical_lagged,daily,2021-05-15 00:00:00+00:00,-0.07108778924476485,0.048609970144852674,0.0312410879232309,0.04092628578853289,high
cmc_fixed62_historical_lagged,daily,2021-05-16 00:00:00+00:00,-0.005295302345586967,0.050213211488601625,0.03125411582246541,0.04099717974919449,high
cmc_fixed62_historical_lagged,daily,2021-05-17 00:00:00+00:00,-0.07194590198438335,0.050131430344743565,0.03126714372324706,0.04109946587991092,high
cmc_fixed62_historical_lagged,daily,2021-05-18 00:00:00+00:00,0.003735667237856178,0.05159751913356279,0.03128017162402871,0.04123314416782677,high
cmc_fixed62_historical_lagged,daily,2021-05-19 00:00:00+00:00,-0.2540589702142481,0.050149561602288686,0.03128375810644732,0.04128009967126359,high
cmc_fixed62_historical_lagged,daily,2021-05-20 00:00:00+00:00,0.11761052654303089,0.06808637536045171,0.03128734458772162,0.04132069512692237,high
cmc_fixed62_historical_lagged,daily,2021-05-21 00:00:00+00:00,-0.11580598565183141,0.07173253906707248,0.03129093106899593,0.041354930537885685,high
cmc_fixed62_historical_lagged,daily,2021-05-22 00:00:00+00:00,-0.026920347881688136,0.07424886470190095,0.03129753936876731,0.04141449900299553,high
cmc_fixed62_historical_lagged,daily,2021-05-23 00:00:00+00:00,-0.08901789683571078,0.07406993452445092,0.031304147668905845,0.04145839035322616,high
cmc_fixed62_historical_lagged,daily,2021-05-24 00:00:00+00:00,0.15571640085015898,0.07550034769221753,0.03131075596904438,0.041486604594307176,high
cmc_fixed62_historical_lagged,daily,2021-05-25 00:00:00+00:00,-0.001242615293286143,0.08124328801450985,0.03131084013279738,0.04154626960142518,high
cmc_fixed62_historical_lagged,daily,2021-05-26 00:00:00+00:00,0.047376195584296094,0.0812448962139381,0.031310924295755736,0.04158787062274419,high
cmc_fixed62_historical_lagged,daily,2021-05-27 00:00:00+00:00,-0.036951415503652024,0.07929981885246916,0.03131100845871409,0.04161140766235142,high
cmc_fixed62_historical_lagged,daily,2021-05-28 00:00:00+00:00,-0.0886865892121892,0.07917418991175,0.031312609394159766,0.04162972583768097,high
cmc_fixed62_historical_lagged,daily,2021-05-29 00:00:00+00:00,-0.045251172604436805,0.08043973553804885,0.03131421032979065,0.041670020762363,high
cmc_fixed62_historical_lagged,daily,2021-05-30 00:00:00+00:00,0.03982456162924178,0.08066661266621991,0.031315811265421524,0.041732292427848997,high
cmc_fixed62_historical_lagged,daily,2021-05-31 00:00:00+00:00,0.0751518263086346,0.08007733116068595,0.031321297916997656,0.041742681895447414,high
cmc_fixed62_historical_lagged,daily,2021-06-01 00:00:00+00:00,-0.014915248178468217,0.08152392055392428,0.03132678456904941,0.04175796343877357,high
cmc_fixed62_historical_lagged,daily,2021-06-02 00:00:00+00:00,0.03146967113882912,0.08152059037664955,0.03133227122110115,0.04177813705548044,high
cmc_fixed62_historical_lagged,daily,2021-06-03 00:00:00+00:00,0.04116959382727159,0.08118509923527005,0.03134679116127897,0.04177959861392487,high
cmc_fixed62_historical_lagged,daily,2021-06-04 00:00:00+00:00,-0.0649237799372263,0.08128382051536046,0.031361311102565174,0.04179430999255016,high
cmc_fixed62_historical_lagged,daily,2021-06-05 00:00:00+00:00,-0.030883376751282634,0.0795489017857513,0.031375831043851374,0.04182227119052166,high
cmc_fixed62_historical_lagged,daily,2021-06-06 00:00:00+00:00,0.01539621846374697,0.07960172992828009,0.031379671011379416,0.04188959532492047,high
cmc_fixed62_historical_lagged,daily,2021-06-07 00:00:00+00:00,-0.06883930386090295,0.07965523221487486,0.03138351097759383,0.041927343584943176,high
cmc_fixed62_historical_lagged,daily,2021-06-08 00:00:00+00:00,-0.008448231481685444,0.07967551217925639,0.031387350943808234,0.04193551598202052,high
cmc_fixed62_historical_lagged,daily,2021-06-09 00:00:00+00:00,0.07704510613653345,0.0796496502803653,0.031395410831376834,0.04201094234382432,high
cmc_fixed62_historical_lagged,daily,2021-06-10 00:00:00+00:00,-0.034883313226851995,0.0813591926215443,0.031403470719465754,0.04206535235368484,high
cmc_fixed62_historical_lagged,daily,2021-06-11 00:00:00+00:00,-0.010273190661739245,0.08081970353210763,0.03141153060755467,0.04209874601612811,high
cmc_fixed62_historical_lagged,daily,2021-06-12 00:00:00+00:00,-0.027072383945576376,0.07729173819450659,0.031416193527217806,0.042121412862877135,high
cmc_fixed62_historical_lagged,daily,2021-06-13 00:00:00+00:00,0.0773557688137484,0.0771082906654064,0.03142085644646108,0.04213342783934292,high
cmc_fixed62_historical_lagged,daily,2021-06-14 00:00:00+00:00,0.021141796609891957,0.07831914848708103,0.03142551936570435,0.04213479094978191,high
cmc_fixed62_historical_lagged,daily,2021-06-15 00:00:00+00:00,0.011622872631106682,0.077761310744583,0.031427076137504596,0.04216230594532582,high
cmc_fixed62_historical_lagged,daily,2021-06-16 00:00:00+00:00,-0.06654804985647719,0.07785600063759769,0.031428632908919986,0.042177749178969014,high
cmc_fixed62_historical_lagged,daily,2021-06-17 00:00:00+00:00,-0.002175260132143293,0.0777120567000781,0.031430189680335376,0.04218112065433835,high
cmc_fixed62_historical_lagged,daily,2021-06-18 00:00:00+00:00,-0.05984329589274717,0.07768613299245405,0.0314303606995729,0.042194666927165184,high
cmc_fixed62_historical_lagged,daily,2021-06-19 00:00:00+00:00,-0.012379244656176283,0.06334651317472675,0.031430531718638306,0.04221394390648752,high
cmc_fixed62_historical_lagged,daily,2021-06-20 00:00:00+00:00,0.010239290054307671,0.05913733891279831,0.031430702737703715,0.04223895159169983,high
cmc_fixed62_historical_lagged,daily,2021-06-21 00:00:00+00:00,-0.16165728510325506,0.05551124091754071,0.031432620693131824,0.04227712730459709,high
cmc_fixed62_historical_lagged,daily,2021-06-22 00:00:00+00:00,0.006998822999685144,0.06253177707211802,0.031434538648777426,0.042324869523536375,high
cmc_fixed62_historical_lagged,daily,2021-06-23 00:00:00+00:00,0.055846639525294554,0.060636080794397425,0.03143645660442303,0.04238217824293424,high
cmc_fixed62_historical_lagged,daily,2021-06-24 00:00:00+00:00,0.029409725582117092,0.053926958375151386,0.031448308829165376,0.04238822873616703,high
cmc_fixed62_historical_lagged,daily,2021-06-25 00:00:00+00:00,-0.0907109803212772,0.05433798580612006,0.03146016105514751,0.042402077796201865,high
cmc_fixed62_historical_lagged,daily,2021-06-26 00:00:00+00:00,0.013068727629294431,0.055457734886967126,0.031472013281129654,0.04242372542118748,high
cmc_fixed62_historical_lagged,daily,2021-06-27 00:00:00+00:00,0.07059189517039009,0.055404338412630434,0.03147714003579601,0.042446933190245936,high
cmc_fixed62_historical_lagged,daily,2021-06-28 00:00:00+00:00,0.007236658993187047,0.055174835760061915,0.031482266789621016,0.042459542698248635,high
cmc_fixed62_historical_lagged,daily,2021-06-29 00:00:00+00:00,0.042320173672192714,0.054654094706426605,0.03148739354344601,0.04246155394908382,high
cmc_fixed62_historical_lagged,daily,2021-06-30 00:00:00+00:00,-0.0012102497031520642,0.054722330200390794,0.03149437863134346,0.04248323644543633,high
cmc_fixed62_historical_lagged,daily,2021-07-01 00:00:00+00:00,-0.0512957376513843,0.052737866946021165,0.03150136371947395,0.04251008963045584,high
cmc_fixed62_historical_lagged,daily,2021-07-02 00:00:00+00:00,0.010998766833614167,0.05339281118637073,0.03150834880760443,0.04254211350089107,high
cmc_fixed62_historical_lagged,daily,2021-07-03 00:00:00+00:00,0.024749844288665293,0.0530268879921579,0.03150962215398998,0.04254306438939679,high
cmc_fixed62_historical_lagged,daily,2021-07-04 00:00:00+00:00,0.024581472356142196,0.052598875372175,0.03151089549965757,0.042543783472136075,high
cmc_fixed62_historical_lagged,daily,2021-07-05 00:00:00+00:00,-0.046285609771641104,0.051745493834191296,0.03151216884532515,0.042544270749471515,high
cmc_fixed62_historical_lagged,daily,2021-07-06 00:00:00+00:00,0.02682323174286465,0.05209405178183884,0.03152244954693266,0.04254958741432596,high
cmc_fixed62_historical_lagged,daily,2021-07-07 00:00:00+00:00,-0.008797107951226282,0.05228798169908327,0.0315327302496751,0.04256750989406017,high
cmc_fixed62_historical_lagged,daily,2021-07-08 00:00:00+00:00,-0.049075483583320784,0.05086563230076505,0.03154301095241754,0.042598038183573196,high
cmc_fixed62_historical_lagged,daily,2021-07-09 00:00:00+00:00,0.023652152673400817,0.05156859696714043,0.03154389277577562,0.0425981547864441,high
cmc_fixed62_historical_lagged,daily,2021-07-10 00:00:00+00:00,-0.011226908468110976,0.049566896401423824,0.03154477459794663,0.04260901230580466,high
cmc_fixed62_historical_lagged,daily,2021-07-11 00:00:00+00:00,0.01786120521343619,0.04927092640366057,0.031545656420117626,0.042630610738454755,high
cmc_fixed62_historical_lagged,daily,2021-07-12 00:00:00+00:00,-0.03424918546310687,0.04942928649543556,0.031555135456343,0.0426445667478378,high
cmc_fixed62_historical_lagged,daily,2021-07-13 00:00:00+00:00,-0.025036818554897654,0.04956302662915047,0.03156461449365678,0.04265637452518604,high
cmc_fixed62_historical_lagged,daily,2021-07-14 00:00:00+00:00,0.007851670092684454,0.04723605618923364,0.031574093530970564,0.042666034072923124,high
cmc_fixed62_historical_lagged,daily,2021-07-15 00:00:00+00:00,-0.03381732353191046,0.04702053936483805,0.03158919608672938,0.04270530910356553,high
cmc_fixed62_historical_lagged,daily,2021-07-16 00:00:00+00:00,-0.01761724859069896,0.04710217690877538,0.03160429864320182,0.04273691055276007,high
cmc_fixed62_historical_lagged,daily,2021-07-17 00:00:00+00:00,0.005477315483966157,0.04588663258352782,0.03161940119967426,0.04276083842158894,high
cmc_fixed62_historical_lagged,daily,2021-07-18 00:00:00+00:00,0.004957512863980898,0.045940054962745065,0.031626781507280294,0.04277112349225986,high
cmc_fixed62_historical_lagged,daily,2021-07-19 00:00:00+00:00,-0.03953653838397828,0.044906687273930226,0.031634161813904056,0.04277681010701852,high
cmc_fixed62_historical_lagged,daily,2021-07-20 00:00:00+00:00,-0.0328434846008445,0.045324911355674895,0.03164154212052782,0.04277789827002171,high
cmc_fixed62_historical_lagged,daily,2021-07-21 00:00:00+00:00,0.08511843985285651,0.04546636376076028,0.03166445860706128,0.04282581899412253,high
cmc_fixed62_historical_lagged,daily,2021-07-22 00:00:00+00:00,0.011736610750440937,0.03843037078695053,0.0316873750955756,0.04286720334994194,mid
cmc_fixed62_historical_lagged,daily,2021-07-23 00:00:00+00:00,0.03759845370305796,0.03846759552146175,0.031710291584089924,0.042849779355341185,mid
cmc_fixed62_historical_lagged,daily,2021-07-24 00:00:00+00:00,0.02201268858226981,0.037701940720705186,0.031715801982135694,0.04282581899412972,mid
cmc_fixed62_historical_lagged,daily,2021-07-25 00:00:00+00:00,0.01773307925177687,0.03752728014874997,0.031721312377956966,0.0428018586320829,mid
cmc_fixed62_historical_lagged,daily,2021-07-26 00:00:00+00:00,0.04041034681419589,0.033513356261839565,0.03172682277377824,0.042777898270036085,mid
