model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation,mean_active_assets,min_active_assets,max_active_assets,mean_weight_hhi,mean_max_weight,max_observed_weight,mean_btc_weight
no_intercept_csad,market_return_sq,-1.0064248256345951,-0.6893798545672787,0.22499899475192903,0.15411958283328833,-4.473019209460119,7.712284618671798e-06,-1.4474147519060927,-0.5654348993630975,,,261,0.6944786807091441,-1024.1803307129685,-1013.4867694910004,0.29510981590279445,0.033625718576993056,0.012363243347260945,0.921114832994851,3.6087325727584396,7.356549132875195e-38,1.5179899617620782,4,0.13061357167404808,0.556537382999964,3.1715848445615036,3.1715848445615036,3.690030355446424,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,4.6273707712030786e-05,True,14.0,14,14,0.29068979716106685,0.4393250719393468,0.8423392789124106,0.4336080760654417
scsad,market_return_cu,-1.4578147904511136,-0.2362892203314821,0.4618408328456301,0.07485725280408712,-3.1565307499313016,0.0015965805218749944,-2.363006189418532,-0.5526233914836953,0.002413000763184697,0.36350720400322145,261,0.677150652696314,-1008.0841049364062,-993.8260233071154,0.3114865229384419,0.034546127913083605,-1.861006027867839e-18,0.7614979413226087,3.4763291652836212,3.105084969475618e-33,1.9135940112052503,4,0.08274861735923313,0.9475425104100963,4.454748078717817,4.454748078717817,4.071138049359525,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.0035141904232224136,True,14.0,14,14,0.29068979716106685,0.4393250719393468,0.8423392789124106,0.4336080760654417
standard_csad,market_return_sq,-0.14981592770747013,-0.07100460063991297,0.06859198538068227,0.032508870075309414,-2.184160829811221,0.028950432093369612,-0.2842537486817053,-0.015378106733234975,0.012135544726707822,5.061792063085835e-159,1826,0.25486791396473774,-11751.5644949524,-11735.034845768934,0.17085041112785807,0.009672920702774146,-2.3225914315816527e-17,2.786113289572504,14.803692688017566,0.0,1.0012427424385844,7,0.0,3.300469767962324e-05,2.894083832604702,2.894083832604702,3.077457885791341,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.03966349363127576,True,13.659912376779847,13,14,0.07329718474296787,0.07329718474296787,0.07692307692307693,0.07329718474296787
no_intercept_csad,market_return_sq,-1.2505426468433092,-0.5926891925381138,0.32603029497018887,0.15452062571126074,-3.835663943308258,0.00012522554007909586,-1.8895502828538497,-0.6115350108327686,,,1826,0.6729379517268892,-10925.241714789523,-10908.712065606058,0.26862598665811577,0.012128961715624206,0.004597226345221291,1.2925213434253136,7.794675750456484,0.0,1.3196834512050735,7,5.539343850308901e-111,1.060915316295557e-27,2.5382018413986005,2.5382018413986005,3.2710523828974214,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.00037567662023728755,True,13.659912376779847,13,14,0.07329718474296787,0.07329718474296787,0.07692307692307693,0.07329718474296787
scsad,market_return_cu,-1.9845425097396356,-0.1584054757232562,0.6670058045618268,0.05324016556120598,-2.975300209033912,0.0029270194461104983,-3.2918498641599783,-0.677235155319293,0.0011568720637886224,0.00351867227233477,1826,0.6437277171716779,-10774.286198743159,-10752.246666498539,0.2914576727572002,0.012633897811390312,1.2030810812713105e-15,0.44003693707652763,6.074190219107933,0.0,2.0522829347169496,7,0.006228724225924726,3.3252484465063244e-12,2.9172210585675953,2.9172210585675953,3.187250985966344,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.0058540388922209965,True,13.659912376779847,13,14,0.07329718474296787,0.07329718474296787,0.07692307692307693,0.07329718474296787
standard_csad,market_return_sq,-0.19145967881191764,-0.19023209015995898,0.08982644585526403,0.08925050252211958,-2.131439989515044,0.03305291135939647,-0.36751627754747235,-0.01540308007636293,0.03100470479963695,2.855057862081011e-23,261,0.25007878411366957,-1164.8432775873484,-1154.1497163653803,0.17215737864669975,0.025682811659518766,1.0847006562429691e-17,2.8724859674143137,12.82553840374358,0.0,1.2419217178494137,4,1.5004501323853856e-12,0.509175522483333,3.291983334105365,3.291983334105365,3.3283121213425364,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.03966349363127576,True,13.659003831417625,13,14,0.07330217675045261,0.07330217675045261,0.07692307692307693,0.07330217675045261
no_intercept_csad,market_return_sq,-0.6683465285164938,-0.6640612679380051,0.09753102261025588,0.09690567957555932,-6.852655807652875,7.249136122683964e-12,-0.859503820207957,-0.47718923682503056,,,261,0.7245367855974241,-1075.446194288988,-1064.7526330670198,0.2424817891151812,0.03048030512382229,0.009928577137175836,1.6331371202194105,6.443028537441403,2.800785262004766e-119,1.5636151912368625,4,0.018238226891668177,0.2790411141815807,3.0030100824080757,3.0030100824080757,3.6838889672285635,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,4.3494816736103786e-11,True,13.659003831417625,13,14,0.07330217675045261,0.07330217675045261,0.07692307692307693,0.07330217675045261
scsad,market_return_cu,-0.4317841933702518,-0.13142114849955644,0.22887574090693608,0.06966237577827179,-1.886544164354321,0.05922166285237538,-0.8803724024827673,0.016804015742263645,0.0013509657604076578,0.5162942487916335,261,0.7057737626015875,-1057.1145756141063,-1042.8564939848156,0.2581394293424776,0.03144900569440282,-1.0900178163225914e-18,1.1714662000586118,6.300010731088211,4.608877622115596e-103,2.2948661679540314,4,0.0014032806313424987,0.4916868564650241,5.948317747805057,5.948317747805057,4.851859795915025,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.05922166285237538,False,13.659003831417625,13,14,0.07330217675045261,0.07330217675045261,0.07692307692307693,0.07330217675045261
standard_csad,market_return_sq,1.2455440202894916,0.36807394222133094,1.0395532748748169,0.30720108306034544,1.1981531398085203,0.23085740442917968,-0.7919429584758166,3.2830309990548,0.01419443387243144,2.0780587870284707e-36,1826,0.35651116240246106,-10754.607038678098,-10738.077389494632,0.294938622875096,0.012709118744996552,-3.2301653137601692e-15,3.663733165569058,39.689416958111266,0.0,1.0653815596885499,7,0.0,2.078546441452773e-154,3.32785130919756,3.32785130919756,3.3499696892684705,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.46171480885835936,False,13.659912376779847,13,14,0.2729932472990677,0.4132253307756424,0.6985524145803679,0.38484001025461806
no_intercept_csad,market_return_sq,-0.48348280770512553,-0.14287525782260352,0.8596364637143524,0.2540333998014821,-0.5624270585452753,0.5738250876434596,-2.1683393163826294,1.2013737009723782,,,1826,0.6318088959832275,-10065.697252222957,-10049.167603039492,0.43011188108723897,0.015347595098067199,0.005514534017616949,2.18549544714872,25.300571066545956,0.0,1.3136740650009693,7,2.503884795458214e-105,3.019458706594427e-119,2.6756930366575156,2.6756930366575156,3.397105607952307,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.732812607699922,False,13.659912376779847,13,14,0.2729932472990677,0.4132253307756424,0.6985524145803679,0.38484001025461806
scsad,market_return_cu,0.7991676045238332,0.0384791052758319,1.569743663216306,0.07558155677363784,0.5091070747732079,0.6106771730832683,-2.2774734403400982,3.875808649387765,-0.0005174778999882918,0.2370688317697811,1826,0.6428436650326395,-10120.515300439421,-10098.475768194801,0.41693454216307957,0.015110664110465124,1.4692518833552524e-16,0.12134579810164396,8.167986770021916,0.0,2.15964526226054,7,6.243215919114277e-06,9.97636703252043e-75,1.4942203432141665,1.4942203432141665,1.9404140715332514,4,4,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.732812607699922,False,13.659912376779847,13,14,0.2729932472990677,0.4132253307756424,0.6985524145803679,0.38484001025461806
standard_csad,market_return_sq,-0.03760927006910377,-0.02607380206686921,0.15565384937708204,0.10791189651240748,-0.2416212012720145,0.809073692528955,-0.34268520890320686,0.26746666876499936,0.035634502066480736,4.4754028315183516e-20,261,0.25099810104117815,-1123.818398745409,-1113.1248375234409,0.20146033118431758,0.027782704395746767,-2.4671622769447922e-17,2.9720518918092504,15.550575685067514,0.0,1.289733044682321,4,3.39816914970309e-11,0.14686198936129038,3.430468796689248,3.430468796689248,3.4111485627993776,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.8090736925289551,False,13.659003831417625,13,14,0.2708208213347459,0.41061602889311344,0.62777898437851,0.3908759254031791
no_intercept_csad,market_return_sq,-0.8858145089818203,-0.6141185971627477,0.14320278601569914,0.09927980764149255,-6.185735163593184,6.181370951173482e-10,-1.1664868120583867,-0.6051422059052539,,,261,0.6927182884674866,-1011.8064399779823,-1001.1128787560142,0.3094377952936092,0.034432331065161394,0.011954330211574986,1.3577172686398478,5.626112825173676,2.859748871278675e-89,1.5061796198061113,4,0.03444543699869285,0.1928146590007737,3.212400411894703,3.212400411894703,3.7242138620171676,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,3.708822570704089e-09,True,13.659003831417625,13,14,0.2708208213347459,0.41061602889311344,0.62777898437851,0.3908759254031791
scsad,market_return_cu,-0.9382589070280872,-0.16738965948654297,0.40543842452254825,0.07233206028233122,-2.3141834870066846,0.020657659372631546,-1.7329036170409429,-0.1436141970152316,0.0013052968983058208,0.641870359975756,261,0.6796226836759405,-999.4751771315632,-985.2170955022724,0.32193204083630445,0.035120593604867426,-1.0315290554467451e-17,1.3655374117877772,4.9906342562246895,3.3180284257660027e-74,2.0213606076950383,4,0.5161570031795717,0.22232760457637793,4.358538258675198,4.358538258675198,4.0143447583025305,4,4,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.061972978117894637,False,13.659003831417625,13,14,0.2708208213347459,0.41061602889311344,0.62777898437851,0.3908759254031791
standard_csad,market_return_sq,0.19637586800061652,0.11522259666594144,0.3738529820069818,0.21935644026288756,0.5252756496588521,0.5993915823881213,-0.5363625122459688,0.9291142482472017,0.020719316109336763,6.2211180154224614e-139,1826,0.2362946259564842,-11245.096985618242,-11228.567336434777,0.2254622745088771,0.01111185473817385,5.7152773447297215e-18,7.305132467545651,151.29315506264356,0.0,1.0076347710029938,7,5.496493109084492e-242,8.511139085429545e-24,2.9957136186313655,2.9957136186313678,3.143510278400186,3,3,HAC,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.5993915823881213,False,49.87568455640745,48,50,0.020050787565847807,0.020050787565847807,0.020833333333333332,0.020050787565847807
no_intercept_csad,market_return_sq,-1.2549923431773673,-0.7363607252206599,0.3077968001679105,0.18059829306879593,-4.077340448285164,4.555376851143034e-05,-1.8582629860631439,-0.6517217002915907,,,1826,0.6679496311293733,-9763.20398912068,-9746.674339937215,0.5076053748791641,0.01667296042887555,0.0075298419129717145,2.3461104876728447,35.26522105567693,0.0,1.1847173977349197,7,1.070974083679598e-50,2.327500476222749e-27,2.5684540543859944,2.5684540543859944,3.3838314119947714,3,3,HAC,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.000136661305534291,True,49.87568455640745,48,50,0.020050787565847807,0.020050787565847807,0.020833333333333332,0.020050787565847807
scsad,market_return_cu,-2.459780956026999,-0.22551069101103308,0.3155256730756493,0.02892713369158631,-7.795818742892756,6.399218842796319e-15,-3.0781999114530314,-1.841362000600967,0.00220333026967312,0.0001010763815965675,1826,0.6448725170776515,-9639.860424195107,-9617.820891950487,0.5424834274618151,0.01723625263688888,6.849212690253225e-17,-1.1165593250342845,14.360956573908943,0.0,1.9597708724816745,7,0.38569875463710934,1.5448775765492788e-25,3.2478349142751988,3.2478349142751988,3.451037621882054,4,4,HAC,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,3.8395313056777914e-14,True,49.87568455640745,48,50,0.020050787565847807,0.020050787565847807,0.020833333333333332,0.020050787565847807
standard_csad,market_return_sq,0.41038928046441797,0.4430333104263759,0.5091672081024158,0.5496684355665743,0.8060010030769121,0.42024227072786713,-0.5875601095251277,1.4083386704539638,0.06336858113421878,2.5999164915820394e-37,262,0.28922028368525976,-1038.2367380756912,-1027.5317045644078,0.285027683735369,0.0329832066763388,-5.3074593066527045e-17,2.9191465214091026,31.745906646688397,0.0,1.561601773410578,4,0.0021739440758376297,4.64141182945694e-34,3.915499428162874,3.915499428162874,3.6862454559081206,3,3,HAC,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.5993915823881213,False,49.91984732824427,49,51,0.020032776469366374,0.020032776469366374,0.02040816326530612,0.020032776469366374
no_intercept_csad,market_return_sq,-0.4715079749417496,-0.5090136340658922,0.3879902738373246,0.4188525958496366,-1.2152572029149424,0.22426800924928125,-1.231954938014739,0.2889389881312398,,,262,0.670859716402679,-840.7346680036526,-830.0296344923693,0.6057158649501324,0.04808214444378997,0.01979890207652794,1.357854884759653,9.524910973259756,5.631022126313738e-224,1.6134328089540584,4,0.3064638883561594,5.039924019686044e-19,3.4553836453380726,3.4553836453380726,4.147264902039123,3,3,HAC,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.4485360184985625,False,49.91984732824427,49,51,0.020032776469366374,0.020032776469366374,0.02040816326530612,0.020032776469366374
scsad,market_return_cu,-0.38839198207464704,-0.12451506425871035,0.5833501822846893,0.18701695396623358,-0.6657955956292171,0.5055417604564749,-1.5317373297275134,0.7549533655782192,0.003927938529379719,0.42761117268319904,262,0.6553330532776163,-827.5006885567097,-813.2273105416654,0.6322524689378115,0.04912410164428515,-2.1187462302006803e-19,-0.8154095180857482,4.997212205130706,2.116185171388831e-63,1.8442208906543602,4,0.8394793261877872,2.260868163436067e-18,7.148454014943101,7.148454014943101,5.552671013211405,4,4,HAC,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.5993915823881213,False,49.91984732824427,49,51,0.020032776469366374,0.020032776469366374,0.02040816326530612,0.020032776469366374
standard_csad,market_return_sq,0.38080921963257075,0.7261890748152421,0.02638485631001046,0.05031494355989275,14.432870702733032,3.214195424113352e-47,0.32909585152768583,0.43252258773745567,0.020903574941323125,4.982971940410046e-59,1826,0.9280378595474604,-10531.139521348476,-10514.60987216501,0.3333350610057369,0.013511081432321794,-8.268911903013214e-18,7.086972710752531,129.74034122913818,0.0,1.4324868426051234,7,8.424029799110967e-124,5.803069642065753e-20,4.078322206127866,4.078322206127869,3.774000435568192,3,3,HAC,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,1.928517254468011e-46,False,49.87568455640745,48,50,0.18475739956081866,0.33726766710820955,0.7903636692597062,0.3300013681621016
no_intercept_csad,market_return_sq,0.21230857793253824,0.404864593175892,0.01979382494978202,0.037746090919768376,10.726000582059118,7.685076379674587e-27,0.17351339391467513,0.25110376195040135,,,1826,0.8794356130454473,-9060.98771968965,-9044.458070506185,0.7456599326508822,0.020207845697617265,0.010761810077453178,0.47894181574164063,22.627169427531506,0.0,1.264467400132514,7,1.1906865794589498e-28,3.987404558833116e-44,3.731063962941141,3.731063962941141,4.4891553877033425,3,3,HAC,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,2.305522913902376e-26,False,49.87568455640745,48,50,0.18475739956081866,0.33726766710820955,0.7903636692597062,0.3300013681621016
scsad,market_return_cu,0.2155484389454632,0.7150379456492054,0.06789855078984072,0.22523958190952054,3.174566120161058,0.0015006069774137112,0.08246972479491174,0.34862715309601466,6.033557680177818e-05,0.8912311986967795,1826,0.8827659310944621,-9111.84876667103,-9089.80923442641,0.7243832094526941,0.01991745299938864,3.1920431978543657e-18,-0.8320686053500616,14.270105197452473,0.0,2.1178857573502126,7,0.01863590795843161,4.0722460951136365e-31,164.32392347672402,176.64300031052224,30.257939273405448,4,4,HAC,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,0.0022509104661205667,False,49.87568455640745,48,50,0.18475739956081866,0.33726766710820955,0.7903636692597062,0.3300013681621016
standard_csad,market_return_sq,0.8437012742361321,0.8117562952955034,0.19487613612589713,0.1874975600176542,4.329423248062914,1.4950036238929662e-05,0.46175106598304877,1.2256514824892153,0.06833652688228424,5.2183753233244765e-86,262,0.6798407002764465,-1117.805751065938,-1107.1007175546547,0.21037418713157371,0.028336459071590617,-8.453797458500714e-17,-0.22441007036240687,9.422821358161011,9.196078401721572e-203,1.6365808538064326,4,0.0019985896424188137,2.785716499361461e-18,3.4709116657315797,3.4709116657315797,3.434951666151815,3,3,HAC,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,2.9900072477859324e-05,False,49.91984732824427,49,51,0.17843976861473523,0.3325897805054409,0.7583214233040533,0.32794860023457933
no_intercept_csad,market_return_sq,-0.009233966529886457,-0.008884341757062972,0.31162595931616377,0.2998268960556265,-0.02963157032921647,0.9763608868808437,-0.6200096234373116,0.6015416903775386,,,262,0.72070962293614,-824.6456469685843,-813.940613457301,0.6440777725418252,0.04958136856661243,0.02445707349051281,-1.0636762290485116,5.622360299337139,7.46938127060909e-83,1.5230332447088188,4,0.12805422006996178,3.524649923372257e-27,3.087153107969686,3.087153107969686,3.9536304680541994,3,3,HAC,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,0.9763608868808437,False,49.91984732824427,49,51,0.17843976861473523,0.3325897805054409,0.7583214233040533,0.32794860023457933
scsad,market_return_cu,0.9337781653522171,0.36952037408784116,0.5701429528821436,0.225620436469607,1.6377965572175406,0.10146414001113067,-0.1836814883361012,2.0512378190405354,-0.004434909872348829,0.35397685050068806,262,0.7276981275619001,-830.4377026384332,-816.1643246233888,0.6252045105757135,0.04884953180863222,-2.7543700992608845e-18,0.33404545656882106,0.7963058431714218,0.0038963340682613215,2.0746072080940863,4,0.6702486764005096,7.788156147802513e-13,12.603377596088455,12.603377596088455,7.638700207901905,4,4,HAC,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,0.12175696801335681,False,49.91984732824427,49,51,0.17843976861473523,0.3325897805054409,0.7583214233040533,0.32794860023457933
