empirical_supported_no_intercept_cells,empirical_mechanical_change_cells,empirical_mechanical_change_share,empirical_axis_passes,null_dgp_scenario_cells,null_mechanical_cells,null_mechanical_share,null_axis_passes,substantive_intercept_mechanism_evidence
16,16,1.0,True,64,64,1.0,True,True
