model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,regime,status,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation,significant_opposite_positive
scsad,market_return_cu,-28.203970719950014,-0.33075375837511206,5.070620065410056,0.059464203128686444,-5.562233091046862,2.6634420992003963e-08,-38.14220342743985,-18.265738012460172,0.0012480529027004777,0.045846376979820073,813,0.6793276645455484,-4359.261978030634,-4340.459053592443,0.22114605626037628,0.01649279749842203,9.087305187414643e-16,0.4163072323822564,4.404371761657439,2.803905055532567e-146,1.9595245603399725,6.0,0.6131393726839733,1.3063898009999563e-09,2.699951525140075,2.699951525140075,2.9765605327667783,4.0,4.0,HAC,low,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,1.5100528447703278e-07,True,False
standard_csad,market_return_sq,0.20369925859256843,0.061313708845912696,0.22946060653547617,0.06906790391840927,0.887730846998677,0.3746855488003934,-0.246035266087681,0.6534337832728179,0.023394787354891443,5.067315890571697e-155,584,0.15800682069065186,-3721.3631315662615,-3708.253428617777,0.057818458719577456,0.00995008593612451,-9.977749220453997e-16,1.4345545041407455,3.1811505957251747,3.2085591367798024e-96,1.0763872472004705,5.0,1.0153098455648017e-61,0.03456102776344409,4.544058848696155,4.544058848696155,4.01424690861416,3.0,3.0,HAC,mid,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,0.4215212424004426,False,False
no_intercept_csad,market_return_sq,-4.807008019650348,-1.4469148890047145,1.2329813100274665,0.3711287786603371,-3.898686849959846,9.671575500988023e-05,-7.223606980915196,-2.3904090583854987,,,584,0.7033729422964199,-3151.7570942605744,-3138.64739131209,0.15334049148312634,0.016203991321010414,0.006992255050247348,0.37431262105234026,1.2291667977303558,2.1777049128432085e-11,1.388325195493543,5.0,4.009803042419637e-12,2.1466394814422525e-39,3.637461798682568,3.637461798682568,4.084478528700572,3.0,3.0,HAC,mid,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,0.0001740883590177844,True,False
scsad,market_return_cu,-16.15953891379904,-0.30720272588893344,3.857751135368576,0.07333821038509691,-4.188849499814904,2.803722552203497e-05,-23.720592200439953,-8.598485627158128,-8.665655856813018e-05,0.9138859609067375,584,0.66043782222949,-3071.3661774999846,-3053.886573568672,0.17536892629697487,0.01732885620454604,1.2893985726918021e-15,-0.1519477643272777,0.3656229554778352,0.07226321381930578,2.0473650896019175,5.0,0.3241626683716158,1.5309774525484216e-06,2.1554057472904904,2.1554057472904904,2.5510157515987175,4.0,4.0,HAC,mid,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,8.328377154078164e-05,True,False
standard_csad,market_return_sq,0.2786425471042806,0.5482376090002923,0.06754376071927508,0.13289438481110685,4.125363233213692,3.701500957368073e-05,0.14625920871411024,0.41102588549445096,0.01480389076597962,1.1326628631011351e-06,229,0.978870105197011,-1136.5275587040528,-1126.2263926933902,0.09132247310212287,0.019969679320134517,-3.096746537027593e-17,8.685011980147607,110.52214503647161,0.0,1.9788501035045507,4.0,0.14791915046561133,5.0985003652906506e-09,13.880950060427544,13.880950060427544,7.314718753186384,3.0,3.0,HAC,high,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,8.328377154078164e-05,False,True
no_intercept_csad,market_return_sq,0.19740624223908954,0.38840273092388894,0.05429852508618026,0.10683398452551879,3.635572824966699,0.0002773636223632256,0.0909830886565316,0.3038293958216475,,,229,0.9737999526518596,-1070.3524724800668,-1060.0513064694042,0.12192072990322807,0.023073901578953476,0.008711696931073869,3.680297768527797,50.54531453119438,0.0,1.7941280992071766,4.0,0.0018581933908644703,2.509057594379064e-14,11.303910856407425,15.730422115791606,10.719011913187535,3.0,3.0,HAC,high,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,0.0004160454335448384,False,True
scsad,market_return_cu,0.24497207069952273,0.9402467528867824,0.08245585342638391,0.3164803572067654,2.970948216771928,0.0029688183472959995,0.08336156766929664,0.4065825737297488,-0.0006477274233349662,0.5681676930275257,229,0.9756362350961179,-1087.8079596162027,-1074.0730716019857,0.11199034022111126,0.022114266594028213,5.090542252648098e-18,-4.140199892060762,42.393777874323966,0.0,2.061240295112855,4.0,0.46869892002351776,1.4343738740617661e-06,375.0088836897698,495.4551733511171,50.522973261251074,4.0,4.0,HAC,high,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,0.003817052160809142,False,True
standard_csad,market_return_sq,-0.18228149300943786,-0.0916031140914747,0.36333928020488,0.18259127127512964,-0.5016839712641387,0.6158898412714635,-0.8944133963797096,0.5298504103608339,0.055745118166360505,1.3950830617023414e-53,112,0.2839738205549328,-526.2048598141014,-518.0493632002161,0.05663051523675806,0.022486209114214808,-1.1895246692412391e-17,0.9128807387426544,0.9265424942062337,0.00010228630246856261,1.4079168817178485,4.0,0.01551568061535189,0.04960527287295989,7.642073476175943,7.642073476175943,5.3416520917948445,3.0,3.0,HAC,low,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,0.6158898412714635,False,False
no_intercept_csad,market_return_sq,-3.9611004043938496,-1.9905977632775336,0.4262907801156464,0.21422670136378283,-9.29201519047459,1.513943181162547e-20,-4.7966149803619995,-3.125585828425699,,,112,0.7834912145173727,-420.53241191728034,-412.37691530339504,0.14548194323950114,0.03604089235550724,0.014354468615539243,-0.02845351408785307,-0.5531031465008693,0.4505850757009281,1.5314864491577382,4.0,0.7189772761368276,0.0011328542648994721,5.963489638587818,5.963489638587818,5.3468686199899444,3.0,3.0,HAC,low,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,1.3625488630462921e-19,True,False
scsad,market_return_cu,-9.867533669995801,-0.4418093888498916,1.142920912367334,0.05117319146649411,-8.633610220288263,5.9445321022185485e-18,-12.107617495413436,-7.627449844578167,-0.007291383800030153,0.09951666982248361,112,0.7609207047396394,-408.4457076972533,-397.5717122120729,0.15919212984972236,0.03770090585423199,5.376403687330976e-16,-0.0040052844880581915,-0.6676234269876984,0.32785242703147904,1.9963351047212161,4.0,0.9785362685635617,0.32669471418517126,2.6266876446410974,2.6266876446410974,2.896735999548841,4.0,4.0,HAC,low,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,2.6750394459983468e-17,True,False
standard_csad,market_return_sq,2.1642290108662996,0.6686177154140287,1.5033514958581455,0.46444597017142214,1.439602792047585,0.1499798092570642,-0.782285777120082,5.110743798852681,0.0615677260692669,1.8301727416797714e-43,53,0.2678070265568093,-271.1286208057304,-265.21774506507404,0.016631994570888473,0.017714717562486014,-2.5228770854394773e-16,0.649803977404085,0.22263177682722635,0.17047128370909492,1.7335760728380627,3.0,0.7135401994170953,0.15114173589515137,12.374253686494615,12.374253686494615,6.890279490003541,3.0,3.0,HAC,mid,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,0.1687272854141972,False,False
no_intercept_csad,market_return_sq,-9.488767382734482,-2.9314633237448176,2.3045769463601298,0.7119768587957165,-4.117357590390344,3.832411947058263e-05,-14.005655197201632,-4.971879568267331,,,53,0.7838328161230228,-205.77687447170467,-199.8659987310483,0.05707579045639826,0.032816180562711676,0.012675143699968047,-0.23338647447526306,-0.9562820608095501,0.2762451790847541,1.6576810559305482,3.0,0.9272398728726202,0.002660018395880362,10.324490220805318,10.324490220805318,7.265936661336121,3.0,3.0,HAC,mid,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,5.748617920587395e-05,True,False
scsad,market_return_cu,-43.12818060897075,-0.6431183445772523,9.271940122299688,0.13826121803136007,-4.651473158810027,3.2957217641613795e-06,-61.30084931549004,-24.95551190245146,0.006338237580045015,0.2984281845581196,53,0.7551358769817044,-197.17135475833794,-189.29018710412944,0.0646515764420577,0.03492622317034129,1.372264461392521e-15,-0.23338176213932763,-0.9601175660614154,0.2741705033803443,2.0927233375147423,3.0,0.8454271632724182,0.13114044952584064,5.247085203083239,5.247085203083239,4.400981187994062,4.0,4.0,HAC,mid,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,5.932299175490483e-06,True,False
standard_csad,market_return_sq,-1.2952133621447826,-0.668737365965155,0.7424425925735934,0.3833338338293838,-1.7445299813081463,0.08106671817693366,-2.7503741041775704,0.15994737988800534,0.05553907153067192,1.457687363156937e-41,39,0.302340601357318,-183.15173339525833,-178.1610484568694,0.01787486279363716,0.021408638798892977,-2.0994602068232126e-17,1.8954282505393056,4.972562173890115,1.1719181757916928e-11,1.668508252815083,3.0,0.39360934535346825,0.2956819203609168,9.181936308022285,9.181936308022285,5.890579419395975,3.0,3.0,HAC,high,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,0.10422863765605757,False,False
no_intercept_csad,market_return_sq,-5.574949911891052,-2.8784271599021296,0.6880156655194518,0.3552324252896411,-8.102940370815489,5.364653606693688e-16,-6.923435837108533,-4.22646398667357,,,39,0.8340449969865573,-147.19427889989518,-142.20359396150624,0.044942389011638224,0.033946560194169376,0.012379721907842943,0.10448801782837387,-0.7906943578431025,0.5433292953028017,1.6875081475130445,3.0,0.29070228242592894,0.12269451475095404,12.363322774913412,12.363322774913412,7.517420917143457,3.0,3.0,HAC,high,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,1.6093960820081064e-15,True,False
scsad,market_return_cu,-19.31701115514815,-0.727313124677977,3.4081150210416737,0.12832040967969086,-5.667945781138572,1.445196783766468e-08,-25.9967938515598,-12.637228458736502,0.004794948242021479,0.48054308374373833,39,0.8130238570149476,-140.54333081995574,-133.88908423543717,0.05063466923099872,0.03603227514433262,6.455840135981379e-15,0.32417646140577905,-0.7361560690803013,0.4364166793193902,2.0678907416547356,3.0,0.7445133824977193,0.20932042201449383,9.833304299479675,9.833304299479675,6.267157262563269,4.0,4.0,HAC,high,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,3.251692763474553e-08,True,False
