model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,regime,status,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation,significant_opposite_positive
no_intercept_csad,market_return_sq,-1.804513394836907,-0.8218094004099546,0.6170341876659559,0.28100899513912075,-2.924494997048393,0.0034501562565827856,-3.0138781798921093,-0.5951486097817047,,,272,0.7504725931814589,-1738.260722557458,-1727.44331635857,0.02612668051560317,0.009800712855901613,0.00392654485939535,0.42334672086393554,0.40148816040643354,0.008209130662634293,1.6176651583263548,4.0,0.5071846426434756,3.5862861691296356e-12,4.023572348603873,4.023572348603873,4.511444112590409,3.0,3.0,HAC,high,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline,0.0062102812618490145,True,False
scsad,market_return_cu,-5.911705609898966,-0.20218887948489536,2.5929686548896487,0.08868327712288678,-2.27989860145477,0.022613703035843268,-10.993830786523947,-0.8295804332739865,0.0005803446719634759,0.3601785724526966,272,0.7280125070116887,-1712.8588112682355,-1698.4356030030515,0.02847405929842009,0.010231521956107466,1.5842107037964666e-17,0.09784029251181231,0.33119873086659357,0.4793113201493371,1.9870084336381368,4.0,0.06932845430731625,0.017968412076905336,2.569601305224564,2.569601305224564,2.8879094247970634,4.0,4.0,HAC,high,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline,0.0339205545537649,True,False
standard_csad,market_return_sq,0.5030551618252748,0.31515212893112027,0.24479710535134058,0.1533595811396256,2.054988195645835,0.039880144881433544,0.023261651816989914,0.9828486718335596,0.030665052831767094,1.5612449686894437e-17,104,0.3754127510419287,-515.3250219412471,-507.39184924382295,0.04050917599085116,0.019736040829009704,-3.442758898477048e-17,2.1054779944246853,6.082362665046293,6.715939985620437e-48,1.6215331659454195,4.0,0.025435217700396768,0.6562961034515736,7.005334771002071,7.005334771002077,5.097337752413669,3.0,3.0,HAC,low,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,0.05127447199041456,False,False
no_intercept_csad,market_return_sq,-1.0340242803151707,-0.6477916897331849,0.29526668991527105,0.1849775789828052,-3.5020011251925895,0.00046177766854039304,-1.612736358383458,-0.4553122022468834,,,104,0.7608265272680209,-468.3873597440461,-460.45418704662194,0.06361518445219352,0.0247322555762,0.008238316150411686,1.084141100817114,2.120697491127987,1.1953798412856029e-08,1.7040503333483759,4.0,0.9048265993820368,0.23681810985630214,5.885199426820617,5.885199426820617,5.275953118926888,3.0,3.0,HAC,low,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,0.0008311998033727075,True,False
scsad,market_return_cu,-2.1151180956880484,-0.1876864892528784,0.7373333612398717,0.06542779349401688,-2.8686049036643975,0.00412286452615198,-3.5602649283180585,-0.6699712630580383,0.0020245702274241935,0.4597171257862528,104,0.7452561335415403,-460.4432110996531,-449.86564750308764,0.06735704273129557,0.02544924109706031,-1.6012832085939759e-18,0.2951481939949746,2.875740585394529,8.16706200342024e-08,2.140875664123299,4.0,0.20263709157780116,0.6525346088782238,2.922532502300702,2.922532502300702,3.1277084629778162,4.0,4.0,HAC,low,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,0.00618429678922797,True,False
standard_csad,market_return_sq,-0.06666761402781761,-0.03668494223012193,0.7268362127168398,0.3999534836082799,-0.09172302213537331,0.9269181054754113,-1.4912404136123172,1.3579051855566822,0.03180816849075326,2.367843086490489e-25,57,0.22342129128743804,-337.9256657125665,-331.7965119090629,0.00799763498753005,0.011845226285138722,-2.333050906462843e-16,0.8427173072726775,1.2765051959150657,0.010666044542421104,1.4285171317814387,3.0,0.15995091399699662,0.7967659920767116,9.146548619689527,9.146548619689527,5.8785420808926006,3.0,3.0,HAC,mid,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,0.9269181054754113,False,False
no_intercept_csad,market_return_sq,-4.023295984558818,-2.2138842513043406,0.5564251756743627,0.30618203040058084,-7.230614573977105,4.80813146003782e-13,-5.113869288971941,-2.9327226801456945,,,57,0.8101126403483803,-287.7861150168305,-281.65696121332684,0.019274579660040665,0.018388869469099796,0.00631952389879584,0.06287634442231355,-0.5956916453098824,0.5965039766829928,1.690012808771348,3.0,0.4226577728511831,0.06855852555645445,7.245944477353782,7.245944477353782,6.371218016541911,3.0,3.0,HAC,mid,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,4.3273183140340376e-12,True,False
scsad,market_return_cu,-13.925852330208913,-0.4584828299661669,2.601269864776962,0.08564198016960863,-5.353482358280018,8.627745055378415e-08,-19.024247579241134,-8.827457081176693,-0.0006260794732845919,0.8489609482758008,57,0.7759242489976608,-277.1397049991723,-268.96749992783407,0.022431775785595416,0.019837840761107988,5.599809115433904e-17,0.33432517320424654,-0.3478414468862079,0.4896140771043761,2.3631549307282818,3.0,0.4235888228433885,0.23371972465596919,4.239548407399049,4.239548407399049,3.9364217770774963,4.0,4.0,HAC,mid,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,3.882485274920287e-07,True,False
standard_csad,market_return_sq,0.33329110304338216,0.16330615435014703,0.8032063297295812,0.39355547045839023,0.4149507924764396,0.6781779259530539,-1.2409643753812003,1.9075465814679644,0.03185901200267616,6.948155547769623e-21,42,0.4145182880006083,-219.9331358464242,-214.7201269915741,0.011338312226268035,0.016430453886339954,1.5529905403982845e-17,1.1374877094934057,1.0306496246298886,0.008828093648089352,1.4348407092944087,3.0,0.19625804907051275,0.10212370734754309,9.256398047271201,9.256398047271201,5.915827780309922,3.0,3.0,HAC,high,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,0.7629501666971856,False,False
no_intercept_csad,market_return_sq,-2.083796067268244,-1.0210195204377934,0.5381416747476093,0.26367894791101204,-3.8722071994248592,0.00010785420362589,-3.1385343683536258,-1.0290577661828617,,,42,0.8569600263257146,-202.75320965814686,-197.54020080329676,0.017068477054881404,0.02015917435884986,0.006082775396352155,0.016669106653341315,-0.5935626776788432,0.6787096028551995,1.8844774195162037,3.0,0.213317558988092,0.09644166742649649,7.895544664668255,7.971875308335392,6.065374762049974,3.0,3.0,HAC,high,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,0.0002426719581582525,True,False
scsad,market_return_cu,-5.494626942695656,-0.25345917881541546,1.3236927702123298,0.06106002937795859,-4.150983571372289,3.3104953089950725e-05,-8.089017098907876,-2.9002367864834357,0.0018622870363825868,0.6089544742433661,42,0.8358258893188905,-197.44554937327425,-190.49487090014077,0.018467032797952077,0.02096881630169183,-1.3081467126461294e-15,0.3168745037116424,-0.3434703775716694,0.6073762973380756,2.4378787998821765,3.0,0.4338989598585671,0.335717954521399,3.2113641844914294,3.2113641844914294,3.2877706032478153,4.0,4.0,HAC,high,estimated,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,9.931485926985218e-05,True,False
standard_csad,market_return_sq,0.20530612422685934,0.04934738380131222,0.4845527268667167,0.11646710235610229,0.4237023400001045,0.6717829084164912,-0.7443997690425792,1.155012017496298,0.011720992110969363,1.8178684385500536e-123,803,0.32163938726514774,-5605.657852516028,-5591.592788374187,0.04337429494055473,0.007349510953694412,-1.9937006245448017e-16,1.441620918105825,4.818254788305976,5.845776301961195e-227,1.4081785669443767,6.0,2.672338043165962e-54,1.5551856678625034e-18,4.869557027050191,4.8695570270501936,4.173826247852995,3.0,3.0,HAC,low,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.6717829084164912,False,False
no_intercept_csad,market_return_sq,-3.9770520876073903,-0.9559243130424668,0.9155878715289282,0.22007071766763014,-4.3437142531892246,1.4009371509632127e-05,-5.771571340485775,-2.182532834729005,,,803,0.7119096448008964,-5108.001474780686,-5093.936410638846,0.08060924992334613,0.010019237406653851,0.003951890460580474,0.40537179730919043,2.113956810855642,2.5373821453802317e-37,1.4513748498665415,6.0,1.2295372133895014e-08,4.640435050578994e-42,4.2756403929798985,4.2756403929798985,4.581193440564763,3.0,3.0,HAC,low,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,2.738844396974473e-05,True,False
scsad,market_return_cu,-15.735022852324507,-0.23781119163533676,5.665127647864883,0.085619879255912,-2.7775230904558423,0.005477494806340027,-26.838469009961784,-4.631576694687228,0.000152779532126901,0.7280589549837838,803,0.6811657234772512,-5024.735357965422,-5005.981939109634,0.08919424686798964,0.010539272866895337,1.2560866972253484e-16,-0.015612213935372167,0.7986349068989331,3.177171615197115e-05,2.039709267176719,6.0,0.42049730151751546,1.5043914153697177e-28,3.399869930241449,3.399869930241449,3.451789556613389,4.0,4.0,HAC,low,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.008216242209510042,True,False
standard_csad,market_return_sq,0.8650052407462441,0.20095066912602758,0.8719441805873002,0.20256266468212678,0.99204199076553,0.3211770422057454,-0.8439739497341532,2.5739844312266413,0.015040610390406915,1.6566384666484059e-60,568,0.21348399485402814,-3623.3702299062243,-3610.3438656500607,0.055827317528650444,0.00991400680150564,-6.380850464592999e-16,2.1731366673427273,8.447926917901931,0.0,1.0968094790914444,5.0,7.607745050957961e-75,1.982608432309299e-08,6.1227577985346535,6.1227577985346535,4.7377717104833525,3.0,3.0,HAC,mid,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.3765673451814192,False,False
no_intercept_csad,market_return_sq,-4.07698702652414,-0.9471309911271388,0.7865451464281383,0.18272348654929235,-5.183411333778574,2.1786382386897935e-07,-5.6185871857380745,-2.535386867310206,,,568,0.6600686891215372,-3323.8618897554934,-3310.83552549933,0.0945914155092445,0.012904812367275448,0.0045394961156936964,1.0740422988416871,3.6152570324070776,6.381191422284579e-90,1.4133410802989494,5.0,1.3158896958330004e-23,7.016127486807918e-09,4.484515849355349,4.484640834101556,4.745338054353662,3.0,3.0,HAC,mid,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,9.80387207410407e-07,True,False
scsad,market_return_cu,-18.848269736772323,-0.2802482381633934,4.357436470539548,0.0647891775124151,-4.325540914756811,1.521580220541374e-05,-27.388688283951165,-10.307851189593482,-3.1576486487914146e-05,0.9553996138229036,568,0.6349932368725257,-3281.4394418148204,-3264.070956139936,0.10156845537877046,0.013372273670981991,-3.9590787612293215e-16,-0.39268894055284276,3.0592670322157307,8.279264445937071e-51,2.2076547123578916,5.0,0.06510624138162541,0.0006618369843071953,2.165072537407915,2.165072537407915,2.5512508940374454,4.0,4.0,HAC,mid,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,2.738844396974473e-05,True,False
standard_csad,market_return_sq,-0.3355455683622515,-0.09307099888219482,0.3478463683558354,0.0964828983390727,-0.9646372619851517,0.33472652905015043,-1.017311922492742,0.34622078576823895,0.01210938067885304,5.311448847617592e-57,255,0.25909352177384315,-1750.4127382268982,-1739.788947591423,0.015229718243620158,0.007728155360051885,-3.961972362387814e-16,2.0586416813348283,7.254023274607164,2.503097542331319e-155,1.6003208045760788,4.0,0.028813243144202007,0.030898948213547543,4.7076333871436615,4.7076333871436615,4.095229722426568,3.0,3.0,HAC,high,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.3765673451814192,False,False
no_intercept_csad,market_return_sq,-3.7046806521950764,-1.0275752724801182,0.7610108092015313,0.21108321149414996,-4.868105166708612,1.126733681669414e-06,-5.19623443007576,-2.2131268743143924,,,255,0.7463651655934305,-1618.4538436256278,-1607.8300529901526,0.025552483866302284,0.010010285664432277,0.003340335229663926,0.6878552192259929,1.3964870635812217,3.2057306553443213e-09,1.5511360454326868,4.0,0.2273109250345004,0.026155049477331598,3.775281189191963,3.775281189191963,4.195433994670077,3.0,3.0,HAC,high,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,3.380201045008242e-06,True,False
scsad,market_return_cu,-19.455170106192085,-0.3383172532922645,3.4031753697943383,0.05917979320130748,-5.716769778857387,1.0856804733546313e-08,-26.125271264062768,-12.785068948321403,0.0010156835943863156,0.11636806934076861,255,0.7278069106772895,-1598.5698024776846,-1584.404748297051,0.027408906697478665,0.010367541107589756,1.732709836177242e-15,0.09158695430566138,1.6769270235879707,7.288070807056234e-07,2.130027954828475,4.0,0.31755653702134634,0.28052560129468584,2.3314615483780465,2.3314615483780465,2.6957259812573615,4.0,4.0,HAC,high,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,9.771124260191682e-08,True,False
standard_csad,market_return_sq,0.6044178487335397,0.2841813143003538,0.5224036214436062,0.2456203900135924,1.1569939868779928,0.24727481707952914,-0.41947443468922474,1.628310132156304,0.030623237007638453,6.0181680427923484e-24,91,0.4659635476142827,-442.2961102233536,-434.76353170380304,0.038644591793301,0.020607422058142755,2.4781763942525816e-18,1.2114998149142744,2.135978504371109,1.5047322217309508e-08,1.7646171284054237,3.0,0.26513505326154824,0.003155793035640379,8.692128776238464,8.692128776238464,5.721710367811538,3.0,3.0,HAC,low,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.3179247648165375,False,False
no_intercept_csad,market_return_sq,-1.6243650315342664,-0.7637335504439218,0.4086796941545685,0.19215040200428027,-3.974665379190355,7.04782754060813e-05,-2.4253625132900654,-0.8233675497784676,,,91,0.7816444630078823,-399.8167820317432,-392.2842035121926,0.06163393685560591,0.026024911323619584,0.00834644764168163,-0.09009192313515223,-0.3292254333543112,0.7200369940439081,1.7419493578694767,3.0,0.3804491249983335,0.5367903809942924,7.280335264871549,7.294198023683029,5.8467163071450265,3.0,3.0,HAC,low,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.00031715223932736583,True,False
scsad,market_return_cu,-4.037188177851915,-0.23718631828121897,1.2724201332020983,0.07475515963233707,-3.1728421081267886,0.0015095459467919976,-6.5310858121316855,-1.543290543572144,-0.0013182081332284538,0.6613455934550234,91,0.7701408489540461,-393.552675957214,-383.5092379311466,0.06459073311904726,0.026641851963283003,-8.44715018324003e-16,0.07769676498344508,-0.4307774056709146,0.6263367250552777,2.0307732693644587,3.0,0.4392675508459626,0.6532307728898079,3.2326767247641093,3.2326767247641093,3.3002817099443127,4.0,4.0,HAC,low,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.0033964783802819948,True,False
standard_csad,market_return_sq,0.03540289590152197,0.011928143596723962,0.7575653783916115,0.25524320503321296,0.046732462849194516,0.96272645698971,-1.4493979616804946,1.5202037534835386,0.03894609763356794,3.49422918833601e-37,75,0.05346740762029112,-389.130247499692,-382.1777831590831,0.022622908110641497,0.01736775100030379,-5.467848396278896e-17,1.7189576424752362,5.519554779416136,6.180231645103727e-26,1.6025745653340908,3.0,0.23146371234203525,0.8923461856078163,7.970238697964894,7.970238697964894,5.463282080713103,3.0,3.0,HAC,mid,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.9764830541253655,False,False
no_intercept_csad,market_return_sq,-5.6272323964038815,-1.8959589142976578,1.1485474285986244,0.38697508514786466,-4.899434064529515,9.611309730400568e-07,-7.878343990993274,-3.3761208018144884,,,75,0.702012960297029,-329.23817476009606,-322.28571041948715,0.05027580743885931,0.025891004213525415,0.00945619076768868,0.5557830475559833,1.0218883869750677,0.047219575450522286,1.3560197352256056,3.0,0.061461287737293174,0.14622994720684737,7.611811012753674,7.611811012753674,5.724831314890472,3.0,3.0,HAC,mid,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,8.650178757360512e-06,True,False
scsad,market_return_cu,-20.45531088121625,-0.4568316673890452,5.304134959481326,0.11845807827939035,-3.8564838635283345,0.00011502968768346677,-30.851224370939466,-10.059397391493032,0.0015284098551830911,0.740634626352787,75,0.657044665729917,-318.78731907291365,-309.5173666187684,0.05627228113966367,0.027391551286157237,3.191891195797325e-17,0.5191634611857119,1.1893201466908776,0.03750184695004153,2.511398590005482,3.0,2.909273635266361e-05,0.1473366144664133,3.8496677398550614,3.8496677398550614,3.704718821356651,4.0,4.0,HAC,mid,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.00034508906305040027,True,False
standard_csad,market_return_sq,0.03564708834919365,0.009550561198874258,1.2092617318902137,0.32398517552795886,0.02947838950751645,0.9764830541253655,-2.334462354038156,2.4057565307365434,0.036764185502180836,1.7834318886472075e-18,37,0.311667205017097,-181.92457708601404,-177.09182334808136,0.013487367427784886,0.019092497060211534,-3.641981611185902e-16,0.4712424604121404,-0.4516536619437832,0.4216624030282521,1.29060888820796,3.0,0.0888020449454851,0.00514710599187962,10.24895809682971,10.24895809682971,6.242609369142939,3.0,3.0,HAC,high,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.9764830541253655,False,False
no_intercept_csad,market_return_sq,-6.7129942227508534,-1.798544148235367,2.35454399532567,0.6308289839135877,-2.8510803943683976,0.0043570951558190305,-11.327815653604212,-2.098172791897495,,,37,0.7910426866248417,-158.80354193634548,-153.9707881984128,0.02519501967783336,0.02609495119327262,0.008422003823446196,-0.2464662361447829,-0.958862270502892,0.39424157152746697,1.5845471630206103,3.0,0.8863821320708086,0.04065281182843824,12.907274774968903,14.45446115568058,7.706649766968782,3.0,3.0,HAC,high,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.007842771280474255,True,False
scsad,market_return_cu,-26.266466926996266,-0.5046504039147721,11.9626741907232,0.22983556863692928,-2.195701939902815,0.02811328423411867,-49.71287749960058,-2.820056354391955,-0.0005925721619615884,0.9054257422865687,37,0.7293555740406186,-152.93364676258057,-146.48997511200366,0.02797295371502794,0.027495922899256103,-5.0447634058136335e-17,0.23085924492452314,-1.195544853326822,0.284447048083937,2.0187611404673853,3.0,0.5385587191558645,0.14147052422691758,5.800910494156326,5.800910494156326,4.600031934869145,4.0,4.0,HAC,high,estimated,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.04216992635117801,True,False
standard_csad,market_return_sq,0.30895099335645226,0.10209332901158613,0.24368213587737228,0.08052513507755982,1.267844244076739,0.20485357850347619,-0.1686572166389932,0.7865592033518978,0.010847206251663615,2.1541956501290754e-94,864,0.33700866022498444,-6102.108580888587,-6087.823862582175,0.04302928216907728,0.007057082252454871,-4.237865202793711e-16,1.7816654610351936,5.55880129798302,0.0,1.1356586140429927,6.0,2.0170979237326557e-119,2.095833632503614e-07,4.078822588679538,4.078822588679538,3.774266913142909,3.0,3.0,HAC,low,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.2304602758164107,False,False
no_intercept_csad,market_return_sq,-1.9961105844937808,-0.6596178003257326,0.5925877384240539,0.1958215258992796,-3.368464203802628,0.000755882117714263,-3.1575612094849688,-0.8346599595025928,,,864,0.7231565263393167,-5619.4509177541395,-5605.166199447727,0.07522716625883305,0.009331049215722847,0.0035851457950569804,0.656109385843359,2.6407356631505507,9.65159690574076e-68,1.3956131923856352,6.0,3.2860701022894753e-16,4.048490777699598e-34,3.504004945179943,3.504004945179943,4.082575941384335,3.0,3.0,HAC,low,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.0022676463531427888,True,False
scsad,market_return_cu,-3.901816951524041,-0.10750596113386618,2.400712673596719,0.06614634325181735,-1.6252744422256853,0.10410409466987959,-8.607127329002473,0.8034934259543904,0.0004409537632879336,0.27800973133884443,864,0.697833345350664,-5545.292837333129,-5526.246546257913,0.08177967296312819,0.009728946462124244,3.2060259796756545e-17,0.07977250508428149,1.7772062222500065,3.8617752129555015e-25,2.021994035910169,6.0,0.2469842150018652,1.5848543187901102e-09,3.3072818275840072,3.3072818275840072,3.4026798758989028,4.0,4.0,HAC,low,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.13384812171841662,False,False
standard_csad,market_return_sq,0.0622288849898353,0.018035824770199903,0.7203466655112842,0.20877838699956608,0.08638741312929765,0.9311584523921312,-1.3496246357958028,1.4740824057754736,0.012648086692996028,7.990797210913044e-47,506,0.2121155233522254,-3343.583740553745,-3330.9041305458827,0.039515151052165555,0.00883703479101222,-7.621264181888303e-16,3.1595671617069194,19.369958969444816,0.0,1.101586934194131,5.0,6.500907958830902e-59,0.0015142031143893582,5.341017470308075,5.341017470308075,4.394574994382067,3.0,3.0,HAC,mid,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.9311584523921312,False,False
no_intercept_csad,market_return_sq,-3.067090766298074,-0.8889362492078393,0.656552745833484,0.19028896754586783,-4.67150702782371,2.9899786712346366e-06,-4.353910502082583,-1.7802710305135656,,,506,0.7048232303050032,-3126.9041383796903,-3114.224528371828,0.060636967204176745,0.010946958644553594,0.0036157163809892017,1.3773562650643512,6.791452367916683,1.4797466226920562e-241,1.439703330004136,5.0,3.4907319283502147e-16,4.788006982909702e-07,4.131026806707931,4.131026806707931,4.507176244768418,3.0,3.0,HAC,mid,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,2.690980804111173e-05,True,False
scsad,market_return_cu,-10.488252871819578,-0.21829531872848768,3.5708232152721973,0.07432067108100678,-2.9372086601660783,0.0033118118780756964,-17.4869377689126,-3.4895679747265547,0.0003294709977395122,0.5684679763490275,506,0.6760627060886673,-3079.2446617989044,-3062.3385151217544,0.06636307793858214,0.011452175685949894,7.153643070972815e-16,0.36925798573551544,5.821373100264214,1.0889294348832796e-154,2.0911144497072587,5.0,0.2540582337580326,0.00144387922701775,2.162451455788979,2.162451455788979,2.5692734377745614,4.0,4.0,HAC,mid,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.007451576725670317,True,False
standard_csad,market_return_sq,0.7488192477735659,0.35133130825530884,0.1961540159634133,0.09203161811459984,3.817506585810794,0.00013480718982467608,0.364364441062381,1.1332740544847508,0.013387698205925572,3.499464805446962e-57,256,0.4284850018851568,-1830.8945227942768,-1820.258990460838,0.011469443675432867,0.006693468036612981,1.734723475976807e-18,1.1352308707436858,2.068130077238897,7.79522143337871e-22,1.6533041350566404,4.0,0.043176547537509304,0.19955792827058888,5.247756053118541,5.247756053118541,4.351806629681857,3.0,3.0,HAC,high,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.0006066323542110424,False,True
no_intercept_csad,market_return_sq,-1.5992019371852457,-0.7503141918777352,0.5929526374132598,0.2782017508968075,-2.6970146286248458,0.0069964196743619545,-2.7613677510532724,-0.4370361233172191,,,256,0.7618516612132943,-1639.9664624979748,-1629.330930164536,0.024179354831391116,0.009718570101106518,0.0037920195604671347,0.5289544445350587,0.5144539259303387,0.0007978665421985017,1.681596986318513,4.0,0.7055299008688038,6.522830558522941e-12,4.09306588425444,4.09306588425444,4.590726755479637,3.0,3.0,HAC,high,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.012593555413851518,True,False
scsad,market_return_cu,-4.895889882972194,-0.1768584883331949,2.617542004026957,0.09455574636000821,-1.8704150212069621,0.061426207625310425,-10.026177938885827,0.23439817294143772,0.00046689765441621596,0.5201558263674175,256,0.7410680384292263,-1616.9195439477419,-1602.7388341698236,0.02625125214092043,0.010126398850305593,3.393552799879629e-17,0.12656513727220398,0.5795436288154381,0.14638470039470267,2.0777140959852214,4.0,0.3207080663052376,0.06436510227291332,2.5556480070245997,2.5556480070245997,2.884419940718219,4.0,4.0,HAC,high,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.09213931143796565,False,False
standard_csad,market_return_sq,0.5086730192899556,0.32423578664326613,0.24061507148740846,0.1533716435183574,2.1140530231356465,0.03451073885475338,0.037076145037104546,0.9802698935428066,0.03079781456841509,4.547817954817024e-17,104,0.3706568222645462,-512.9376480217836,-505.0044753243595,0.041449840542170255,0.01996387134448951,-4.0298960749615056e-17,2.0800529943826556,5.793227918325684,1.3128945995535498e-44,1.619603638752429,4.0,0.02796547892767039,0.6524895308621812,6.857272897484776,6.857272897484776,5.038819856702284,3.0,3.0,HAC,low,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.04437094995611148,False,True
no_intercept_csad,market_return_sq,-0.97146615302882,-0.6192270483783192,0.29778181468352805,0.189810580216633,-3.262342107966733,0.001104957071236546,-1.5551077850595156,-0.38782452099812437,,,104,0.7558089668528647,-466.2822424890621,-458.349069791638,0.06491597252183255,0.024983835643854993,0.008444911134269253,1.0811530616532932,2.0429453778740605,2.3420823694895687e-08,1.680665440870249,4.0,0.909029432059838,0.1914767890899701,5.788124741802301,5.788124741802301,5.234120849084944,3.0,3.0,HAC,low,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.001988922728225783,True,False
scsad,market_return_cu,-1.895774112537171,-0.17576976718160015,0.7228957343784873,0.06702444879270246,-2.6224724014550604,0.008729433766337887,-3.3126237164966392,-0.4789245085777025,0.002082225212458941,0.46276346742183405,104,0.7401368886568278,-458.26144302289185,-447.68387942632637,0.06878502117284215,0.02571758997951113,2.6688053476566264e-19,0.2592935151686918,2.8139286074835788,1.899703642113914e-07,2.15430286159388,4.0,0.2155874880956899,0.5975587461951088,2.975416491178607,2.975416491178607,3.1628746229543387,4.0,4.0,HAC,low,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.01309415064950683,True,False
standard_csad,market_return_sq,-0.13198484349336878,-0.0731339664985002,0.7159983429717196,0.3967410002687639,-0.18433680020203888,0.8537492461681788,-1.5353158087082965,1.271346121721559,0.0317014542396363,7.118186101417925e-25,57,0.23605364680529173,-339.1337138184915,-333.0045600149879,0.007829918059420024,0.011720366184492568,-2.1723607318460438e-16,0.8979742166229393,1.4247399828103475,0.004805722571043587,1.452566249757795,3.0,0.20261650304608597,0.9195550868738968,9.187947656884173,9.187947656884173,5.892621765003909,3.0,3.0,HAC,mid,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.8537492461681788,False,False
no_intercept_csad,market_return_sq,-4.120386803329013,-2.28314268865778,0.5499301963313341,0.3047211747235969,-7.492563294063,6.754133939871611e-14,-5.1982301821494685,-3.0425434245085574,,,57,0.8138114922643097,-288.08359130194935,-281.9544374984457,0.01917424993167302,0.01834094734953661,0.006316550178316343,0.14473323378439568,-0.5204835194561301,0.6108392631284922,1.674064710933971,3.0,0.7828543972542328,0.06879137482145121,7.491868895646024,7.491868895646024,6.431613428288826,3.0,3.0,HAC,mid,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,6.078720545884451e-13,True,False
