term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,model,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark
const,0.05890680399451212,0.0035268610547837063,16.702331926179248,1.2604100557841964e-62,0.05199428334865911,0.06581932464036513,intercept_restored,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return,0.07305792361278272,0.029777617493559345,2.4534509394038846,0.014149283891586716,0.014694865779996534,0.1314209814455689,intercept_restored,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,leave_one_out
abs_market_return,0.2631014681273922,0.05572524146005038,4.721405618601232,2.3422031261113627e-06,0.15388200183589523,0.3723209344188892,intercept_restored,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return_sq,0.06431524048963333,0.23089355957087068,0.2785493047496301,0.7805907222262277,-0.3882278205315267,0.5168583015107934,intercept_restored,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,leave_one_out
const,0.024425757143881767,0.0009589135747073196,25.472323875837315,3.995254505314886e-143,0.02254632107316886,0.026305193214594673,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
abs_market_return,0.24096366823048845,0.06571659575382831,3.6667095345767535,0.0002456916067680259,0.11216150736640712,0.3697658290945698,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return_sq,-0.2922486001878842,0.8904996301511998,-0.32818497649264905,0.7427718063809544,-2.037595803530474,1.453098603154706,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return,-0.0697965822832979,0.028789982831016046,-2.4243356688669015,0.015336422558617661,-0.12622391174761585,-0.013369252818979938,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
abs_market_return,1.5449325489637693,0.0783198510216596,19.725938300578655,1.2913880493407396e-86,1.391428461686774,1.6984366362407646,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return_sq,-11.264896821928003,1.5750435304085755,-7.152117769726544,8.544920725244955e-13,-14.351925415611628,-8.177868228244378,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
const,-8.465235631884164e-05,0.0007589513703996596,-0.111538577595906,0.9111892759399476,-0.001572169708319493,0.0014028649956818098,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return,1.1730852897129898,0.04557845788442971,25.737713476122966,4.424792699555862e-146,1.0837531537886318,1.2624174256373477,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return_sq,-1.469691798047468,0.5911989022679001,-2.485951500264257,0.012920557291532204,-2.6284203541921674,-0.3109632419027686,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return_cu,-59.16453374424963,8.18825966855921,-7.2255321813286,4.991432490718081e-13,-75.21322779068757,-43.1158396978117,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
const,0.02442776760347054,0.0009892537686214894,24.693125645111543,1.2677273511752594e-134,0.0224888658454019,0.02636666936153918,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return,-0.07013454965129325,0.023887131010720743,-2.9360809223935798,0.0033238760090776565,-0.11695246612629576,-0.02331663317629073,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
abs_market_return,0.240437930535839,0.07299232015008215,3.294016823159832,0.0009876658702795728,0.0973756118936607,0.3835002491780173,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
market_return_sq,-0.2920889729202726,1.028242590710469,-0.2840662072930205,0.7763596433158599,-2.3074074180829514,1.7232294722424064,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline
const,0.024538529206967218,0.0009646341715906444,25.4381712048456,9.543015666452562e-143,0.022647880972392925,0.02642917744154151,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
abs_market_return,0.24593432567207618,0.06664865929672559,3.690011596139621,0.0002242438297342656,0.1153053538326134,0.37656329751153894,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return_sq,-0.2901467147486246,0.9114994199938558,-0.3183180464893553,0.750243696586553,-2.0766527498657306,1.4963593203684813,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return,-0.06922484232763057,0.02886124931583705,-2.398539355316292,0.01646060753124956,-0.12579185153550246,-0.012657833119758675,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
abs_market_return,1.5543902548061406,0.07787803019227119,19.959290841955607,1.2446594836742232e-88,1.4017521204423662,1.707028389169915,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return_sq,-11.286681407984418,1.5590831417593598,-7.239306939877415,4.50983343368569e-13,-14.34242821473632,-8.230934601232516,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
const,7.494451493369469e-05,0.0007672521123333891,0.09767912493035866,0.9221870921675416,-0.0014288419923020278,0.001578731022169417,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return,1.1817557565126209,0.04551112793425115,25.966303410890532,1.1901372660008154e-148,1.0925555848656938,1.270955928159548,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return_sq,-1.4953774124402361,0.5935145281219455,-2.519529584510846,0.011751176477165776,-2.658644511860534,-0.3321103130199379,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return_cu,-59.346412842350226,8.062643234732596,-7.3606646250568595,1.8299679772150596e-13,-75.14890320262164,-43.54392248207882,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
const,0.024541878243367895,0.0009954111741233502,24.65501581794248,3.2514136734724736e-134,0.0225909081922774,0.02649284829445839,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return,-0.06979005089976521,0.024020625104936143,-2.9054219278175086,0.003667583328114745,-0.11686961099157872,-0.022710490807951712,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
abs_market_return,0.24534727995673972,0.07392664290656421,3.3187937435064354,0.0009040717986786996,0.1004537223619204,0.390240837551559,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
market_return_sq,-0.290435020058328,1.0476399278043436,-0.2772279027843328,0.7816051156380897,-2.3437715473209835,1.7629015072043277,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out
const,0.06478975308118895,0.004194647276577025,15.445816730044484,8.050141684478507e-54,0.05656839549124896,0.07301111067112895,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
abs_market_return,0.18077689267961713,0.11978299716796496,1.5092032838861418,0.13124684127652295,-0.0539934677298575,0.4155472530890918,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return_sq,-0.5397942903809754,0.7040846525003562,-0.766661066199994,0.44328305775301036,-1.9197748513490729,0.8401862705871221,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return,-0.02780145852036135,0.054913117036533864,-0.5062808308962857,0.6126595179171377,-0.13542919019080057,0.07982627315007788,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
abs_market_return,1.9179315143712947,0.14058923048958502,13.642094118392496,2.2500523734324226e-42,1.6423816859975076,2.193481342745082,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return_sq,-9.516069719146024,1.2467793131358966,-7.632521344303689,2.3020632632507647e-14,-11.959712269561969,-7.072427168730081,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
const,0.0032696625883352325,0.004840910463538495,0.6754230661695096,0.49940701484880257,-0.006218347572583317,0.012757672749253782,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return,1.368548429425807,0.09375509099113284,14.59705723665973,2.932319666149891e-48,1.184791827715911,1.552305031135703,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return_sq,-0.3932391885719288,0.6930403627980267,-0.5674116684694896,0.5704345240840426,-1.751573339488634,0.9650949623447762,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return_cu,-35.019447648275126,5.9251230500598,-5.910332553839821,3.4141775387550015e-09,-46.63247543036045,-23.4064198661898,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
const,0.06478493085655955,0.004245864925945004,15.258358894245873,1.4484556173193367e-52,0.056463188518485516,0.07310667319463358,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return,-0.0007576457382175374,0.03279288635550232,-0.023103966207915452,0.9815673419554015,-0.06503052194411704,0.06351523046768195,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
abs_market_return,0.18114648866344996,0.11667705806498044,1.5525459046333243,0.12053165780977056,-0.047536342966000344,0.40982932029290026,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
market_return_sq,-0.5430508639501637,0.6822790417997239,-0.7959366046444832,0.42606888396203135,-1.8802932132841206,0.7941914853837932,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline
const,0.06520184408096796,0.004195413961111541,15.54121826483441,1.8248121988917808e-54,0.056978983816952815,0.0734247043449831,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
abs_market_return,0.18193294216737238,0.11945139810070074,1.523070847726688,0.12774098136578352,-0.052187496012957274,0.416053380347702,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return_sq,-0.5194936922377892,0.7003566647112439,-0.7417559058311749,0.45823524075637445,-1.8921675314044215,0.853180146928843,standard_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return,-0.025771691469794095,0.055116110113982486,-0.46758908450718184,0.6400784723029804,-0.1337972822611436,0.0822538993215554,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
abs_market_return,1.9226268536415234,0.14073535484756758,13.661292542474117,1.7288749747554106e-42,1.6467906267888264,2.1984630804942205,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return_sq,-9.476947809057517,1.2473071592879004,-7.597926251355759,3.009137243330002e-14,-11.921624918920767,-7.032270699194267,no_intercept_csad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
const,0.003293714838767714,0.004874750366105164,0.6756684120010296,0.4992511956433656,-0.006260620312421851,0.01284804998995728,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return,1.3733053796896004,0.0937484811222826,14.64882804765982,1.3705939474439434e-48,1.1895617330845933,1.5570490262946075,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return_sq,-0.36900937517762067,0.689681362484729,-0.5350432754166115,0.592619933031382,-1.7207600064562034,0.9827412561009621,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return_cu,-34.70432029441023,5.867309147706488,-5.914861382065753,3.321551964009807e-09,-46.20403491007735,-23.204605678743114,scsad,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
const,0.06520677941405066,0.004244151672100187,15.363913557260684,2.857893337559951e-53,0.056888394991808845,0.07352516383629248,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return,0.000792070557762199,0.0330105201467326,0.0239944888551112,0.9808570046994208,-0.06390736004076755,0.06549150115629196,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
abs_market_return,0.1815538059992022,0.11657479546369463,1.5574018832891219,0.1193750993001546,-0.04692859461476254,0.410036206613167,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
market_return_sq,-0.5161547342311994,0.6808751267866926,-0.7580754736439396,0.44840580151137566,-1.85064546070226,0.8183359922398612,intercept_restored,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out
const,0.024516452013578823,0.0009926595003538234,24.69774580794339,1.130819282484471e-134,0.022570875143973806,0.02646202888318384,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
abs_market_return,0.23330614173080738,0.06714515646368553,3.474653333438691,0.0005115139303717226,0.10170405332567692,0.36490823013593787,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return_sq,-0.2283613030185303,0.9205955526133606,-0.2480582296647694,0.80408935358705,-2.0326954304684657,1.5759728244314049,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return,-0.072111771685467,0.02795800292837073,-2.579289081205821,0.009900389720002184,-0.12690845050473898,-0.017315092866194995,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
abs_market_return,1.544291027926294,0.07966748612790901,19.384206819917466,1.049099116077609e-83,1.388145624376748,1.70043643147584,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return_sq,-11.316242120595296,1.6158646307972702,-7.003211720162378,2.50160352212543e-12,-14.483278600850056,-8.149205640340536,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
const,-3.723957005744512e-05,0.0007303660202409244,-0.050987544635717,0.9593354455798572,-0.001468730665261509,0.0013942515251466187,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return,1.1714261054413784,0.04574303953651994,25.608838356842142,1.2161674120968171e-144,1.0817713954064074,1.2610808154763493,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return_sq,-1.555668488620515,0.5549472207958941,-2.8032728705072287,0.005058684938933649,-2.6433450547010646,-0.46799192253996535,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return_cu,-59.7998499495306,8.530897680738741,-7.009795708199396,2.3866635372036305e-12,-76.5201021595748,-43.079597739486395,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
const,0.024509398248944627,0.0010208162814755646,24.009607501084233,2.207162942332225e-127,0.02250863510242042,0.026510161395468836,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return,-0.07093004887438396,0.02336170950993296,-3.036166888567202,0.0023960670245284513,-0.11671815813113944,-0.025141939617628492,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
abs_market_return,0.2338710010415483,0.07383520021670686,3.1674729716332473,0.001537700032267719,0.08915666782549883,0.37858533425759777,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
market_return_sq,-0.2630340698424588,1.0398569401647326,-0.25295217032526546,0.8003051739440805,-2.3011162216393566,1.7750480819544392,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline
const,0.024634336690946057,0.001000578934714843,24.620083270058693,7.699500695996446e-134,0.02267323801521551,0.026595435366676603,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
abs_market_return,0.2378577594765299,0.06816630528540193,3.4893743834384994,0.0004841525495849922,0.10425425615797979,0.37146126279508,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return_sq,-0.22383627549789065,0.941920067925342,-0.23763829131585318,0.812161648931075,-2.069965684947082,1.622293133951301,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return,-0.07175940013743655,0.02800462730771785,-2.562412252408738,0.010394785080859892,-0.12664746106103042,-0.016871339213842672,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
abs_market_return,1.553643682297271,0.07918378884111872,19.620729255765188,1.0286690036235164e-85,1.3984463080092537,1.7088410565852883,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return_sq,-11.339597120030524,1.5989693415118833,-7.091816475548258,1.3236297315756815e-12,-14.47351944177754,-8.205674798283507,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
const,-0.00020007566464578703,0.0007492328749982779,-0.26704069098175504,0.7894378314318636,-0.001668545115675812,0.001268393786384238,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return,1.1793438839566563,0.04583982950144816,25.7274928110149,5.758193203624936e-146,1.0894994690763613,1.2691882988369514,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return_sq,-1.513992268962104,0.5554501282798634,-2.725703338390948,0.006416464039251603,-2.6026545155987892,-0.4253300223254186,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return_cu,-59.86481082825426,8.472838434874081,-7.065496561559767,1.6004264964316522e-12,-76.47126900743417,-43.25835264907434,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
const,0.024628257001921516,0.0010290704429989535,23.932527816219245,1.4049611330779802e-126,0.02261131599608889,0.026645198007754143,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return,-0.07073857210329847,0.02347462200610177,-3.0134062258770924,0.0025833286467134195,-0.11674798578594933,-0.024729158420647608,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
abs_market_return,0.2383999595457017,0.07484333826472701,3.1853196967572655,0.0014459417513878019,0.09170971206408826,0.3850902070273151,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
market_return_sq,-0.25956805916467957,1.059484366662918,-0.2449947043411759,0.8064605317575623,-2.336119260007228,1.8169831416778686,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out
const,0.06555267283875575,0.00441549151836022,14.846064716958178,7.377412276039417e-50,0.05689846848872764,0.07420687718878385,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
abs_market_return,0.15226555943459946,0.11860003645548027,1.283857610716304,0.19919178141368932,-0.0801862405832793,0.3847173594524782,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return_sq,-0.38805010427736464,0.7064931315854229,-0.5492623875996522,0.5828253954472444,-1.7727511975097108,0.9966509889549816,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return,-0.032146383506895845,0.05431792284013283,-0.5918190870720202,0.5539717404052711,-0.1386075559885818,0.0743147889747901,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
abs_market_return,1.9224804309781884,0.13962524174478663,13.768860178535522,3.923546019597702e-43,1.6488199858257082,2.1961408761306687,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return_sq,-9.595219382045176,1.2263250554207232,-7.824368701945246,5.102107117534448e-15,-11.998772324008879,-7.191666440081473,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
const,0.004182225039416412,0.005108064694449553,0.8187494265608729,0.41292939044684807,-0.005829397792405308,0.014193847871238133,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return,1.3773948990727256,0.09335519137895903,14.754347120144958,2.8846942014407314e-49,1.1944220862001218,1.5603677119453294,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return_sq,-0.5875255459028779,0.732357385102253,-0.802238849302853,0.4224148077445361,-2.022919644515224,0.8478685527094687,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return_cu,-36.1309517212647,6.046502272151756,-5.975512799800348,2.293675290377166e-09,-47.98187840712175,-24.280025035407654,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
const,0.06556105528306112,0.004486573584221469,14.612722616124792,2.3301668610650416e-48,0.05676753264399826,0.07435457792212398,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return,0.0011204734218909764,0.03286346423309873,0.03409480552456432,0.972801550669467,-0.06329073288220276,0.06553167972598471,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
abs_market_return,0.15162443817693305,0.11609276547605332,1.3060627641625862,0.19153121435625842,-0.07591320102178645,0.37916207737565255,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
market_return_sq,-0.38206345497340505,0.6895320732589839,-0.5540909114896305,0.5795166297561325,-1.7335214847462475,0.9693945747994375,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline
const,0.06595078390697304,0.004416242339699539,14.933687699633808,1.9895226724840837e-50,0.05729510797416104,0.07460645983978503,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
abs_market_return,0.15446580941369079,0.118356864548962,1.3050853450903237,0.191863788348119,-0.07750938242536026,0.38644100125274183,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return_sq,-0.37747241708948326,0.7049440208129341,-0.5354643857453901,0.592328778205478,-1.7591373089996882,1.0041924748207218,standard_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return,-0.030501299660807016,0.0545509256600696,-0.559134410493303,0.576069992054381,-0.1374191492778653,0.07641654995625129,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
abs_market_return,1.9273905441610997,0.13982734092370894,13.784074927182527,3.1781437251838345e-43,1.6533339918966266,2.201447096425573,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return_sq,-9.559653621231273,1.227433313688838,-7.788328306408266,6.790155993150942e-15,-11.96537870948605,-7.153928532976496,no_intercept_csad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
const,0.00421554226802562,0.0051446645724550115,0.8194008003157301,0.4125577784753617,-0.0058678150065253586,0.014298899542576599,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return,1.382259704957894,0.09343566832318867,14.793704906960542,1.6085060261893035e-49,1.199129160173014,1.5653902497427739,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
