term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,model,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark
market_return_sq,-0.5677437335662173,0.7296392597981073,-0.778115659131765,0.43650083200518275,-1.9978104044769713,0.8623229373445368,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return_cu,-35.827367370466696,5.995886436297584,-5.975324541435083,2.296325716464312e-09,-47.579088841002175,-24.075645899931217,scsad,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
const,0.06596754672548094,0.0044846662123841675,14.709577837323783,5.5955399150395174e-49,0.05717776246652431,0.07475733098443757,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return,0.002283273045010985,0.033065017581204705,0.06905403995033338,0.9449466044585502,-0.06252297056233393,0.0670895166523559,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
abs_market_return,0.15317879695275477,0.11597122924609608,1.3208344685879165,0.18655656397078202,-0.07412063561243176,0.3804782295179413,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
market_return_sq,-0.36544106926039444,0.6891247382655477,-0.5302974178233247,0.5959057367263607,-1.7161007371164592,0.9852185985956703,intercept_restored,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out
const,0.012041867871870296,0.00044389179404654626,27.127935306250766,4.611893237752547e-162,0.011171855942506194,0.012911879801234398,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
abs_market_return,0.22142342863237752,0.015151922149497097,14.61355374240269,2.3019075791021145e-48,0.19172620692280848,0.2511206503419465,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return_sq,-0.17645968495094644,0.06663656600610286,-2.64809091355016,0.008094775308825299,-0.30706495437633413,-0.045854415525558745,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return,0.04003306236288631,0.009163607316956241,4.368701208836127,1.2498763031775921e-05,0.022072722053184363,0.05799340267258826,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
abs_market_return,0.554829163652414,0.028989066428097836,19.13925600289916,1.1895653149490387e-81,0.498011637507903,0.6116466897969249,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return_sq,-1.258654347727454,0.3182657393306491,-3.9547277390728723,7.662185581726686e-05,-1.8824437343285392,-0.6348649611263689,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
const,0.0012357996019021085,0.00040501802646288293,3.0512212325328707,0.0022791257618567113,0.0004419788569453675,0.0020296203468588496,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return,0.4616747429901363,0.015476722736334974,29.830265157251564,1.5829623016547556e-195,0.43134092382820755,0.492008562152065,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return_sq,0.13240019257202823,0.22312324404563275,0.5933948887232474,0.5529169087488018,-0.304913329871153,0.5697137150152094,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return_cu,-2.031531619892637,0.6485064933737829,-3.1326311157253337,0.0017324702839378347,-3.3025809906456143,-0.7604822491396594,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
const,0.012032572307380853,0.000441131224404627,27.276628000252355,8.03314875199362e-164,0.011167970995091729,0.012897173619669978,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return,0.03925114507010731,0.009242119233233731,4.246985359046672,2.166661121525094e-05,0.021136924232144257,0.05736536590807036,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
abs_market_return,0.21545296899010533,0.014581479162640488,14.775796514671974,2.0986145041629805e-49,0.1868737949900087,0.24403214299020196,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
market_return_sq,-0.05564086784571931,0.08664153318345334,-0.64219625162803,0.5207457664935923,-0.22545515245061984,0.11417341675918122,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline
const,0.012968165400475691,0.0004780373166655088,27.127935306250883,4.611893237737846e-162,0.012031229476545125,0.013905101324406257,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
abs_market_return,0.23845600006563747,0.016317454622535175,14.613553742402843,2.301907579096955e-48,0.2064743766861019,0.270437623445173,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return_sq,-0.190033506870251,0.0717624556988791,-2.648090913550207,0.00809477530882417,-0.3306853354822052,-0.04938167825829681,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return,0.04311252869849294,0.009868500187491346,4.368701208836122,1.2498763031776175e-05,0.023770623749583133,0.062454433647402746,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
abs_market_return,0.5975083300872164,0.031218994614874478,19.13925600289927,1.1895653149465635e-81,0.5363202250085125,0.6586964351659202,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return_sq,-1.3554739129372588,0.34274771927915837,-3.9547277390728994,7.66218558172582e-05,-2.027247098507654,-0.6837007273668637,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
const,0.001330861109740733,0.0004361732592677198,3.0512212325328743,0.0022791257618566866,0.0004759772305565509,0.002185744988924915,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return,0.49718818475860815,0.016667239869899177,29.830265157251603,1.5829623016528638e-195,0.46452099489191573,0.5298553746253006,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return_sq,0.1425848227698766,0.24028657051068095,0.5933948887232489,0.552916908748801,-0.3283682013997023,0.6135378469394555,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return_cu,-2.1878032829613003,0.6983916082486845,-3.1326311157253532,0.0017324702839377193,-3.5566256822337285,-0.8189808836888721,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
const,0.012958154792564004,0.0004750643955126747,27.276628000252398,8.033148751984017e-164,0.01202704568702187,0.013889263898106137,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return,0.04227046392165403,0.009953051481944017,4.246985359046673,2.166661121525081e-05,0.02276284148077075,0.061778086362537316,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
abs_market_return,0.23202627429703657,0.015703131405920473,14.775796514672027,2.0986145041612724e-49,0.20124870229693262,0.26280384629714054,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
market_return_sq,-0.059920934603081684,0.09330626650525764,-0.6421962516280216,0.5207457664935977,-0.24279785648528263,0.12295598727911927,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,leave_one_out
const,0.030927147881022535,0.002942893012457548,10.509096915893632,7.844107198125698e-26,0.025159183566251155,0.03669511219579391,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
abs_market_return,0.2765576210459151,0.046517147797152596,5.945283280305585,2.7597916112467357e-09,0.1853856866999693,0.36772955539186086,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return_sq,-0.19935274335460962,0.0794476757634894,-2.5092331706225095,0.012099358796311624,-0.3550673265064646,-0.04363816020275463,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return,0.05633376942156658,0.01445098895644334,3.8982639590523487,9.688477602149094e-05,0.028010351525951573,0.08465718731718158,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
abs_market_return,0.6233782162602094,0.027286385963424278,22.845759680150003,1.610354358694522e-115,0.5698978825036386,0.6768585500167802,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return_sq,-0.6725018348929112,0.09829320191917713,-6.841793956878977,7.820752295090421e-12,-0.8651529705796217,-0.47985069920620066,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
const,0.000367255457262683,0.002397399702834795,0.15318908099822628,0.8782491681423381,-0.004331561616840543,0.005066072531365909,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return,0.5265919969767631,0.020738976176402683,25.391417228008216,3.1371073033486625e-142,0.4859443505947796,0.5672396433587465,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return_sq,0.30008682094399963,0.15310279312245192,1.960034920486327,0.0499917088637233,1.0860491507169723e-05,0.600162781396492,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return_cu,-0.4041650492281414,0.25111040825972986,-1.609511338176406,0.10750457780173618,-0.8963324055603612,0.08800230710407841,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
const,0.03162636612654704,0.002888771958238741,10.948031407030605,6.790739806442646e-28,0.02596447712884986,0.03728825512424422,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return,0.06818978680396205,0.014487590831751664,4.706771995141815,2.5167012125612924e-06,0.03979463055097611,0.096584943056948,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
abs_market_return,0.24960073327058147,0.040017788987137946,6.237244475220888,4.4534571647962543e-10,0.17116730811486747,0.32803415842629546,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
market_return_sq,-0.05296682974846251,0.07719352654424774,-0.6861563672454015,0.4926145090821732,-0.20426336161482475,0.09832970211789974,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline
const,0.0333061592564858,0.0031692693980311932,10.50909691589367,7.844107198122547e-26,0.027094505379039725,0.03951781313393188,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
abs_market_return,0.2978312842032929,0.05009538993539498,5.945283280305594,2.759791611246585e-09,0.19964612413842844,0.3960164442681574,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return_sq,-0.21468756976650233,0.0855590354376037,-2.5092331706225135,0.012099358796311474,-0.38238019777619175,-0.0469949417568129,standard_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return,0.06066713630014858,0.015562603491554345,3.898263959052351,9.688477602149021e-05,0.03016499395102477,0.09116927864927239,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
abs_market_return,0.6713303867417638,0.029385338729841486,22.84575968015003,1.6103543586934217e-115,0.6137361811577645,0.7289245923257631,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return_sq,-0.724232745269289,0.10585421745142173,-6.8417939568789645,7.820752295091127e-12,-0.931703199085747,-0.5167622914528311,no_intercept_csad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
const,0.00039550587705212156,0.0025818150645913235,0.15318908099822648,0.8782491681423379,-0.004664758664289825,0.005455770418394069,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return,0.5670990736672833,0.022334282036125957,25.391417228008226,3.1371073033479498e-142,0.5233246852559165,0.6108734620786501,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return_sq,0.3231704225550766,0.1648799310549489,1.9600349204863197,0.049991708863724185,1.1695913929576918e-05,0.6463291491962236,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return_cu,-0.4352546683995365,0.2704265935104796,-1.6095113381763968,0.1075045778017382,-0.9652810521419296,0.09477171534285656,scsad,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
const,0.034059163520896815,0.0031109851857955705,10.948031407030594,6.790739806443472e-28,0.027961744600299848,0.04015658244149378,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return,0.07343515501965145,0.015602020895732545,4.706771995141821,2.5167012125612226e-06,0.04285575597797431,0.10401455406132859,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
abs_market_return,0.26880078967601084,0.04309608044768702,6.237244475220889,4.4534571647962543e-10,0.18433402412370348,0.3532675552283182,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
market_return_sq,-0.05704120126757482,0.08313149012457446,-0.6861563672453995,0.4926145090821745,-0.21997592789288795,0.10589352535773829,intercept_restored,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out
const,0.013396507552646696,0.0004850745827069852,27.617418084218624,6.874782201243772e-168,0.01244577884072521,0.014347236264568183,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
abs_market_return,0.21691019393865663,0.026196057763037427,8.280260942343636,1.2290566362404874e-16,0.1655668641861724,0.26825352369114086,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return_sq,0.3973238530579284,0.28198281405948256,1.4090357044742285,0.15882461081861632,-0.15535230675791223,0.950000012873769,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return,0.012535466878490348,0.019733336965074715,0.635243137066802,0.5252698532196041,-0.026141162867849028,0.05121209662482973,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
abs_market_return,0.6597614982126091,0.03754905394026044,17.570655688483452,4.13367112360636e-69,0.5861667048361469,0.7333562915890713,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return_sq,-1.6506034837810537,0.5276046007913447,-3.128485766244917,0.0017570952116112068,-2.684689499409722,-0.6165174681523851,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
const,0.00035543850656743364,0.00040194869194388913,0.8842882529321723,0.3765406279366059,-0.000432366453275574,0.0011432434664104413,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return,0.5505821254526143,0.02133547561673674,25.805945709534917,7.604189846586167e-147,0.5087653616507778,0.5923988892544508,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return_sq,0.08228171942336648,0.379476808358932,0.216829375632198,0.8283413180743983,-0.6614791579283483,0.8260425967750813,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return_cu,-3.0244184383493464,1.5477640673430995,-1.954056501351062,0.05069453557177021,-6.057980266907048,0.009143390208355306,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
const,0.013431946281778505,0.00048339953948867636,27.78642755015109,6.32846522719612e-170,0.012484500594237452,0.014379391969319559,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return,0.020062686521332414,0.019559856607017288,1.0257072392920679,0.30502960100157717,-0.018273927971189288,0.05839930101385411,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
abs_market_return,0.21177561697226788,0.026303385918376474,8.051268290304556,8.194042649852504e-16,0.16022192790079198,0.26332930604374377,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
market_return_sq,0.47075486529780225,0.3326797554476805,1.415039110703676,0.15705702913371897,-0.18128547376524445,1.122795204360849,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline
const,0.014096981818433043,0.0005250759182392281,26.8475116240436,9.018179664604747e-159,0.013067851929534857,0.01512611170733123,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
abs_market_return,0.2401789290229023,0.028719294566787363,8.362981495397138,6.11528089871732e-17,0.18389014601060222,0.2964677120352024,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return_sq,0.403004759253808,0.2963032701097429,1.3601090501112112,0.17379541759111228,-0.17773897866273153,0.9837484971703476,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return,0.016464785602268935,0.021443177207891295,0.7678333039289409,0.44258622579233486,-0.025563069439308157,0.05849264064384603,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
abs_market_return,0.704279406574168,0.03934399333419051,17.90055728690201,1.1674781420328272e-71,0.6271665966311706,0.7813922165171654,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return_sq,-1.728296990971217,0.5501900728359445,-3.141272582514516,0.0016821539217291854,-2.806649718381137,-0.6499442635612966,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
const,0.0003913029026756717,0.00043006101012774774,0.9098776533111822,0.3628870360930678,-0.0004516011883296293,0.0012342069936809726,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return,0.589720403444462,0.023397497555407678,25.204422056159785,3.582599349843501e-140,0.543862150907499,0.6355786559814249,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return_sq,0.11904341627925444,0.4113788150732488,0.28937663272246517,0.7722931748126447,-0.6872442452670764,0.9253310778255852,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return_cu,-3.107758390530132,1.6417874818829192,-1.892911491179073,0.058369640834698526,-6.32560272528936,0.11008594422909646,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
const,0.014139512866447204,0.000521165855242476,27.1305434233958,4.296438147941894e-162,0.013118046560199936,0.015160979172694471,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return,0.024285669019687615,0.021310721985020046,1.1395986037807049,0.2544535673067434,-0.017482578555497605,0.06605391659487284,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
abs_market_return,0.23398594629733355,0.028447469839791153,8.225193580134976,1.9487585852445964e-16,0.17822992996005346,0.2897419626346136,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
market_return_sq,0.49183556172313947,0.3514704998414566,1.3993651300607008,0.1617035179026184,-0.19703395959440628,1.180705083040685,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out
const,0.037106803300297336,0.0025848520305670163,14.355484515745198,9.84351763070201e-47,0.03204058641502076,0.042173020185573916,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
abs_market_return,0.24331248125496863,0.04618071770070008,5.2687028995930945,1.373911232885076e-07,0.15279993778138512,0.33382502472855213,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return_sq,0.0040136127894892125,0.09520098654078536,0.04215936131890532,0.9663716587067787,-0.18257689212313252,0.19060411770211097,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return,0.008682384537372427,0.020821311132845875,0.41699509132620655,0.6766819981339709,-0.032126635393908365,0.049491404468653216,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
abs_market_return,0.7473003385553811,0.043951157906466184,17.002972712248766,7.805911932986218e-65,0.6611576519798745,0.8334430251308877,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return_sq,-1.0064248256345951,0.22499899475192903,-4.473019209460119,7.712284618671798e-06,-1.4474147519060927,-0.5654348993630975,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
const,0.002413000763184697,0.0026554354839383133,0.9087024624699005,0.36350720400322145,-0.0027915571486040866,0.007617558674973481,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return,0.630248950204695,0.03241029820100883,19.44594728181419,3.153956521313819e-84,0.5667259330025143,0.6937719674068756,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return_sq,-0.08123771017203948,0.21618938668994464,-0.37577103768072256,0.7070871210254036,-0.5049611219241339,0.342485701580055,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return_cu,-1.4578147904511136,0.4618408328456301,-3.1565307499313016,0.0015965805218749944,-2.363006189418532,-0.5526233914836953,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
const,0.03739429467216849,0.0025827207970057684,14.478643884201848,1.6532684994315074e-47,0.0323322549279146,0.04245633441642238,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return,0.027707295557962888,0.018860796469654263,1.4690416495688312,0.14182149277283776,-0.009259186242299666,0.06467377735822544,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
abs_market_return,0.23022329992625376,0.04609340634934178,4.994712219387565,5.892356542272279e-07,0.139881883556774,0.3205647162957335,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
market_return_sq,0.07848393088964861,0.10825659962453062,0.7249805661904828,0.46846395280770003,-0.13369510546320373,0.29066296724250096,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline
const,0.03892103828791652,0.0027672014298203984,14.0651265457183,6.221148026565717e-45,0.0334974231475008,0.04434465342833224,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
abs_market_return,0.2676627718407283,0.04955257446848738,5.401591636998529,6.605218163475638e-08,0.170541510541254,0.3647840331402026,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return_sq,-0.015422559175322089,0.1009078770017435,-0.15283801060501567,0.8785260217359541,-0.21319836385513696,0.18235324550449278,standard_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return,0.012284995018073452,0.021628371324198994,0.5680037037429783,0.5700324530214036,-0.030105833821615455,0.05467582385776236,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
abs_market_return,0.794430164513195,0.04615076946579221,17.21380106353462,2.0923608681914733e-66,0.7039763185014315,0.8848840105249586,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return_sq,-1.0640018164438068,0.2365406922737314,-4.4981766402057985,6.853874225029836e-06,-1.527613054178492,-0.6003905787091214,no_intercept_csad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
const,0.002532128041139922,0.0027993069957887415,0.9045553220669396,0.36570101361832064,-0.0029544128522770285,0.008018668934556872,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return,0.6700983108972469,0.03402088238698637,19.69667639054454,2.3024761448116643e-86,0.6034186066964806,0.7367780150980132,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return_sq,-0.06132176907162258,0.22855602558253382,-0.26830081996450666,0.7884677751122842,-0.5092833476630041,0.38663980951975896,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return_cu,-1.5064144029673234,0.4881810906700257,-3.08576966981613,0.0020302602708771192,-2.4632317586140564,-0.5495970473205904,scsad,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
const,0.0392520945831857,0.002756296833854603,14.240880772007694,5.1079188047630665e-46,0.0338498520581289,0.04465433710824251,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return,0.03201289041923021,0.01966109336042599,1.6282355122562013,0.10347495747447873,-0.0065221444638843135,0.07054792530234473,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
abs_market_return,0.25258020421320465,0.04898682997901118,5.156083876450563,2.5216797467923214e-07,0.15656778173755573,0.3485926266888536,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
market_return_sq,0.0707184490030128,0.1133426059869332,0.6239352658890306,0.5326700988851849,-0.15142897664529018,0.29286587465131575,intercept_restored,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out
const,0.012135544726707822,0.0004516562474936167,26.868984529831696,5.061792063085835e-159,0.011250314748227824,0.01302077470518782,standard_csad,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline
abs_market_return,0.22066251399492082,0.015750228777256875,14.010114844398617,1.3518619218455168e-44,0.189792632843231,0.25153239514661063,standard_csad,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline
market_return_sq,-0.14981592770747013,0.06859198538068227,-2.184160829811221,0.028950432093369612,-0.2842537486817053,-0.015378106733234975,standard_csad,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline
market_return,0.04010689263014222,0.009199126990202372,4.359858568411817,1.3014653282774454e-05,0.022076935040135227,0.058136850220149215,no_intercept_csad,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline
abs_market_return,0.5563053938995204,0.02955292446262263,18.82403870395681,4.7983746619323414e-79,0.4983827263149473,0.6142280614840935,no_intercept_csad,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline
market_return_sq,-1.2505426468433092,0.32603029497018887,-3.835663943308258,0.00012522554007909586,-1.8895502828538497,-0.6115350108327686,no_intercept_csad,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline
