model,status,nobs,base_design_columns,interaction_coefficient,interaction_standardized_coefficient,interaction_t_stat,interaction_p_value,condition_number,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,metric,interaction_q_value_bh_fdr,interaction_supported
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",-0.21785030273891925,-0.17172342955511738,-1.851296023457063,0.06412697786396213,115.70911094918779,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,weight_hhi,0.09619046679594319,False
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",-1.0198969367104418,-0.1708063015121818,-2.472487629042591,0.013417635743921408,387.02642340318863,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,weight_hhi,0.03387439209117508,True
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",0.13207902959991116,0.1316581881561882,1.5829793691726144,0.11342616676077383,153.55645619826578,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,btc_weight,0.11342616676077383,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",-0.2652033461712587,-0.26435833270151293,-2.3880682510711924,0.01693719604558754,129.57075034880714,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,btc_weight,0.03387439209117508,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",-1.2126882887904562,-0.28031587280202275,-2.841676802851236,0.004487696070704697,431.77834781942147,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,btc_weight,0.02692617642422818,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",0.4119265393138927,0.26562880868549765,4.612724577881868,3.974247704021694e-06,615.8698364349783,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,active_assets,1.192274311206508e-05,True
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",-0.14002786549009316,-0.09029628232951314,-0.8474869882170071,0.3967237366314954,555.2759598279545,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,active_assets,0.3967237366315137,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",-1.4784854122361606,-0.16248500561819287,-1.4431723156846716,0.14897193609431547,3174.1950599438856,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,active_assets,0.22345790414147318,False
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",-0.41192653931389317,-0.26562880868549904,-4.6127245778818855,3.974247704021346e-06,615.8698364349815,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,weight_hhi,1.192274311206508e-05,True
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",0.140027865490089,0.09029628232951084,0.8474869882169741,0.3967237366315137,555.2759598279564,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,weight_hhi,0.3967237366315137,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",1.478485412236165,0.16248500561819418,1.443172315684675,0.14897193609431447,3174.1950599438956,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,weight_hhi,0.22345790414147318,False
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",-0.41192653931389317,-0.26562880868549904,-4.6127245778818855,3.974247704021346e-06,615.8698364349815,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,btc_weight,1.192274311206508e-05,True
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",0.140027865490089,0.09029628232951084,0.8474869882169741,0.3967237366315137,555.2759598279564,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,btc_weight,0.3967237366315137,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",1.478485412236165,0.16248500561819418,1.443172315684675,0.14897193609431447,3174.1950599438956,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,btc_weight,0.22345790414147318,False
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",0.16361690098491555,0.22706998295728403,1.2942860142517232,0.19556664554190928,159.65637400534484,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,active_assets,0.19556664554190928,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",-0.34284040612741573,-0.47579904464513595,-2.947013800801639,0.0032085888311021776,133.47005749715677,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,active_assets,0.004812883246653294,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",-1.7054453587482135,-0.7157955626666695,-4.4326844378059445,9.306703003033998e-06,448.7484197946363,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,active_assets,2.792010900910199e-05,True
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",-0.16361690098491555,-0.22706998295728534,-1.2942860142517227,0.19556664554190928,159.65637400534553,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,weight_hhi,0.19556664554190928,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",0.3428404061274117,0.47579904464513306,2.9470138008016367,0.003208588831102196,133.4700574971574,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,weight_hhi,0.004812883246653294,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",1.705445358748212,0.7157955626666737,4.4326844378059915,9.306703003031956e-06,448.7484197946385,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,weight_hhi,2.792010900910199e-05,True
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",-0.16361690098491555,-0.22706998295728534,-1.2942860142517227,0.19556664554190928,159.65637400534553,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,btc_weight,0.19556664554190928,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",0.3428404061274117,0.47579904464513306,2.9470138008016367,0.003208588831102196,133.4700574971574,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,btc_weight,0.004812883246653294,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",1.705445358748212,0.7157955626666737,4.4326844378059915,9.306703003031956e-06,448.7484197946385,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,btc_weight,2.792010900910199e-05,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",-0.07022758492672812,-0.028584858588075055,-0.22988847571297016,0.8181784315742037,797.5109310204895,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,active_assets,0.8181784315742037,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",-0.8987407743246554,-0.36581605316787386,-2.8072002177963387,0.00499741701056512,709.9372462160093,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,active_assets,0.008995350619017215,True
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",-6.31872593217373,-0.4197908288887646,-3.0700357212867986,0.0021403317020796827,4798.927369009958,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,active_assets,0.004815746329679286,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",0.7461743612719395,0.2847938745230243,3.5877145870732075,0.00033358916006530684,489.2811281959816,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,weight_hhi,0.0010007674801959206,True
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",0.33710845789157423,0.12866486553326395,1.050955166900605,0.2932791813393971,416.83286837990136,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,weight_hhi,0.32993907900682173,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",1.5878400953820944,0.10445056788561195,1.2724027338126704,0.20323006324647752,1763.9955745948985,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,weight_hhi,0.26129579560261396,False
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",-1.0428961189452688,-0.43833120963278077,-2.689621895249116,0.007153301697699766,559.3477960302555,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,btc_weight,0.010729952546549648,True
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",-1.358996915870926,-0.5711889719403427,-4.016670740329802,5.9026102865424065e-05,496.3859360488027,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,btc_weight,0.0002656174628944083,True
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",-6.5689338180711765,-0.4419250006196476,-5.910218411302152,3.4165442210091306e-09,2473.745450121822,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,btc_weight,3.0748897989082176e-08,True
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",0.02719792879894423,0.026497841796645473,0.1259653729263626,0.8997593345965597,199.62860547400842,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,active_assets,0.8997593345965595,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",-0.6047130459509529,-0.5891474583387378,-2.8800517147866334,0.003976099456343123,172.14648440368182,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,active_assets,0.011928298369029372,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",-2.8085936242866745,-0.6897726567039811,-3.5713115722368216,0.00035519804476376066,647.953200132823,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,active_assets,0.003196782402873846,True
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",0.10935989815285012,0.1275350938201676,0.553385031053419,0.5799997867461286,208.0496064235775,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,weight_hhi,0.6524997600893947,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",-0.47971795125251754,-0.5594452349863853,-2.2247621370927195,0.026097210435707983,175.63801241025826,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,weight_hhi,0.039145815653561976,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",-2.3935960093832693,-0.7352977677305503,-2.9539469469414024,0.0031373793593912572,605.1811853273299,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,weight_hhi,0.011928298369029372,True
standard_csad,estimated,261,"const,abs_market_return,market_return_sq",0.09652273613826444,0.12467089719897119,0.9205645715058933,0.3572778062500557,198.8255103363384,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,btc_weight,0.45935717946435733,False
no_intercept_csad,estimated,261,"market_return,abs_market_return,market_return_sq",-0.3492612558480969,-0.45111354967236633,-2.410131926704645,0.015946752978404557,173.33304520226133,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,btc_weight,0.028704155361128202,True
scsad,estimated,261,"const,market_return,market_return_sq,market_return_cu",-1.2779125571130885,-0.41919996362904743,-2.5734204021841744,0.010069880699768045,595.2787675372495,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,btc_weight,0.022657231574478104,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",-0.007688697642174339,-0.00310125811998001,-0.09025547205132715,0.9280842038314829,307.8050662865108,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,active_assets,0.9280842038314829,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",0.371223857978393,0.14973420174189922,3.1368248184366094,0.0017078813936589586,285.76751304481616,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,active_assets,0.0028046307917557038,True
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",3.0085692069728593,0.11541606473904976,5.57700988378129,2.4468797184784427e-08,1857.2284485597218,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,active_assets,1.0530322120480839e-07,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",0.00834532899271931,0.0033685900841965485,0.09799793400854515,0.9219339338948569,307.5236403094008,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,weight_hhi,0.9280842038314829,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",-0.3696060263631054,-0.1491913855705702,-3.11017680863427,0.0018697538611691462,285.489384361532,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,weight_hhi,0.0028046307917557038,True
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",-3.0016286892732085,-0.11508710313238468,-5.513878614189083,3.5101073734750734e-08,1856.2749857682743,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,weight_hhi,1.0530322120480839e-07,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",0.008345328992719407,0.0033685900841966274,0.09799793400854437,0.9219339338948576,307.52364030940373,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,btc_weight,0.9280842038314829,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",-0.369606026363085,-0.14919138557056374,-3.1101768086340607,0.0018697538611704694,285.4893843615356,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,btc_weight,0.0028046307917557038,True
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",-3.0016286892732107,-0.11508710313238989,-5.513878614188154,3.510107373493613e-08,1856.2749857682898,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,btc_weight,1.0530322120480839e-07,True
standard_csad,estimated,262,"const,abs_market_return,market_return_sq",0.0482854611538389,0.03722863915140216,0.6655797940930915,0.5056797251438481,59.30219629860986,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,active_assets,0.5056797251438481,False
no_intercept_csad,estimated,262,"market_return,abs_market_return,market_return_sq",0.2481996541637842,0.191364753314191,2.5543597164585137,0.010638328819862838,51.88113102314545,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,active_assets,0.016187770131380553,True
scsad,estimated,262,"const,market_return,market_return_sq,market_return_cu",0.7488799965562171,0.0920091393694992,3.1056311700298767,0.0018987338630755606,160.80243925392872,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,active_assets,0.005699892766538209,True
standard_csad,estimated,262,"const,abs_market_return,market_return_sq",-0.04825964685889671,-0.03727949149119726,-0.6662976145538845,0.50522089001936,59.288484777649124,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,weight_hhi,0.5056797251438481,False
no_intercept_csad,estimated,262,"market_return,abs_market_return,market_return_sq",-0.24754583712532854,-0.19122359008919534,-2.549367640417745,0.010791846754253702,51.85729494743244,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,weight_hhi,0.016187770131380553,True
scsad,estimated,262,"const,market_return,market_return_sq,market_return_cu",-0.7474834037225878,-0.09210068008581251,-3.105439591172355,0.0018999642555125706,160.63873323936448,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,weight_hhi,0.005699892766538209,True
standard_csad,estimated,262,"const,abs_market_return,market_return_sq",-0.048259646858896596,-0.03727949149119717,-0.6662976145538805,0.5052208900193625,59.28848477764883,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,btc_weight,0.5056797251438481,False
no_intercept_csad,estimated,262,"market_return,abs_market_return,market_return_sq",-0.2475458371253299,-0.19122359008919637,-2.54936764041779,0.01079184675425231,51.85729494743237,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,btc_weight,0.016187770131380553,True
scsad,estimated,262,"const,market_return,market_return_sq,market_return_cu",-0.747483403722587,-0.09210068008581208,-3.1054395911723294,0.0018999642555127363,160.63873323936426,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,btc_weight,0.005699892766538209,True
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",-0.29482371067226915,-0.20741370643089185,-0.7910982777722367,0.4288866441078082,384.3653142948963,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,active_assets,0.8140237941239203,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",0.1010183332116286,0.07106818804063553,0.2788868182711611,0.7803316848561315,383.47959447933687,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,active_assets,0.8140237941239203,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",1.6865203741481312,2.0563245395805025,0.508922210170937,0.6108067512587508,3139.4392862018335,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,active_assets,0.8140237941239203,False
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",0.05579281821768478,0.035610868667199015,0.2954598355046187,0.7676426300957722,336.2552584256071,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,weight_hhi,0.8140237941239203,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",0.18175364160706273,0.11600785312190405,0.32240604028075226,0.7471451088549388,338.06907973156746,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,weight_hhi,0.8140237941239203,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",1.9385518292726391,2.135347473032106,0.5487321639541821,0.5831892697641886,1858.66553907582,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,weight_hhi,0.8140237941239203,False
standard_csad,estimated,1826,"const,abs_market_return,market_return_sq",0.20491270369870893,0.26543542002182907,1.1596638144516316,0.2461857083102178,358.09508609587783,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,btc_weight,0.8140237941239203,False
no_intercept_csad,estimated,1826,"market_return,abs_market_return,market_return_sq",-0.712655289035153,-0.9231441124019275,-1.6827168361423746,0.09242992091195341,348.37494847431026,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,btc_weight,0.8140237941239203,False
scsad,estimated,1826,"const,market_return,market_return_sq,market_return_cu",-0.4910737274977131,-1.107577149153372,-0.23523828285268533,0.8140237941239203,1422.715061204644,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,btc_weight,0.8140237941239203,False
standard_csad,estimated,262,"const,abs_market_return,market_return_sq",-0.03566650303952538,-0.015497636117446452,-0.2643697247852274,0.7914950379855639,77.83727290035671,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,active_assets,0.8340771414835194,False
no_intercept_csad,estimated,262,"market_return,abs_market_return,market_return_sq",0.30584806415847543,0.13289561918365586,1.779640163128702,0.07513486886116841,75.47823675762996,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,active_assets,0.43169398885588195,False
scsad,estimated,262,"const,market_return,market_return_sq,market_return_cu",0.55666960480539,0.06512645527265178,0.902510234522823,0.36678588720699,298.9590076794909,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,active_assets,0.660214596972582,False
standard_csad,estimated,262,"const,abs_market_return,market_return_sq",0.23349053567255218,0.14771263395223352,0.9881101868721259,0.3230986872831483,82.23536717788143,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,weight_hhi,0.660214596972582,False
no_intercept_csad,estimated,262,"market_return,abs_market_return,market_return_sq",-0.20048410792063576,-0.12683184592994282,-0.5487027447136696,0.5832094622818802,76.538874592758,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,weight_hhi,0.8283210252373188,False
scsad,estimated,262,"const,market_return,market_return_sq,market_return_cu",0.31696204411481416,0.07015360033900105,0.20947539470242077,0.8340771414835194,243.02173788482693,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,weight_hhi,0.8340771414835194,False
standard_csad,estimated,262,"const,abs_market_return,market_return_sq",0.4089019569782443,0.2865034362715445,1.6169196230384717,0.10589563202367001,67.88434060826505,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,btc_weight,0.43169398885588195,False
no_intercept_csad,estimated,262,"market_return,abs_market_return,market_return_sq",0.2141185526495476,0.15002545245057097,0.4617652318567084,0.6442496862956923,63.399117976232546,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,btc_weight,0.8283210252373188,False
scsad,estimated,262,"const,market_return,market_return_sq,market_return_cu",1.2366545375686127,0.2866346878261384,1.4614280910704416,0.14389799628529398,138.24948208873948,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,weekly,baseline,btc_weight,0.43169398885588195,False
