model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation
intercept_restored,market_return_sq,-0.05296682974846251,-0.054627948912616436,0.07719352654424774,0.07961443122931618,-0.6861563672454015,0.4926145090821732,-0.20426336161482475,0.09832970211789974,0.03162636612654704,6.790739806442646e-28,261,0.29898367261233527,-1191.8055790557214,-1177.5474974264307,0.15407544396072262,0.024296653504073798,1.2761184191093753e-17,2.8186597939632434,12.630515505087057,0.0,1.2835888586208972,4,2.6063699165578622e-11,0.31480293764147704,3.7224586707167915,3.7224586707167915,3.6559186750908927,4,4,HAC,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,baseline,,False
standard_csad,market_return_sq,-0.21468756976650233,-0.20560474416314578,0.0855590354376037,0.08193927394644535,-2.5092331706225135,0.012099358796311474,-0.38238019777619175,-0.0469949417568129,0.0333061592564858,7.844107198122547e-26,261,0.2518722408756511,-1138.1451026379532,-1127.451541415985,0.1906998848234488,0.027030554927834915,7.869396917841148e-18,2.8493876511598195,12.590925220729385,0.0,1.2161198106924096,4,4.639535327407876e-13,0.5536071899276065,3.2386272127487814,3.2386272127487814,3.295822898197207,3,3,HAC,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out,0.01451923055557377,True
no_intercept_csad,market_return_sq,-0.724232745269289,-0.6935925003371977,0.10585421745142173,0.10137582404682574,-6.8417939568789645,7.820752295091127e-12,-0.931703199085747,-0.5167622914528311,,,261,0.7277478352089246,-1044.3804317442618,-1033.6868705222937,0.2731312697679396,0.03234934250949628,0.01062386432634923,1.616269931787357,6.461336857183213,2.655443371965373e-119,1.5519162701360278,4,0.0370275842626683,0.3832922522930541,2.9426565875085218,2.9426565875085218,3.655918675090893,3,3,HAC,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out,4.6924513770546767e-11,True
scsad,market_return_cu,-0.4352546683995365,-0.1285955012944709,0.2704265935104796,0.07989723231162307,-1.6095113381763968,0.1075045778017382,-0.9652810521419296,0.09477171534285656,0.00039550587705212156,0.8782491681423379,261,0.7083276164145426,-1024.8853932233542,-1010.6273115940634,0.2920670269245385,0.033451917052691425,5.4235032812148455e-18,-0.03244814801860518,6.417093639243182,1.2499510476426013e-93,1.951655517298909,4,0.46761628485917606,0.5863107132694927,6.32017315523099,6.32017315523099,5.0264190033368275,4,4,HAC,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out,0.10750457780173821,False
intercept_restored,market_return_sq,-0.05704120126757482,-0.05462794891261626,0.08313149012457446,0.07961443122931615,-0.6861563672453995,0.4926145090821745,-0.21997592789288795,0.10589352535773829,0.034059163520896815,6.790739806443472e-28,261,0.29898367261233516,-1153.1212175914784,-1138.8631359621877,0.17869104743373748,0.026165626850541013,5.742532885992189e-18,2.8186597939632434,12.630515505087056,0.0,1.2835888586208974,4,2.6063699165579103e-11,0.3148029376414871,3.7224586707167915,3.7224586707167915,3.6559186750908927,4,4,HAC,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,weekly,leave_one_out,,False
standard_csad,market_return_sq,0.3973238530579284,0.11481124326147996,0.28198281405948256,0.08148213909477967,1.4090357044742285,0.15882461081861632,-0.15535230675791223,0.950000012873769,0.013396507552646696,6.874782201243772e-168,1826,0.27530784598551794,-11179.154916441017,-11162.625267257552,0.23375316323874032,0.01131431750151327,-1.4674278586707641e-15,4.1036235431382,40.162715700770505,0.0,1.0342552903482933,7,0.0,5.650155571812094e-18,3.404478381291658,3.404478381291658,3.3957609196536067,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.19058953298233958,False
no_intercept_csad,market_return_sq,-1.6506034837810537,-0.4769606371379955,0.5276046007913447,0.15245734606952854,-3.128485766244917,0.0017570952116112068,-2.684689499409722,-0.6165174681523851,,,1826,0.6415611665790264,-10399.524261629427,-10382.994612445962,0.35824841012456626,0.014006891007181327,0.0051118476680651614,1.8833984355483888,17.66032328593693,0.0,1.3025784519401424,7,1.9084864446235987e-109,6.1523482018505225e-37,2.8934907287944704,2.8934907287944704,3.526716897738681,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.0035141904232224136,True
scsad,market_return_cu,-3.0244184383493464,-0.11829673513084671,1.5477640673430995,0.06053905557441901,-1.954056501351062,0.05069453557177021,-6.057980266907048,0.009143390208355306,0.00035543850656743364,0.3765406279366059,1826,0.6226042647466457,-10304.165557372338,-10282.126025127718,0.37704105026199186,0.014369575270765936,2.6785802491709347e-16,0.7706812000737724,11.082454459879008,0.0,2.1062633129606043,7,0.00013237699253146516,1.0112038735474932e-44,2.211993280122512,2.211993280122512,2.6143554105166804,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,0.07604180335765531,False
intercept_restored,market_return_sq,0.47075486529780225,0.13602996885352162,0.3326797554476805,0.0961315965223577,1.415039110703676,0.15705702913371897,-0.18128547376524445,1.122795204360849,0.013431946281778505,6.32846522719612e-170,1826,0.2780412723390504,-11184.055326933441,-11162.015794688821,0.23287148257878165,0.011292959417662464,-9.606530004971235e-18,3.995980527831542,37.73334998382184,0.0,1.0438057248565404,7,0.0,1.2005565762783088e-22,3.5691926473879487,3.5691926473879487,3.5267168977386785,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,baseline,,False
standard_csad,market_return_sq,0.403004759253808,0.10764325673024752,0.2963032701097429,0.0791431074746881,1.3601090501112112,0.17379541759111228,-0.17773897866273153,0.9837484971703476,0.014096981818433043,9.018179664604747e-159,1826,0.27801416847850546,-10888.06417933552,-10871.534530152056,0.27415129459056325,0.012253065749342148,-1.6016760754490963e-15,4.459879931183352,47.43736286053659,0.0,1.0074363540458793,7,0.0,1.6837238350736998e-16,3.3938399083203055,3.3938399083203055,3.389441644834543,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out,0.20855450110933474,False
no_intercept_csad,market_return_sq,-1.728296990971217,-0.4616310662179136,0.5501900728359445,0.14695670435845737,-3.141272582514516,0.0016821539217291854,-2.806649718381137,-0.6499442635612966,,,1826,0.64242530789695,-10145.989985502305,-10129.46033631884,0.41160882291721956,0.015013845798864488,0.005374138582381868,2.1309094162737616,21.27442477178019,0.0,1.286043434907966,7,5.177825282186288e-121,1.2685675570983474e-32,2.8871719223987533,2.8871719223987533,3.5209772306635756,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out,0.0040605205417542384,True
scsad,market_return_cu,-3.107758390530132,-0.11403461114837876,1.6417874818829192,0.0602429705138236,-1.892911491179073,0.058369640834698526,-6.32560272528936,0.11008594422909646,0.0003913029026756717,0.3628870360930678,1826,0.6241666449951313,-10053.934383216409,-10031.894850971788,0.4324176705086253,0.015388678618787413,2.9688281770901214e-16,0.8927087080934343,13.590747240478308,0.0,2.1081050276426354,7,5.005958923251702e-05,1.583009149234361e-42,2.2208343540633293,2.2208343540633293,2.6219060197966413,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out,0.08755446125204779,False
intercept_restored,market_return_sq,0.49183556172313947,0.1313701151759516,0.3514704998414566,0.09387836837856113,1.3993651300607008,0.1617035179026184,-0.19703395959440628,1.180705083040685,0.014139512866447204,4.296438147941894e-162,1826,0.2814272632899899,-10894.716826891785,-10872.677294647165,0.27285527973781065,0.012224069045961006,-7.782505320483025e-18,4.333109872352745,44.4311085083681,0.0,1.0180687503693313,7,0.0,3.666335762039027e-21,3.558782238608992,3.558782238608992,3.520977230663575,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,daily,leave_one_out,,False
standard_csad,market_return_sq,0.0040136127894892125,0.002749240410840212,0.09520098654078536,0.065210675039505,0.04215936131890532,0.9663716587067787,-0.18257689212313252,0.19060411770211097,0.037106803300297336,9.84351763070201e-47,261,0.24791235670102152,-1159.3833678325032,-1148.689806610535,0.17579670550498122,0.025952853326841073,-2.1268640318489588e-19,2.1730054320217427,8.371899966393732,3.3928223162037274e-203,1.3330013190733507,4,2.7663384647121916e-12,0.3977370152474622,3.376855874931987,3.376855874931987,3.379327851345051,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.9663716587067787,False
no_intercept_csad,market_return_sq,-1.0064248256345951,-0.6893798545672787,0.22499899475192903,0.15411958283328833,-4.473019209460119,7.712284618671798e-06,-1.4474147519060927,-0.5654348993630975,,,261,0.6944786807091441,-1024.1803307129685,-1013.4867694910004,0.29510981590279445,0.033625718576993056,0.012363243347260945,0.921114832994851,3.6087325727584396,7.356549132875195e-38,1.5179899617620782,4,0.13061357167404808,0.556537382999964,3.1715848445615036,3.1715848445615036,3.690030355446424,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,4.6273707712030786e-05,True
scsad,market_return_cu,-1.4578147904511136,-0.2362892203314821,0.4618408328456301,0.07485725280408712,-3.1565307499313016,0.0015965805218749944,-2.363006189418532,-0.5526233914836953,0.002413000763184697,0.36350720400322145,261,0.677150652696314,-1008.0841049364062,-993.8260233071154,0.3114865229384419,0.034546127913083605,-1.861006027867839e-18,0.7614979413226087,3.4763291652836212,3.105084969475618e-33,1.9135940112052503,4,0.08274861735923313,0.9475425104100963,4.454748078717817,4.454748078717817,4.071138049359525,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,0.0035141904232224136,True
intercept_restored,market_return_sq,0.07848393088964861,0.05375984324359107,0.10825659962453062,0.07415349562551737,0.7249805661904828,0.46846395280770003,-0.13369510546320373,0.29066296724250096,0.03739429467216849,1.6532684994315074e-47,261,0.2536923450731613,-1159.396967914527,-1145.1388862852364,0.1744456622818507,0.025852933779127153,4.2537280636979175e-18,2.190080370383354,8.434420537113963,2.8439269936322175e-206,1.3454048723716927,4,1.000432518494477e-11,0.6145915523767813,3.827043908856604,3.827043908856604,3.6900303554464244,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,baseline,,False
standard_csad,market_return_sq,-0.015422559175322089,-0.009988570632559014,0.1009078770017435,0.06535396916656296,-0.15283801060501567,0.8785260217359541,-0.21319836385513696,0.18235324550449278,0.03892103828791652,6.221148026565717e-45,261,0.25585074436633404,-1131.2811836769433,-1120.5876224549752,0.19578154057659602,0.027388334106350054,-1.403730261020313e-17,2.116928993580053,7.962110791220539,8.775095539718466e-186,1.3226228991555844,4,8.79161053861755e-13,0.36755080951768987,3.3784617616529973,3.3784617616529973,3.380285473358683,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out,0.878526021735954,False
no_intercept_csad,market_return_sq,-1.0640018164438068,-0.6891111375163909,0.2365406922737314,0.15319788275030102,-4.4981766402057985,6.853874225029836e-06,-1.527613054178492,-0.6003905787091214,,,261,0.7006865296008076,-998.0562122604015,-987.3626510384333,0.32617692609492743,0.03535137936986636,0.012904576982218769,0.8951388417388163,3.414576098373434,2.427820617934616e-34,1.5189139982587572,4,0.11614865903554089,0.553855119863081,3.1718264530915534,3.1718264530915534,3.6933454627255013,3,3,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out,4.1123245350179015e-05,True
scsad,market_return_cu,-1.5064144029673234,-0.23103570219556027,0.4881810906700257,0.07487133743502213,-3.08576966981613,0.0020302602708771192,-2.4632317586140564,-0.5495970473205904,0.002532128041139922,0.36570101361832064,261,0.6833135877443617,-981.6652088677724,-967.4071272384816,0.34466671142642985,0.03633953924783503,4.2537280636979176e-19,0.7337554076305616,3.3242480499202003,1.634628577224285e-30,1.9185015792559907,4,0.09053986065976616,0.9617464397535991,4.481729822442534,4.481729822442534,4.087198173583281,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out,0.0040605205417542384,True
intercept_restored,market_return_sq,0.0707184490030128,0.045801492142879964,0.1133426059869332,0.07340744248142234,0.6239352658890306,0.5326700988851849,-0.15142897664529018,0.29286587465131575,0.0392520945831857,5.1079188047630665e-46,261,0.2627280539130915,-1131.7045197068073,-1117.4464380775166,0.19397215859053227,0.027261481014247222,-5.2320855183484386e-17,2.132718445017139,8.03154837255912,6.316939424964123e-189,1.3365764212011273,4,3.9345081481402614e-12,0.5792928019510799,3.831041521706818,3.831041521706818,3.6933454627255022,4,4,HAC,binance_fixed14_lagged,binance,five_year,fixed_survivor_14,lagged_liquidity,weekly,leave_one_out,,False
standard_csad,market_return_sq,-0.14981592770747013,-0.07100460063991297,0.06859198538068227,0.032508870075309414,-2.184160829811221,0.028950432093369612,-0.2842537486817053,-0.015378106733234975,0.012135544726707822,5.061792063085835e-159,1826,0.25486791396473774,-11751.5644949524,-11735.034845768934,0.17085041112785807,0.009672920702774146,-2.3225914315816527e-17,2.786113289572504,14.803692688017566,0.0,1.0012427424385844,7,0.0,3.300469767962324e-05,2.894083832604702,2.894083832604702,3.077457885791341,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.03966349363127576,True
no_intercept_csad,market_return_sq,-1.2505426468433092,-0.5926891925381138,0.32603029497018887,0.15452062571126074,-3.835663943308258,0.00012522554007909586,-1.8895502828538497,-0.6115350108327686,,,1826,0.6729379517268892,-10925.241714789523,-10908.712065606058,0.26862598665811577,0.012128961715624206,0.004597226345221291,1.2925213434253136,7.794675750456484,0.0,1.3196834512050735,7,5.539343850308901e-111,1.060915316295557e-27,2.5382018413986005,2.5382018413986005,3.2710523828974214,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.00037567662023728755,True
scsad,market_return_cu,-1.9845425097396356,-0.1584054757232562,0.6670058045618268,0.05324016556120598,-2.975300209033912,0.0029270194461104983,-3.2918498641599783,-0.677235155319293,0.0011568720637886224,0.00351867227233477,1826,0.6437277171716779,-10774.286198743159,-10752.246666498539,0.2914576727572002,0.012633897811390312,1.2030810812713105e-15,0.44003693707652763,6.074190219107933,0.0,2.0522829347169496,7,0.006228724225924726,3.3252484465063244e-12,2.9172210585675953,2.9172210585675953,3.187250985966344,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,0.0058540388922209965,True
intercept_restored,market_return_sq,-0.024289917852660884,-0.011512099835420115,0.08884035536345543,0.042105496056515555,-0.27341085876219456,0.7845374065902847,-0.19841381473877334,0.14983397903345158,0.012133335669212287,1.6317136107991664e-160,1826,0.27265395437457984,-11793.679091601854,-11771.639559357234,0.1667722719988253,0.009556778845676073,-1.824024684488209e-18,2.7604437661781227,15.12379961570381,0.0,1.0388457772317958,7,0.0,3.7804478848965796e-06,3.0930802123730716,3.0930802123730716,3.271052382897421,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,baseline,,False
standard_csad,market_return_sq,-0.16072723353041946,-0.07041540274527629,0.07410437648835072,0.032465496985159124,-2.1689303809969434,0.030087969798318227,-0.3059691425443836,-0.01548532451645529,0.013092476036562004,5.423622184835875e-158,1826,0.25491888195393886,-11464.518108399388,-11447.988459215923,0.19993412543051362,0.010463887867555347,-1.0944148106929254e-17,2.789580906822328,14.828652977277589,0.0,0.9992250154444166,7,0.0,3.749305366485416e-05,2.894083832604702,2.894083832604702,3.077457885791341,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,leave_one_out,0.04081716755861899,True
no_intercept_csad,market_return_sq,-1.3482360565863531,-0.5906689416281364,0.3516738213192767,0.15407005533060752,-3.8337686084467464,0.000126194857689287,-2.0375040806777096,-0.6589680324949966,,,1826,0.6726727806180437,-10641.78503028879,-10625.255381105324,0.31373657467106486,0.013107871907883662,0.004959734068118866,1.3013926026909164,7.833088145097353,0.0,1.3189884386915667,7,5.049161140087383e-112,2.6082655060322324e-27,2.5382018413986005,2.5382018413986005,3.2710523828974214,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,leave_one_out,0.00037858457306786097,True
scsad,market_return_cu,-2.139927141385233,-0.15811556300095805,0.7192568290592175,0.05314465911926528,-2.975191968888556,0.002928052496876329,-3.549644621975782,-0.7302096607946844,0.0012495398414269746,0.003492789294830983,1826,0.6435625057973581,-10491.449584869588,-10469.410052624968,0.34028683126459,0.01365124260167821,1.3006512016857255e-15,0.44192786841123877,6.1179327374407375,0.0,2.0526231661862253,7,0.00581057093762989,5.292611452745874e-12,2.9172210585675953,2.9172210585675953,3.187250985966344,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,leave_one_out,0.005856104993752658,True
intercept_restored,market_return_sq,-0.025288918597243668,-0.011079201383008917,0.09596259050511487,0.042041689578504474,-0.2635289279304705,0.7921429300241104,-0.21337213985043416,0.16279430265594683,0.013090092538312297,1.8808974373434847e-159,1826,0.2726115897117466,-11506.40144677999,-11484.36191453537,0.19518648659444762,0.010338903618681708,-1.5443408995333502e-17,2.7654000997495434,15.159012864698596,0.0,1.036664450471462,7,0.0,4.767309084008005e-06,3.0930802123730716,3.0930802123730716,3.271052382897421,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,daily,leave_one_out,,False
standard_csad,market_return_sq,-0.19145967881191764,-0.19023209015995898,0.08982644585526403,0.08925050252211958,-2.131439989515044,0.03305291135939647,-0.36751627754747235,-0.01540308007636293,0.03100470479963695,2.855057862081011e-23,261,0.25007878411366957,-1164.8432775873484,-1154.1497163653803,0.17215737864669975,0.025682811659518766,1.0847006562429691e-17,2.8724859674143137,12.82553840374358,0.0,1.2419217178494137,4,1.5004501323853856e-12,0.509175522483333,3.291983334105365,3.291983334105365,3.3283121213425364,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.03966349363127576,True
no_intercept_csad,market_return_sq,-0.6683465285164938,-0.6640612679380051,0.09753102261025588,0.09690567957555932,-6.852655807652875,7.249136122683964e-12,-0.859503820207957,-0.47718923682503056,,,261,0.7245367855974241,-1075.446194288988,-1064.7526330670198,0.2424817891151812,0.03048030512382229,0.009928577137175836,1.6331371202194105,6.443028537441403,2.800785262004766e-119,1.5636151912368625,4,0.018238226891668177,0.2790411141815807,3.0030100824080757,3.0030100824080757,3.6838889672285635,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,4.3494816736103786e-11,True
scsad,market_return_cu,-0.4317841933702518,-0.13142114849955644,0.22887574090693608,0.06966237577827179,-1.886544164354321,0.05922166285237538,-0.8803724024827673,0.016804015742263645,0.0013509657604076578,0.5162942487916335,261,0.7057737626015875,-1057.1145756141063,-1042.8564939848156,0.2581394293424776,0.03144900569440282,-1.0900178163225914e-18,1.1714662000586118,6.300010731088211,4.608877622115596e-103,2.2948661679540314,4,0.0014032806313424987,0.4916868564650241,5.948317747805057,5.948317747805057,4.851859795915025,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.05922166285237538,False
intercept_restored,market_return_sq,-0.031771335476419964,-0.03156762610465851,0.08737674242763512,0.08681650594277895,-0.3636131834822383,0.7161468807472557,-0.2030266037210177,0.13948393276817775,0.03176774118766331,2.6992348111428516e-25,261,0.30233884295678237,-1181.696513145248,-1167.4384315159573,0.16016017874388183,0.024771768842489918,4.041041660513022e-18,2.804742797802306,12.519929451390297,0.0,1.3115326995712449,4,5.98475157508598e-11,0.20060497212738762,3.773697528678525,3.773697528678525,3.683888967228565,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,,False
standard_csad,market_return_sq,-0.2062046417874793,-0.1892670133943064,0.09727083454786402,0.08928101804914754,-2.1199020523054344,0.03401430629884916,-0.3968519742474472,-0.015557309327511398,0.03344249742592876,4.330498574157393e-23,261,0.24991979832553157,-1123.4048779018995,-1112.7113166799313,0.2017797720899906,0.027804722171915965,1.6164166642052088e-17,2.8822185858081717,12.91195118494686,0.0,1.238979858486237,4,9.995077377717787e-13,0.5102951905516072,3.291983334105365,3.291983334105365,3.3283121213425364,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,leave_one_out,0.04081716755861899,True
no_intercept_csad,market_return_sq,-0.7206127566617876,-0.6614216978092105,0.10524061349781606,0.09659616016328508,-6.847287684015084,7.526327143291646e-12,-0.926880568828407,-0.5143449444951682,,,261,0.7240150883091313,-1034.562289652993,-1023.8687284310249,0.28360145465875686,0.03296354974391221,0.010709185005113645,1.6440748012414081,6.5092348505453685,1.4825908248070115e-121,1.561836369774425,4,0.01681805461166278,0.2860052113903945,3.0030100824080757,3.0030100824080757,3.6838889672285635,3,3,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,leave_one_out,4.5157962859749875e-11,True
scsad,market_return_cu,-0.4657192203144252,-0.1311944874384532,0.24740538228770131,0.06969483092588648,-1.8824134544205362,0.0597799005413764,-0.9506248591796835,0.019186418550833195,0.001459773466055566,0.51617657550681,261,0.7053213484470382,-1016.319533780897,-1002.0614521516062,0.3018115165130922,0.03400538139253395,-2.9510238441904303e-18,1.1783029799566187,6.365739192177088,4.254420702850636e-105,2.295509475861216,4,0.0012928666171524298,0.49356302705854016,5.948317747805057,5.948317747805057,4.851859795915025,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,leave_one_out,0.059779900541376406,False
intercept_restored,market_return_sq,-0.03398853873571117,-0.031196723606128605,0.09465898808207082,0.08688370838754142,-0.3590629841325007,0.7195479720007589,-0.2195167461895762,0.15153966871815386,0.03426539501812506,4.355906201628626e-25,261,0.3017891781262628,-1140.1078879036663,-1125.8498062743756,0.1878263420284103,0.026826128255806395,1.701491225479167e-18,2.815372522938588,12.602662345353895,0.0,1.3078231873525128,4,3.904571780952057e-11,0.20355838583637761,3.773697528678525,3.773697528678525,3.683888967228565,4,4,HAC,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,leave_one_out,,False
standard_csad,market_return_sq,1.2455440202894916,0.36807394222133094,1.0395532748748169,0.30720108306034544,1.1981531398085203,0.23085740442917968,-0.7919429584758166,3.2830309990548,0.01419443387243144,2.0780587870284707e-36,1826,0.35651116240246106,-10754.607038678098,-10738.077389494632,0.294938622875096,0.012709118744996552,-3.2301653137601692e-15,3.663733165569058,39.689416958111266,0.0,1.0653815596885499,7,0.0,2.078546441452773e-154,3.32785130919756,3.32785130919756,3.3499696892684705,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.46171480885835936,False
no_intercept_csad,market_return_sq,-0.48348280770512553,-0.14287525782260352,0.8596364637143524,0.2540333998014821,-0.5624270585452753,0.5738250876434596,-2.1683393163826294,1.2013737009723782,,,1826,0.6318088959832275,-10065.697252222957,-10049.167603039492,0.43011188108723897,0.015347595098067199,0.005514534017616949,2.18549544714872,25.300571066545956,0.0,1.3136740650009693,7,2.503884795458214e-105,3.019458706594427e-119,2.6756930366575156,2.6756930366575156,3.397105607952307,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.732812607699922,False
scsad,market_return_cu,0.7991676045238332,0.0384791052758319,1.569743663216306,0.07558155677363784,0.5091070747732079,0.6106771730832683,-2.2774734403400982,3.875808649387765,-0.0005174778999882918,0.2370688317697811,1826,0.6428436650326395,-10120.515300439421,-10098.475768194801,0.41693454216307957,0.015110664110465124,1.4692518833552524e-16,0.12134579810164396,8.167986770021916,0.0,2.15964526226054,7,6.243215919114277e-06,9.97636703252043e-75,1.4942203432141665,1.4942203432141665,1.9404140715332514,4,4,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.732812607699922,False
intercept_restored,market_return_sq,1.3361515142362899,0.39484959763657834,0.9705397565697118,0.28680671936437585,1.3767097176511356,0.1686020131020456,-0.5660714542046166,3.2383744826771963,0.014186344309576942,4.946401530151476e-43,1826,0.37325995150771285,-10800.76381080408,-10778.724278559459,0.28726193214651813,0.012542631183823722,3.8912526602415124e-18,3.324451412921486,31.36061008707417,0.0,1.0957554851770774,7,0.0,3.233428115211494e-145,3.3706565363940326,3.3706565363940326,3.3971056079523083,4,4,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,,False
standard_csad,market_return_sq,1.331079704198265,0.3534158759222202,1.1687252834732602,0.3103090434542633,1.1389158111156061,0.25473827027190166,-0.9595797592306905,3.6217391676272204,0.0149604647562805,1.3792372605309662e-33,1826,0.3520498691176308,-10397.74341575717,-10381.213766573705,0.3585979700413173,0.014013722934027781,-3.4964121168726315e-15,4.2034494668136135,49.56439831088179,0.0,1.0331734306114408,7,0.0,2.691614908202909e-140,3.3420990356182876,3.3420990356182876,3.3585326601889625,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,leave_one_out,0.5094765405438033,False
no_intercept_csad,market_return_sq,-0.4999452855909945,-0.13274081218656159,0.9456553503690609,0.25108159407517716,-0.5286759974401677,0.5970302305800311,-2.3533957141019597,1.353505142919971,,,1826,0.630221398122086,-9765.159704074938,-9748.630054891473,0.5070620013929442,0.0166640341340729,0.005797049333832967,2.5837367308144397,31.267403449380993,0.0,1.2929434780586924,7,5.233311575370241e-118,2.424124197283112e-109,2.700850733999095,2.700850733999095,3.4135017093396116,3,3,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,leave_one_out,0.7164362766960373,False
scsad,market_return_cu,1.1442923566083503,0.04988407830753445,1.9479750688727715,0.08491968011111421,0.5874265923077313,0.5569172384715946,-2.6736686211642136,4.962253334380914,-0.0005884919876253992,0.2663287452119998,1826,0.6427721434653941,-9827.656732646637,-9805.617200402017,0.48946443496781655,0.016372318471740546,1.678710717957315e-16,0.1678795241137177,9.99156139433797,0.0,2.166547480119253,7,4.965564177070365e-07,3.78835464307336e-89,1.5524769699942473,1.5524769699942473,2.0023878805784436,4,4,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,leave_one_out,0.7164362766960373,False
intercept_restored,market_return_sq,1.4492824461376344,0.38479996618154244,1.1063472603521574,0.29374701218738325,1.3099706557562392,0.1902057627488466,-0.7191183385471527,3.617683230822421,0.014972245987837663,4.3417600031490385e-39,1826,0.3701610672335982,-10447.509804444528,-10425.470272199907,0.3485746077949701,0.01381648236678819,-2.644835792507903e-17,3.7679906997969077,38.86353892685811,0.0,1.065841279740862,7,0.0,8.777931212715658e-139,3.396483130756473,3.396483130756473,3.4135017093396054,4,4,HAC,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,leave_one_out,,False
