parent_preregistered_classification,parent_mechanical_convergence_passed,parent_mechanical_convergence_total,parent_classification_preserved,analytic_equation_cells_passed,analytic_equation_cells_total,supplement_mechanical_cells_passed,supplement_mechanical_cells_total,supplement_control_cells_passed,supplement_control_cells_total,finite_sample_convergence_supported,analytic_mechanism_established,supplement_classification,final_interpretation
mechanical_null_not_confirmed,5,6,True,3,3,6,6,6,6,True,True,finite_sample_convergence_supported,analytic_mechanism_established_and_finite_sample_convergence_supported
