target,leader,direction,event_count_h1,control_count_h1,event_mean_return_h1,control_mean_return_h1,delta_mean_return_h1,delta_t_stat_h1,event_win_rate_h1,baseline_mean_return_h1,event_count_h2,control_count_h2,event_mean_return_h2,control_mean_return_h2,delta_mean_return_h2,delta_t_stat_h2,event_win_rate_h2,baseline_mean_return_h2,same_sign,both_strong,both_strong_same_sign,sign_flip
BTCUSDT,DOGEUSDT,up,565,5259,-0.0003557271279845695,4.309289766629713e-05,-0.00039882002565086666,-2.033027848734458,0.511504424778761,4.402424710812989e-06,476,5378,6.783934939703843e-05,-4.236789889273539e-05,0.00011020724828977382,0.4413987950865551,0.5357142857142857,-3.340673555383339e-05,False,False,False,True
BTCUSDT,ETHUSDT,up,385,5439,0.00013814437998835522,-5.064509060441625e-06,0.00014320888904879685,0.8016025667299677,0.5194805194805194,4.402424710812989e-06,513,5341,-0.00036349919270591235,-1.70154354503045e-06,-0.0003617976491608819,-1.7840876953563998,0.49122807017543857,-3.340673555383339e-05,False,False,False,True
BTCUSDT,SOLUSDT,up,400,5424,0.00022770119876827026,-1.2065036502863817e-05,0.00023976623527113407,1.1063907987879646,0.5525,4.402424710812989e-06,424,5430,0.0001837436078127554,-5.036285812978803e-05,0.00023410646594254343,0.9899421406352431,0.5212264150943396,-3.340673555383339e-05,True,False,False,False
BTCUSDT,XRPUSDT,up,453,5371,0.00014832039983089822,-7.735881513241877e-06,0.0001560562813441401,0.7012968248665425,0.5275938189845475,4.402424710812989e-06,467,5387,-4.34728168300029e-05,-3.253410515547231e-05,-1.0938711674530589e-05,-0.04419866591903641,0.5246252676659529,-3.340673555383339e-05,False,False,False,True
DOGEUSDT,ADAUSDT,up,426,5398,-0.0003090906358355395,0.00011235477224609498,-0.00042144540808163446,-0.5861678628928939,0.5352112676056338,8.152789315221172e-05,458,5393,-6.4881600727067575e-06,-0.00011722957518962889,0.00011074141511692214,0.2645560188920951,0.5611353711790393,-0.00010856104534455112,False,False,False,True
DOGEUSDT,AVAXUSDT,up,489,5335,0.0002156844468177302,6.923125683685302e-05,0.00014645318998087717,0.20404133961029408,0.5480572597137015,8.152789315221172e-05,480,5371,-0.0002267027093504305,-9.800286274860578e-05,-0.00012869984660182475,-0.3267256390455694,0.51875,-0.00010856104534455112,False,False,False,True
DOGEUSDT,BTCUSDT,up,384,5440,8.512056769526054e-05,8.127429259623181e-05,3.846275099028725e-06,0.005016780459050882,0.5651041666666666,8.152789315221172e-05,414,5437,-0.0003759998763870377,-8.819693350868766e-05,-0.00028780294287835003,-0.8290258242298305,0.5144927536231884,-0.00010856104534455112,False,False,False,True
DOGEUSDT,ETHUSDT,up,385,5439,0.0006187327341693903,4.350181045472804e-05,0.0005752309237146623,1.2092961696338642,0.5506493506493506,8.152789315221172e-05,513,5338,-0.00041394778118679723,-7.921233880894372e-05,-0.0003347354423778535,-1.1776239759132687,0.49707602339181284,-0.00010856104534455112,False,False,False,True
DOGEUSDT,SOLUSDT,up,400,5424,0.0006519206157772743,3.946353307661712e-05,0.0006124570827006571,0.8519319761134616,0.5875,8.152789315221172e-05,424,5427,0.00012919530373616835,-0.00012713644464623254,0.0002563317483824009,0.710501186456749,0.49528301886792453,-0.00010856104534455112,True,False,False,False
DOGEUSDT,XRPUSDT,up,453,5371,0.00042855865237799803,5.225868184532637e-05,0.00037629997053267167,0.5227109756417431,0.5496688741721855,8.152789315221172e-05,467,5384,-0.0003040409168476717,-9.16054175600122e-05,-0.00021243549928765947,-0.6019531858189091,0.5032119914346895,-0.00010856104534455112,False,False,False,True
ETHUSDT,ADAUSDT,up,426,5398,-0.0004194877726187669,0.0001270617053091746,-0.0005465494779279415,-1.4024970040800502,0.5187793427230047,8.708401341403331e-05,458,5396,8.890020318648152e-05,6.329131815305091e-06,8.257107137117643e-05,0.2435746838870784,0.5502183406113537,1.2789253217423077e-05,False,False,False,True
ETHUSDT,AVAXUSDT,up,489,5335,9.869115957023675e-05,8.602011566888177e-05,1.2671043901354978e-05,0.028341411457618332,0.5501022494887525,8.708401341403331e-05,480,5374,8.474589430857795e-05,6.362162089072794e-06,7.838373221950515e-05,0.21680319909619247,0.5458333333333333,1.2789253217423077e-05,True,False,False,False
ETHUSDT,BTCUSDT,up,384,5440,0.0005994597014733145,5.091631778631933e-05,0.0005485433836869952,1.5577821896668926,0.5911458333333334,8.708401341403331e-05,414,5440,-0.00010973157518375129,2.2113448614130107e-05,-0.0001318450237978814,-0.41909807261947774,0.5,1.2789253217423077e-05,False,False,False,True
ETHUSDT,DOGEUSDT,up,565,5259,-0.0004783708427007469,0.00014783358437901734,-0.0006262044270797642,-1.7877584024693705,0.5221238938053098,8.708401341403331e-05,476,5378,-1.4219860252275007e-05,1.5179795800460687e-05,-2.9399656052735694e-05,-0.08240306043561355,0.5126050420168067,1.2789253217423077e-05,True,False,False,False
ETHUSDT,SOLUSDT,up,400,5424,0.0005966261235385395,4.950716163493991e-05,0.0005471189619035996,1.455328221461316,0.5925,8.708401341403331e-05,424,5430,0.00016455414001584738,9.387353532367029e-07,0.00016361540466261067,0.4897973859870916,0.5047169811320755,1.2789253217423077e-05,True,False,False,False
ETHUSDT,XRPUSDT,up,453,5371,0.00027672312932243973,7.10895022417175e-05,0.00020563362708072224,0.5073565401593237,0.5364238410596026,8.708401341403331e-05,467,5387,-3.880409514097163e-05,1.726188987667132e-05,-5.6065985017642945e-05,-0.17395300759208412,0.5246252676659529,1.2789253217423077e-05,False,False,False,True
SOLUSDT,ADAUSDT,up,426,5398,-0.00036850336957606084,6.692092924484358e-05,-0.00043542429882090445,-0.9478603798257258,0.5187793427230047,3.507155573905626e-05,458,5396,-0.000374700085339481,-5.866151564813685e-05,-0.0003160385696913441,-0.7698744374487253,0.5262008733624454,-8.338745772511594e-05,True,False,False,False
SOLUSDT,AVAXUSDT,up,489,5335,0.0004979805643369139,-7.358154702246899e-06,0.0005053387190391608,1.053526359084722,0.5664621676891616,3.507155573905626e-05,480,5374,-0.00012339644797230013,-7.981389700337267e-05,-4.358255096892747e-05,-0.11352415310617094,0.5333333333333333,-8.338745772511594e-05,False,False,False,True
SOLUSDT,BTCUSDT,up,384,5440,0.00041508703550200365,8.246933638142368e-06,0.00040684010186386126,0.9365859307531927,0.6015625,3.507155573905626e-05,414,5440,-0.0006238228563583081,-4.2258734373251684e-05,-0.0005815641219850564,-1.4772513749898237,0.45169082125603865,-8.338745772511594e-05,False,False,False,True
SOLUSDT,DOGEUSDT,up,565,5259,-0.0005438388816128245,9.726672537279133e-05,-0.0006411056069856157,-1.5953177862157495,0.5168141592920354,3.507155573905626e-05,476,5378,-0.0002909362042468345,-6.501757982546217e-05,-0.00022591862442137233,-0.6236256995281771,0.48739495798319327,-8.338745772511594e-05,True,False,False,False
SOLUSDT,ETHUSDT,up,385,5439,0.0005264251794066301,2.910547072460151e-07,0.0005261341246993841,1.4657666693467546,0.5636363636363636,3.507155573905626e-05,513,5341,-0.0006124772029532689,-3.256868983482529e-05,-0.0005799085131184436,-2.015382264750146,0.4853801169590643,-8.338745772511594e-05,False,False,False,True
SOLUSDT,XRPUSDT,up,453,5371,0.0005042957867441619,-4.503677298611349e-06,0.0005087994640427733,1.0573856240821051,0.5298013245033113,3.507155573905626e-05,467,5387,-0.0003267893930734608,-6.228690012205726e-05,-0.00026450249295140356,-0.7438721201000144,0.5096359743040685,-8.338745772511594e-05,False,False,False,True
XRPUSDT,ADAUSDT,up,426,5398,-0.00018264110391093751,-7.672534517884121e-05,-0.00010591575873209631,-0.16787074153337395,0.5234741784037559,-8.447261736631942e-05,458,5396,-1.5672160341007234e-05,-0.00010884773844051602,9.317557809950879e-05,0.23184049432467396,0.5545851528384279,-0.00010155795115497193,False,False,False,True
XRPUSDT,AVAXUSDT,up,489,5335,0.0005993435210969557,-0.0001471504227474894,0.0007464939438444452,1.0851457476420543,0.5644171779141104,-8.447261736631942e-05,480,5374,5.601933282858183e-05,-0.00011563258761051826,0.0001716519204391001,0.45803222895898277,0.55,-0.00010155795115497193,True,False,False,False
XRPUSDT,BTCUSDT,up,384,5440,7.583157061447673e-05,-9.578820710614034e-05,0.00017161977772061707,0.27044945110421614,0.5546875,-8.447261736631942e-05,414,5440,-0.0001647281255974656,-9.675051508526748e-05,-6.79776105121981e-05,-0.19703459344881122,0.5120772946859904,-0.00010155795115497193,False,False,False,True
XRPUSDT,DOGEUSDT,up,565,5259,-0.00045846503909354857,-4.429278882935716e-05,-0.0004141722502641914,-0.8073295006417939,0.5079646017699115,-8.447261736631942e-05,476,5378,1.5302569061383224e-05,-0.00011190112847423285,0.00012720369753561607,0.3348536673567989,0.5336134453781513,-0.00010155795115497193,False,False,False,True
