target,leader,direction,event_count,control_count,event_mean_return,control_mean_return,delta_mean_return,delta_t_stat,event_win_rate,baseline_mean_return
ADAUSDT,AVAXUSDT,down,464,4475,0.0002366399781760343,-0.00018392017332713776,0.00042056015150317204,1.1983557681274775,0.4698275862068966,-0.00014441016921750593
ADAUSDT,BTCUSDT,down,423,4516,-0.000355124498580841,-0.00012467319815446547,-0.00023045130042637554,-0.7222427391853816,0.4515366430260047,-0.00014441016921750593
ADAUSDT,DOGEUSDT,down,467,4472,-0.0006268036621309488,-9.403499900494377e-05,-0.000532768663126005,-1.3138791898150155,0.4603854389721627,-0.00014441016921750593
ADAUSDT,ETHUSDT,down,422,4517,-9.861976540393457e-05,-0.00014868813034421105,5.006836494027648e-05,0.13490071023535627,0.4597156398104265,-0.00014441016921750593
ADAUSDT,SOLUSDT,down,538,4401,-0.0007760991343355325,-6.718938684225067e-05,-0.0007089097474932819,-2.0500768357113466,0.47769516728624534,-0.00014441016921750593
ADAUSDT,XRPUSDT,down,554,4385,-0.0004055597358078876,-0.00011141658657416009,-0.0002941431492337275,-0.7324884428568484,0.4566787003610108,-0.00014441016921750593
AVAXUSDT,ADAUSDT,down,389,2311,-7.539790855411113e-05,8.90663904572716e-05,-0.00016446429901138273,-0.4095478512947335,0.45758354755784064,6.537134885896494e-05
AVAXUSDT,BTCUSDT,down,261,2439,0.0006010927677768869,8.043226539334979e-06,0.000593049541237552,1.3436479468274485,0.4942528735632184,6.537134885896494e-05
AVAXUSDT,DOGEUSDT,down,397,2303,0.00011158102286701319,5.740554747763843e-05,5.417547538937476e-05,0.11897326191076055,0.44836272040302266,6.537134885896494e-05
AVAXUSDT,ETHUSDT,down,289,2411,0.00012801099582869198,5.786290507039132e-05,7.014809075830066e-05,0.14970401549261234,0.4740484429065744,6.537134885896494e-05
AVAXUSDT,SOLUSDT,down,439,2261,-0.00021255065174470567,0.00011933320567674978,-0.00033188385742145544,-0.8383447406775008,0.4920273348519362,6.537134885896494e-05
AVAXUSDT,XRPUSDT,down,474,2226,-0.00010052442691992667,0.00010069686445608751,-0.00020122129137601418,-0.4590077986786253,0.48523206751054854,6.537134885896494e-05
BTCUSDT,ADAUSDT,down,487,5367,-0.00030895063109849573,-8.403963589933523e-06,-0.0003005466675085622,-1.331912944612919,0.45790554414784396,-3.340673555383339e-05
BTCUSDT,AVAXUSDT,down,474,5380,9.14960225478726e-06,-3.7156122936972086e-05,4.630572519175934e-05,0.21039008269567952,0.4978902953586498,-3.340673555383339e-05
BTCUSDT,DOGEUSDT,down,485,5369,-0.0005246876235272839,1.0972335160847822e-05,-0.0005356599586881317,-2.2786347125171895,0.47216494845360824,-3.340673555383339e-05
BTCUSDT,ETHUSDT,down,480,5374,0.00015138251622696074,-4.991191621158948e-05,0.00020129443243855022,1.0040060890188385,0.50625,-3.340673555383339e-05
BTCUSDT,SOLUSDT,down,562,5292,-0.00042195444398703463,7.856267495951019e-06,-0.0004298107114829856,-2.0238804102639754,0.49110320284697506,-3.340673555383339e-05
BTCUSDT,XRPUSDT,down,559,5295,-0.00031841996769121667,-3.317519923087924e-06,-0.0003151024477681287,-1.3258535231957351,0.5026833631484794,-3.340673555383339e-05
DOGEUSDT,ADAUSDT,down,487,5364,-0.0003691575164361937,-8.490137319286767e-05,-0.00028425614324332604,-0.8802988370351954,0.4681724845995893,-0.00010856104534455112
DOGEUSDT,AVAXUSDT,down,474,5377,0.00025987772093857456,-0.00014104011828823746,0.00040091783922681205,1.2294949107851978,0.5210970464135021,-0.00010856104534455112
DOGEUSDT,BTCUSDT,down,493,5358,-0.0001922526339468993,-0.00010086041951757135,-9.139221442932795e-05,-0.34717469281503693,0.4482758620689655,-0.00010856104534455112
DOGEUSDT,ETHUSDT,down,479,5372,4.195745515472683e-05,-0.00012198218490880169,0.0001639396400635285,0.5275769291912503,0.48851774530271397,-0.00010856104534455112
DOGEUSDT,SOLUSDT,down,562,5289,-0.0008648603448080511,-2.8197988755689874e-05,-0.0008366623560523613,-2.6463174123899336,0.47686832740213525,-0.00010856104534455112
DOGEUSDT,XRPUSDT,down,559,5292,-0.00047938103640404153,-6.939090645523608e-05,-0.00040999012994880546,-1.0955604930440785,0.49731663685152055,-0.00010856104534455112
ETHUSDT,ADAUSDT,down,487,5367,-0.0001319921029658117,2.5926670855067083e-05,-0.0001579187738208788,-0.5161136051153516,0.46406570841889117,1.2789253217423077e-05
ETHUSDT,AVAXUSDT,down,474,5380,0.0004701452853994171,-2.7505683446938442e-05,0.0004976509688463556,1.5577930928266184,0.5084388185654009,1.2789253217423077e-05
ETHUSDT,BTCUSDT,down,493,5361,-7.562284829655682e-06,1.4660789919010433e-05,-2.2223074748666113e-05,-0.08345413822960449,0.4746450304259635,1.2789253217423077e-05
ETHUSDT,DOGEUSDT,down,485,5369,-0.00026866802525283743,3.821424484679098e-05,-0.0003068822700996284,-0.9530616214494735,0.47835051546391755,1.2789253217423077e-05
ETHUSDT,SOLUSDT,down,562,5292,-0.00036787377144995145,5.321491834649798e-05,-0.0004210886897964494,-1.4715756850501214,0.4875444839857651,1.2789253217423077e-05
ETHUSDT,XRPUSDT,down,559,5295,-0.00016447167557358329,3.15029187876162e-05,-0.0001959745943611995,-0.5896415779115561,0.49552772808586765,1.2789253217423077e-05
SOLUSDT,ADAUSDT,down,487,5367,-0.0004295045931085669,-5.19808907544171e-05,-0.0003775237023541498,-1.1498701203121828,0.4681724845995893,-8.338745772511594e-05
SOLUSDT,AVAXUSDT,down,474,5380,9.712480941699267e-05,-9.929132661458795e-05,0.00019641613603158062,0.6027581860345445,0.5,-8.338745772511594e-05
SOLUSDT,BTCUSDT,down,493,5361,-0.00019076407069335837,-7.35130555252757e-05,-0.00011725101516808267,-0.44693061014931595,0.45233265720081134,-8.338745772511594e-05
SOLUSDT,DOGEUSDT,down,485,5369,-0.0007570261135534162,-2.2535390659232963e-05,-0.0007344907228941832,-2.095882644181376,0.465979381443299,-8.338745772511594e-05
SOLUSDT,ETHUSDT,down,480,5374,-0.00019097854846950518,-7.377753521724342e-05,-0.00011720101325226176,-0.39010871033340744,0.4625,-8.338745772511594e-05
SOLUSDT,XRPUSDT,down,559,5295,-0.0006971982688455205,-1.858665632449152e-05,-0.000678611612521029,-1.7833252374593076,0.4776386404293381,-8.338745772511594e-05
