target,leader,direction,event_count_low,control_count_low,event_mean_return_low,control_mean_return_low,delta_mean_return_low,delta_t_stat_low,event_win_rate_low,baseline_mean_return_low,event_count_high,control_count_high,event_mean_return_high,control_mean_return_high,delta_mean_return_high,delta_t_stat_high,event_win_rate_high,baseline_mean_return_high,same_sign
AVAXUSDT,DOGEUSDT,up,1739,18172,-7.720399719544044e-05,3.280719750965026e-05,-0.0001100111947050907,-0.5321748820165939,0.5071880391029328,2.319896750652874e-05,2333,24182,-0.0004109658593731276,0.00010037763311514075,-0.0005113434924882684,-1.9943377490577772,0.4899271324474925,5.5385576996900914e-05,True
AVAXUSDT,ETHUSDT,up,1430,18481,-0.0002888909367940143,4.73474747923778e-05,-0.0003362384115863921,-1.514869384717222,0.4762237762237762,2.319896750652874e-05,2093,24422,7.498581671823749e-05,5.370580868403718e-05,2.1280008034200305e-05,0.08602632769049114,0.48924988055422836,5.5385576996900914e-05,False
AVAXUSDT,SOLUSDT,up,1525,18386,-0.00012716688377546653,3.567084410856522e-05,-0.00016283772788403173,-0.6835973053504327,0.5003278688524591,2.319896750652874e-05,2065,24450,0.000319231232035776,3.310168016028424e-05,0.0002861295518754918,1.0493955519550484,0.5157384987893463,5.5385576996900914e-05,False
AVAXUSDT,XRPUSDT,up,1477,18434,-0.00016475094945868002,3.8258207354506014e-05,-0.00020300915681318603,-0.94159583578415,0.4867975626269465,2.319896750652874e-05,1886,24629,0.0004047331004750003,2.86338035071248e-05,0.0003760992969678755,1.258221575363053,0.5212089077412513,5.5385576996900914e-05,False
BTCUSDT,ADAUSDT,up,1988,27051,-8.459527230324171e-05,1.0583470092518201e-05,-9.517874239575991e-05,-0.9948668846047427,0.5075452716297787,4.067565967625107e-06,2252,27107,0.0002080416837684942,4.539058467891518e-05,0.00016265109908957903,1.1988000937817982,0.5541740674955595,5.786683642964688e-05,False
BTCUSDT,AVAXUSDT,up,1938,27101,1.7329251029239316e-05,3.119219203689883e-06,1.4210031825549433e-05,0.13904806162204852,0.5567595459236326,4.067565967625107e-06,2291,27068,0.00020935393525537714,4.504516717407765e-05,0.0001643087680812995,1.0689885598790738,0.5421213443910956,5.786683642964688e-05,True
BTCUSDT,DOGEUSDT,up,2083,26956,-0.00011417166681444788,1.3204393460022258e-05,-0.00012737606027447016,-1.3798339305027771,0.5223235717714835,4.067565967625107e-06,2434,26925,-0.00011112684694955021,7.314373987792787e-05,-0.0001842705868274781,-1.4579205094383285,0.5246507806080526,5.786683642964688e-05,True
BTCUSDT,ETHUSDT,up,1878,27161,-0.00013725508230860167,1.383907413973783e-05,-0.0001510941564483395,-1.5184439656967288,0.5143769968051118,4.067565967625107e-06,2273,27086,2.510384328581182e-05,6.061623772241572e-05,-3.55123944366039e-05,-0.28400248882724466,0.5147382314122305,5.786683642964688e-05,True
BTCUSDT,SOLUSDT,up,1895,27144,-4.553684574057261e-05,7.530591320816771e-06,-5.3067437061389384e-05,-0.5746591530085458,0.520844327176781,4.067565967625107e-06,2175,27184,0.0001642498160592499,4.935510229580395e-05,0.00011489471376344595,0.8396424624074954,0.5163218390804598,5.786683642964688e-05,False
BTCUSDT,XRPUSDT,up,1837,27202,-0.0001402589429849098,1.3814194779690642e-05,-0.00015407313776460044,-1.6104085815617482,0.5127925966249319,4.067565967625107e-06,2004,27355,0.0003462784312249419,3.6738090826657616e-05,0.0003095403403982843,2.12111251230464,0.5454091816367266,5.786683642964688e-05,False
DOGEUSDT,ADAUSDT,up,1930,25188,-0.0001789316052782155,-2.1798599824869912e-05,-0.0001571330054533456,-0.767882711167568,0.5269430051813472,-3.298182500832582e-05,2252,26866,0.000474514265019679,9.419583419103632e-05,0.00038031843082864266,1.4494255354918375,0.5497335701598579,0.00012360984292192798,False
DOGEUSDT,AVAXUSDT,up,1907,25211,1.1915877879669523e-06,-3.5566756117862527e-05,3.6758343905829476e-05,0.1865622318745315,0.5432616675406398,-3.298182500832582e-05,2286,26832,0.0003148014722075158,0.00010732093175068267,0.0002074805404568331,0.7008479910813235,0.5266841644794401,0.00012360984292192798,True
DOGEUSDT,BTCUSDT,up,1975,25143,-6.985081097663535e-05,-3.0085740718964515e-05,-3.976507025767084e-05,-0.25884211770605053,0.5103797468354431,-3.298182500832582e-05,1872,27246,8.937179204488847e-05,0.00012596224809119388,-3.6590456046305415e-05,-0.13684842017080592,0.5181623931623932,0.00012360984292192798,True
DOGEUSDT,ETHUSDT,up,1822,25296,-0.00024690966483450143,-1.7573202136595425e-05,-0.00022933646269790602,-1.2333027923609008,0.5148188803512623,-3.298182500832582e-05,2271,26847,6.198281960982381e-05,0.00012882290098956267,-6.684008137973886e-05,-0.29719399442233724,0.4966974900924703,0.00012360984292192798,True
DOGEUSDT,SOLUSDT,up,1825,25293,-0.00016584508110715284,-2.3395162991943444e-05,-0.0001424499181152094,-0.7377764526715679,0.5238356164383562,-3.298182500832582e-05,2166,26952,0.0006013266662351174,8.521808575005325e-05,0.0005161085804850641,1.9552425023753413,0.5198522622345337,0.00012360984292192798,False
DOGEUSDT,XRPUSDT,up,1753,25365,-0.00019483234531913617,-2.1796176985268437e-05,-0.00017303616833386773,-0.8961869515034566,0.522532800912721,-3.298182500832582e-05,1988,27130,0.0005569660929006668,9.185487701858366e-05,0.0004651112158820831,1.6225556153538052,0.5392354124748491,0.00012360984292192798,False
ETHUSDT,ADAUSDT,up,1988,27051,-0.00018728054722459453,1.6181433086909847e-05,-0.00020346198031150439,-1.5074203771276624,0.5206237424547284,2.2524955594718915e-06,2252,27107,0.00012343226205824582,8.87907335818111e-05,3.464152847643473e-05,0.20186299573746966,0.5408525754884547,9.144793315022051e-05,False
ETHUSDT,AVAXUSDT,up,1938,27101,-5.2709559360232505e-06,2.790499655197869e-06,-8.061455591221119e-06,-0.05636702081362397,0.5588235294117647,2.2524955594718915e-06,2291,27068,0.00024483975738862876,7.84650504351993e-05,0.00016637470695342945,0.8295377009778876,0.5403753819292885,9.144793315022051e-05,False
ETHUSDT,BTCUSDT,up,2090,26949,3.7465426604053056e-05,-4.78404506696594e-07,3.794383111074965e-05,0.3993952451870382,0.5162679425837321,2.2524955594718915e-06,1888,27471,-9.528098992990795e-05,0.00010428125580958063,-0.00019956224573948857,-1.184466243566143,0.5211864406779662,9.144793315022051e-05,False
ETHUSDT,DOGEUSDT,up,2083,26956,-0.00017530396391481206,1.5973006951552812e-05,-0.00019127697086636488,-1.510268713128394,0.5218434949591935,2.2524955594718915e-06,2434,26925,-0.0001935063438830448,0.00011720758812882654,-0.00031071393201187133,-1.8749196508199573,0.5156121610517667,9.144793315022051e-05,True
ETHUSDT,SOLUSDT,up,1895,27144,-7.029785790438178e-05,7.31744250222177e-06,-7.761530040660355e-05,-0.5879477962877354,0.5298153034300792,2.2524955594718915e-06,2175,27184,0.0002200124599678217,8.116144676748496e-05,0.00013885101320033674,0.7531104532715828,0.5149425287356322,9.144793315022051e-05,False
ETHUSDT,XRPUSDT,up,1837,27202,-0.00013182480843698668,1.130697712117671e-05,-0.0001431317855581634,-1.0660415853602891,0.5166031573217202,2.2524955594718915e-06,2004,27355,0.00045784105013310324,6.4606339056501e-05,0.00039323471107660223,2.0873898537980877,0.5444111776447106,9.144793315022051e-05,False
SOLUSDT,ADAUSDT,up,1963,25908,-7.56782608053287e-05,-5.947497826342337e-05,-1.6203282541905325e-05,-0.08195228196826472,0.5043301069791136,-6.0616201887611945e-05,2251,27082,0.0003350819168814781,6.100964311689176e-05,0.00027407227376458635,1.0913604670125043,0.5379831186139493,8.20418146726168e-05,False
SOLUSDT,AVAXUSDT,up,1926,25945,0.00020167535405606955,-8.008714182777502e-05,0.0002817624958838446,1.43125616254402,0.539460020768432,-6.0616201887611945e-05,2290,27043,0.000335209929120337,6.060355034967632e-05,0.00027460637877066066,0.9677711463776448,0.522707423580786,8.20418146726168e-05,True
SOLUSDT,BTCUSDT,up,2005,25866,-3.762233763803125e-05,-6.239856861692492e-05,2.4776230978893667e-05,0.1672638283751865,0.5037406483790524,-6.0616201887611945e-05,1888,27445,-4.938182775183377e-06,8.802535393956694e-05,-9.296353671475032e-05,-0.3768409550420946,0.4973516949152542,8.20418146726168e-05,False
SOLUSDT,DOGEUSDT,up,2045,25826,-0.0002068213324480007,-4.903912870570245e-05,-0.00015778220374229826,-0.9139166302193268,0.5100244498777506,-6.0616201887611945e-05,2434,26899,-0.00016953622443450467,0.00010480626491934473,-0.0002743424893538494,-1.2042852753574085,0.5090386195562859,8.20418146726168e-05,True
SOLUSDT,ETHUSDT,up,1846,26025,-0.0001644341496337582,-5.325220836064226e-05,-0.00011118194127311592,-0.6166170970574466,0.5092091007583965,-6.0616201887611945e-05,2272,27061,0.00010350943921361307,8.023942588590741e-05,2.3270013327705665e-05,0.10461610162819936,0.4951584507042254,8.20418146726168e-05,False
SOLUSDT,XRPUSDT,up,1794,26077,-4.6194132121410465e-06,-6.44685713658416e-05,5.984915815370055e-05,0.340332175340643,0.5161649944258639,-6.0616201887611945e-05,2003,27330,0.0002533971479349766,6.948328073465462e-05,0.00018391386720032198,0.6884121573174102,0.5047428856714927,8.20418146726168e-05,True
XRPUSDT,ADAUSDT,up,1986,26875,-3.560422062482268e-05,-1.156061809173005e-05,-2.4043602533092627e-05,-0.11195823430067442,0.5312185297079557,-1.32151205216778e-05,2252,27099,0.00030424201453667073,0.00021287226334508732,9.136975119158341e-05,0.4048820092427265,0.5550621669626998,0.00021988274611172036,False
XRPUSDT,AVAXUSDT,up,1936,26925,9.103179959481201e-05,-2.071083221510488e-05,0.00011174263180991689,0.5498198954037449,0.5552685950413223,-1.32151205216778e-05,2291,27060,0.0006729959654792414,0.00018152049978611092,0.0004914754656931304,1.8776736409206956,0.5569620253164557,0.00021988274611172036,True
XRPUSDT,BTCUSDT,up,2062,26799,1.3153538632588983e-05,-1.5244008733032608e-05,2.839754736562159e-05,0.18096534272108394,0.5111542192046556,-1.32151205216778e-05,1887,27464,0.00011331021516202417,0.00022720514510320288,-0.00011389492994117871,-0.47601169477903504,0.5140434552199258,0.00021988274611172036,False
XRPUSDT,DOGEUSDT,up,2080,26781,-0.00014774999489883863,-2.766200066709935e-06,-0.0001449837948321287,-0.6909575848019298,0.5177884615384616,-1.32151205216778e-05,2434,26917,-2.9357268401495077e-05,0.00024242055475774945,-0.0002717778231592445,-1.3157741646556163,0.528759244042728,0.00021988274611172036,True
XRPUSDT,ETHUSDT,up,1876,26985,-0.0002967852836100588,6.498706639849073e-06,-0.0003032839902499079,-1.3741460992117187,0.5079957356076759,-1.32151205216778e-05,2273,27078,0.00020697080989922714,0.00022096660869429648,-1.3995798795069333e-05,-0.0714584066923332,0.5248570171579411,0.00021988274611172036,True
XRPUSDT,SOLUSDT,up,1888,26973,6.423039119090965e-05,-1.8635990506972917e-05,8.286638169788257e-05,0.40193169593867883,0.5201271186440678,-1.32151205216778e-05,2175,27176,0.000468702840089693,0.0001999687151872984,0.0002687341249023946,1.223844696754555,0.5296551724137931,0.00021988274611172036,True
