target,leader,direction,event_count_h1,control_count_h1,event_mean_return_h1,control_mean_return_h1,delta_mean_return_h1,delta_t_stat_h1,event_win_rate_h1,baseline_mean_return_h1,event_count_h2,control_count_h2,event_mean_return_h2,control_mean_return_h2,delta_mean_return_h2,delta_t_stat_h2,event_win_rate_h2,baseline_mean_return_h2,same_sign,both_strong,both_strong_same_sign
ADAUSDT,XRPUSDT,up,1686,24255,0.00010430812097690966,-5.466036461734703e-05,0.0001589684855942567,0.7838890860612149,0.5005931198102017,-4.432842418668068e-05,1968,25508,3.282208813044389e-05,4.409795056169718e-05,-1.1275862431253287e-05,-0.03432831010090345,0.5096544715447154,4.3290303987788806e-05,False,False,False
AVAXUSDT,ADAUSDT,up,1794,20214,0.0006954642027485023,-4.5582695197731255e-05,0.0007410468979462335,2.7247885052249363,0.5273132664437012,1.4824344738452997e-05,2026,22392,-0.00020554019517952964,9.023907969476485e-05,-0.00029577927487429447,-1.1122852507415042,0.5074037512339585,6.569780641704676e-05,False,False,False
AVAXUSDT,BTCUSDT,up,1439,20569,-0.0006150127466281549,5.8887525956623496e-05,-0.0006739002725847784,-2.77256278594301,0.4718554551772064,1.4824344738452997e-05,1690,22728,2.4759011965958766e-05,6.874191776086664e-05,-4.398290579490787e-05,-0.15854900187275064,0.5088757396449705,6.569780641704676e-05,True,False,False
AVAXUSDT,DOGEUSDT,up,1771,20237,-0.0002930671825797613,4.1768847129151106e-05,-0.0003348360297089124,-1.2741126859729228,0.5059288537549407,1.4824344738452997e-05,2301,22117,-0.0002494650676625905,9.84866011567151e-05,-0.0003479516688193056,-1.5433709421999882,0.4906562364189483,6.569780641704676e-05,True,False,False
AVAXUSDT,ETHUSDT,up,1629,20379,0.00021620272752477708,-1.272882091073544e-06,0.00021747560961585063,0.8020373315377297,0.4978514426028238,1.4824344738452997e-05,1894,22524,-0.0003212053687233532,9.823175303913509e-05,-0.00041943712176248826,-1.9139471901172465,0.4720168954593453,6.569780641704676e-05,False,False,False
AVAXUSDT,SOLUSDT,up,1888,20120,0.00020840983426572134,-3.341132608837381e-06,0.0002117509668745587,0.8491148259464779,0.513771186440678,1.4824344738452997e-05,1702,22716,4.2188736370510666e-05,6.745922731945931e-05,-2.5270490948948643e-05,-0.0898288213091518,0.5041128084606346,6.569780641704676e-05,False,False,False
AVAXUSDT,XRPUSDT,up,1516,20492,0.00037034881245046666,-1.1477387305828324e-05,0.000381826199756295,1.425336454213559,0.5164907651715039,1.4824344738452997e-05,1847,22571,-2.2446845982418567e-05,7.291074217451484e-05,-9.535758815693341e-05,-0.3493341649549033,0.4975636166756903,6.569780641704676e-05,False,False,False
BTCUSDT,ADAUSDT,up,2090,27094,0.0001509470137239235,2.2086522615614018e-05,0.00012886049110830947,1.0070169085720289,0.539712918660287,3.13148129944643e-05,2150,27064,-7.044087523346804e-06,3.3930083676345626e-05,-4.097417119969243e-05,-0.3672713274941042,0.5251162790697674,3.091459561995694e-05,False,False,False
BTCUSDT,AVAXUSDT,up,2027,27157,0.00016560116504355486,2.1291672161400768e-05,0.0001443094928821541,0.9589923673381114,0.5500740009866798,3.13148129944643e-05,2202,27012,8.062688129947736e-05,2.686208365985388e-05,5.376479763962348e-05,0.4492976612008449,0.547683923705722,3.091459561995694e-05,True,False,False
BTCUSDT,DOGEUSDT,up,2116,27068,-0.0002025056402323742,4.9593373620590735e-05,-0.00025209901385296493,-1.9872886868143445,0.5226843100189036,3.13148129944643e-05,2401,26813,-3.323631516784524e-05,3.6659060498989976e-05,-6.989537566683521e-05,-0.6934596185086007,0.5243648479800084,3.091459561995694e-05,True,False,False
BTCUSDT,ETHUSDT,up,2047,27137,9.09935966321357e-05,2.6813118993420957e-05,6.418047763871475e-05,0.5075419571596789,0.5236932095749878,3.13148129944643e-05,2104,27110,-0.00018392010508216992,4.7587860477104693e-05,-0.00023150796555927462,-2.2271804024085604,0.5057034220532319,3.091459561995694e-05,False,False,False
BTCUSDT,SOLUSDT,up,2234,26950,-5.377069122687837e-07,3.395520369842132e-05,-3.4492910610690105e-05,-0.28717804724381885,0.5116383169203222,3.13148129944643e-05,1836,27378,0.00014823108087826353,2.3047217910326917e-05,0.00012518386296793662,1.0585203110147072,0.5266884531590414,3.091459561995694e-05,False,False,False
BTCUSDT,XRPUSDT,up,1847,27337,7.479674390360135e-05,2.8376995150912468e-05,4.641974875268888e-05,0.35313092180439026,0.531672983216026,3.13148129944643e-05,1994,27220,0.0001495169066808188,2.2226388116086314e-05,0.0001272905185647325,1.0601521861182377,0.5280842527582749,3.091459561995694e-05,True,False,False
DOGEUSDT,ADAUSDT,up,2033,25034,0.0003243611377911833,-2.798909398154577e-05,0.0003523502317727291,1.6386142292771797,0.5479586817511067,-1.524098925057862e-06,2149,27020,2.970774011534922e-05,9.927021198081332e-05,-6.95624718654641e-05,-0.26694687676974677,0.5309446254071661,9.414525905000036e-05,False,False,False
DOGEUSDT,AVAXUSDT,up,1993,25074,0.00018126202649844912,-1.6052803877161596e-05,0.00019731483037561072,0.7930477729005697,0.5308580030105369,-1.524098925057862e-06,2200,26969,0.00016393332025755697,8.845228805898758e-05,7.548103219856939e-05,0.2798229388308895,0.5372727272727272,9.414525905000036e-05,True,False,False
DOGEUSDT,BTCUSDT,up,1885,25182,2.1744725482964014e-05,-3.2658880605165887e-06,2.5010613543480604e-05,0.13411299797626552,0.5023872679045093,-1.524098925057862e-06,1962,27207,-5.932805558721131e-06,0.00010136226800954431,-0.00010729507356826543,-0.44865698549875754,0.5254841997961264,9.414525905000036e-05,False,False,False
DOGEUSDT,ETHUSDT,up,1990,25077,-4.6981485038289504e-05,2.083198533383371e-06,-4.9064683571672875e-05,-0.23363768069830906,0.5130653266331658,-1.524098925057862e-06,2103,27066,-0.00010252651962356431,0.00010942645134108539,-0.0002119529709646497,-0.9978273102029784,0.4969091773656681,9.414525905000036e-05,True,False,False
DOGEUSDT,SOLUSDT,up,2155,24912,6.829181627445379e-05,-7.5634894699738705e-06,7.585530574442766e-05,0.3676320665492336,0.5132250580046404,-1.524098925057862e-06,1836,27333,0.0004643994673056985,6.927470966436902e-05,0.00039512475764132946,1.4391987240837842,0.5315904139433552,9.414525905000036e-05,True,False,False
DOGEUSDT,XRPUSDT,up,1747,25320,8.079671051677357e-05,-7.203974679200046e-06,8.80006851959736e-05,0.39219954710720606,0.5300515168860904,-1.524098925057862e-06,1994,27175,0.00031321747144898507,7.80705583499608e-05,0.00023514691309902428,0.8775299667760711,0.5325977933801405,9.414525905000036e-05,True,False,False
ETHUSDT,ADAUSDT,up,2090,27094,7.690304710410454e-05,4.442513293206768e-05,3.2477914172036865e-05,0.20842412588340406,0.5354066985645933,4.675102522303385e-05,2150,27064,-0.00011863797310460598,6.0631089638438907e-05,-0.00017926906274304488,-1.1388232493414385,0.5274418604651163,4.7437809536517e-05,False,False,False
ETHUSDT,AVAXUSDT,up,2027,27157,0.00027246188246552285,2.990395420522903e-05,0.00024255792826029381,1.3299140351038168,0.5505673408978786,4.675102522303385e-05,2202,27012,-7.118365959488088e-07,5.136293617592504e-05,-5.2074772771873845e-05,-0.29596247840266593,0.5472297910990009,4.7437809536517e-05,False,False,False
ETHUSDT,BTCUSDT,up,2016,27168,-0.0001692007065562527,6.277571203351094e-05,-0.00023197641858976366,-1.8421220612740485,0.5153769841269841,4.675102522303385e-05,1962,27252,0.0001220799475189655,4.206397001202104e-05,8.001597750694446e-05,0.5667977288479751,0.5219164118246687,4.7437809536517e-05,False,False,False
ETHUSDT,DOGEUSDT,up,2116,27068,-0.000278256460567092,7.215799433534012e-05,-0.00035041445490243214,-2.237353945391557,0.5236294896030246,4.675102522303385e-05,2401,26813,-0.00010302454280962839,6.0911128746717104e-05,-0.0001639356715563455,-1.131282254028989,0.5139525197834236,4.7437809536517e-05,True,False,False
ETHUSDT,SOLUSDT,up,2234,26950,1.2867033183908584e-05,4.955981328297468e-05,-3.6692780099066094e-05,-0.23984987291269103,0.5165622202327663,4.675102522303385e-05,1836,27378,0.00017242249867557562,3.905619330233952e-05,0.00013336630537323608,0.7504764962689394,0.528322440087146,4.7437809536517e-05,False,False,False
ETHUSDT,XRPUSDT,up,1847,27337,0.00013535380055209074,4.0764657807707784e-05,9.458914274438295e-05,0.5972767876704888,0.5224688684353005,4.675102522303385e-05,1994,27220,0.00021331635995400325,3.528638302907881e-05,0.00017802997692492443,1.0351807908453947,0.5391173520561685,4.7437809536517e-05,True,False,False
SOLUSDT,ADAUSDT,up,2064,25926,0.00044959999376379295,-6.798609730279232e-05,0.0005175860910665853,2.098037706122398,0.5295542635658915,-2.9818977189843767e-05,2150,27064,-0.00014988903171587054,6.924301569299012e-05,-0.00021913204740886067,-1.0290391336501687,0.5153488372093024,5.311602514294389e-05,False,False,False
SOLUSDT,AVAXUSDT,up,2014,25976,0.0004106752519999868,-6.397186360762626e-05,0.000474647115607613,1.6603426906711183,0.5233366434955313,-2.9818977189843767e-05,2202,27012,0.00014939033245667046,4.526780862047884e-05,0.00010412252383619162,0.4754730454685951,0.5367847411444142,5.311602514294389e-05,True,False,False
SOLUSDT,BTCUSDT,up,1931,26059,-9.330992444044239e-05,-2.5114229534872104e-05,-6.81956949055703e-05,-0.32603913872852247,0.476954945624029,-2.9818977189843767e-05,1962,27252,4.8636793094136344e-05,5.34385061821249e-05,-4.801713087988557e-06,-0.02488728018179795,0.5239551478083588,5.311602514294389e-05,True,False,False
SOLUSDT,DOGEUSDT,up,2078,25912,-0.00030685984431943266,-7.601822130593745e-06,-0.00029925802218883893,-1.281481383310155,0.5057747834456208,-2.9818977189843767e-05,2401,26813,-8.244316477882742e-05,6.525482404654188e-05,-0.00014769798882536932,-0.8057579790688557,0.5127030403998334,5.311602514294389e-05,True,False,False
SOLUSDT,ETHUSDT,up,2014,25976,0.00011798057043154323,-4.127833540163438e-05,0.0001592589058331776,0.6811178856971956,0.5009930486593843,-2.9818977189843767e-05,2104,27110,-0.0001454300680511962,6.852513543731758e-05,-0.0002139552034885138,-1.1930104458077222,0.5019011406844106,5.311602514294389e-05,False,False,False
SOLUSDT,XRPUSDT,up,1803,26187,3.487636880561793e-05,-3.427331364800306e-05,6.9149682453621e-05,0.27431272572608173,0.49417637271214643,-2.9818977189843767e-05,1994,27220,0.00021884913092008417,4.0975253176756625e-05,0.00017787387774332756,0.8398942781058091,0.5245737211634904,5.311602514294389e-05,True,False,False
XRPUSDT,ADAUSDT,up,2088,26927,0.00039816701815987405,0.00017756418910528366,0.0002206028290545904,0.9953319816059971,0.5493295019157088,0.00019343938149080786,2150,27047,-0.00010089753457773609,2.501804019430262e-05,-0.0001259155747720387,-0.5707429290915123,0.5386046511627907,1.574590655865911e-05,False,False,False
XRPUSDT,AVAXUSDT,up,2025,26990,0.0004079694023021488,0.00017734366855479583,0.00023062573374735295,0.9657191918790101,0.5496296296296296,0.00019343938149080786,2202,26995,0.00040505598604298216,-1.6010374049767594e-05,0.0004210663600927498,1.7531865045176218,0.5622161671207992,1.574590655865911e-05,True,False,False
XRPUSDT,BTCUSDT,up,1988,27027,0.00020261772408750322,0.0001927642586476425,9.853465439860714e-06,0.05384367394704926,0.5100603621730382,0.00019343938149080786,1961,27236,-8.2542102404293e-05,2.2822672074019256e-05,-0.00010536477447831225,-0.4914646237724302,0.5150433452320244,1.574590655865911e-05,False,False,False
XRPUSDT,DOGEUSDT,up,2113,26902,-0.00014185003479018826,0.00021977446946202728,-0.00036162450425221556,-1.601622677558091,0.5295787979176526,0.00019343938149080786,2401,26796,-3.292230619206812e-05,2.0106720815059154e-05,-5.302902700712727e-05,-0.2751167344008393,0.5185339441899208,1.574590655865911e-05,True,False,False
