split,family,symbol,feature,observations,utc_day_clusters,coefficient,coefficient_bps,ci_lower,ci_upper,cluster_p_value,status
development,future_excess_return,ETHUSDT,run_intensity_zero,34942,365,-5.3980782445504535e-05,-0.5398078244550454,-0.0002965469468344013,0.00018858538194339226,0.6627124785766767,descriptive_no_family_decision
development,future_excess_return,SOLUSDT,run_intensity_up,34942,365,0.00014280830459756372,1.428083045975637,-3.618023894315424e-05,0.00032179684813828167,0.11786867952504386,descriptive_no_family_decision
development,future_excess_return,SOLUSDT,run_intensity_down,34942,365,-4.960992280955286e-05,-0.4960992280955286,-0.00024221184603892,0.0001429920004198143,0.6136693694689335,descriptive_no_family_decision
development,future_excess_return,SOLUSDT,run_intensity_zero,34942,365,-0.00030989783026384385,-3.0989783026384385,-0.0007310805305274299,0.00011128486999974218,0.14927348589751951,descriptive_no_family_decision
development,future_excess_return,XRPUSDT,run_intensity_up,34911,365,-0.00022398936188534074,-2.2398936188534075,-0.0006273751785304928,0.00017939645475981134,0.27645580042433215,descriptive_no_family_decision
development,future_excess_return,XRPUSDT,run_intensity_down,34911,365,0.00010145146079685583,1.0145146079685583,-0.0003166768182263004,0.000519579739820012,0.6343944819747653,descriptive_no_family_decision
development,future_excess_return,XRPUSDT,run_intensity_zero,34911,365,2.7064001485725002e-05,0.27064001485725003,-0.0005299487498369469,0.0005840767528083969,0.9241319365410695,descriptive_no_family_decision
development,future_excess_abs_return,ADAUSDT,run_intensity_up,33087,365,1.4627768029069562e-05,0.14627768029069563,-0.00033099002239772297,0.0003602455584558621,0.9338892197340504,descriptive_no_family_decision
development,future_excess_abs_return,ADAUSDT,run_intensity_down,33087,365,-0.00012894631409803738,-1.2894631409803738,-0.0005191055336282735,0.00026121290543219876,0.5171392030519955,descriptive_no_family_decision
development,future_excess_abs_return,ADAUSDT,run_intensity_zero,33087,365,0.0020743365597828333,20.743365597828333,-3.901780480526293e-05,0.00418769092437093,0.05438239740649052,descriptive_no_family_decision
development,future_excess_abs_return,AVAXUSDT,run_intensity_up,32621,365,-2.962306064498399e-05,-0.2962306064498399,-0.0003254337010946311,0.00026618757980466313,0.8443951964063696,descriptive_no_family_decision
development,future_excess_abs_return,AVAXUSDT,run_intensity_down,32621,365,0.00013895384699645218,1.3895384699645217,-0.00013523212493691557,0.00041313981892981993,0.32057157845714546,descriptive_no_family_decision
development,future_excess_abs_return,AVAXUSDT,run_intensity_zero,32621,365,0.00028496413111444365,2.8496413111444365,-0.0005732483870884912,0.0011431766493173786,0.5151795669417073,descriptive_no_family_decision
development,future_excess_abs_return,BTCUSDT,run_intensity_up,34942,365,0.00034456736785621223,3.4456736785621223,0.0002055743236499517,0.00048356041206247275,1.1809837828502185e-06,descriptive_no_family_decision
development,future_excess_abs_return,BTCUSDT,run_intensity_down,34942,365,0.00013188415645592772,1.3188415645592773,-9.668817187942263e-07,0.0002647351946306497,0.05169084835498866,descriptive_no_family_decision
development,future_excess_abs_return,BTCUSDT,run_intensity_zero,34942,365,-0.0006782622060318401,-6.782622060318402,-0.0009402989582204464,-0.000416225453843234,3.91144524981971e-07,descriptive_no_family_decision
development,future_excess_abs_return,DOGEUSDT,run_intensity_up,34942,365,-0.0003429592465606182,-3.429592465606182,-0.0005592685221648507,-0.00012664997095638574,0.0018865722206014824,descriptive_no_family_decision
development,future_excess_abs_return,DOGEUSDT,run_intensity_down,34942,365,-8.318109872109201e-05,-0.8318109872109202,-0.0002573190615774146,9.095686413523056e-05,0.34915840808460186,descriptive_no_family_decision
development,future_excess_abs_return,DOGEUSDT,run_intensity_zero,34942,365,0.0003143859242588771,3.143859242588771,-0.0002253597697608175,0.0008541316182785717,0.2536115373605923,descriptive_no_family_decision
development,future_excess_abs_return,ETHUSDT,run_intensity_up,34942,365,1.7222819041761258e-05,0.1722281904176126,-0.00017608182213200654,0.00021052746021552906,0.8613731566015956,descriptive_no_family_decision
development,future_excess_abs_return,ETHUSDT,run_intensity_down,34942,365,0.00016430387986975,1.6430387986975001,8.299594909536804e-06,0.0003203081648299632,0.03899533002867849,descriptive_no_family_decision
development,future_excess_abs_return,ETHUSDT,run_intensity_zero,34942,365,-0.000536091292776355,-5.360912927763549,-0.0008288681600749157,-0.00024331442547779412,0.00033219484022373023,descriptive_no_family_decision
development,future_excess_abs_return,SOLUSDT,run_intensity_up,34942,365,0.0003144848418292167,3.144848418292167,2.7391994340079603e-05,0.0006015776893183538,0.031795882773762385,descriptive_no_family_decision
development,future_excess_abs_return,SOLUSDT,run_intensity_down,34942,365,8.350618653443831e-05,0.8350618653443831,-0.00011143459198381175,0.0002784469650526884,0.4011417898422165,descriptive_no_family_decision
development,future_excess_abs_return,SOLUSDT,run_intensity_zero,34942,365,0.00046252465581285196,4.62524655812852,-0.00017255099636656488,0.0010976003079922688,0.153453435387795,descriptive_no_family_decision
development,future_excess_abs_return,XRPUSDT,run_intensity_up,34911,365,-0.00035927064609505893,-3.5927064609505894,-0.0006900469632812406,-2.849432890887724e-05,0.033270584973822015,descriptive_no_family_decision
development,future_excess_abs_return,XRPUSDT,run_intensity_down,34911,365,0.00014677490069265212,1.4677490069265213,-0.00016331160043474944,0.0004568614018200537,0.35355271346379,descriptive_no_family_decision
development,future_excess_abs_return,XRPUSDT,run_intensity_zero,34911,365,0.00167403066877627,16.7403066877627,0.0011887380198225947,0.002159323317729945,1.3708888715165082e-11,descriptive_no_family_decision
oos,construct_aggressor,ADAUSDT,run_intensity_up,33295,365,-0.04181899714108027,,-0.05495267082122933,-0.028685323460931205,4.3552988082634074e-10,descriptive_no_family_decision
oos,construct_aggressor,ADAUSDT,run_intensity_down,33295,365,0.04896537821528096,,0.035818649175918774,0.06211210725464314,2.878888217226048e-13,descriptive_no_family_decision
oos,construct_aggressor,ADAUSDT,run_intensity_zero,33295,365,0.008164604402508411,,-0.019854546815946304,0.036183755620963126,0.5679175055269057,descriptive_no_family_decision
oos,construct_aggressor,AVAXUSDT,run_intensity_up,24713,365,-0.023619956142092315,,-0.057475232620464445,0.010235320336279816,0.17149479631605624,descriptive_no_family_decision
oos,construct_aggressor,AVAXUSDT,run_intensity_down,24713,365,0.027000421931098122,,-0.008583492569371323,0.06258433643156756,0.13696602590660073,descriptive_no_family_decision
oos,construct_aggressor,AVAXUSDT,run_intensity_zero,24713,365,0.037167389854149954,,-0.007973860853278981,0.08230864056157888,0.10658141297813113,descriptive_no_family_decision
oos,construct_aggressor,BTCUSDT,run_intensity_up,35040,365,0.019419535960692166,,0.004890591657794803,0.03394848026358953,0.008800509541866133,descriptive_no_family_decision
oos,construct_aggressor,BTCUSDT,run_intensity_down,35040,365,-0.008553815289781528,,-0.023302387078139197,0.006194756498576143,0.25565044000165216,descriptive_no_family_decision
