equation_cells_passed,equation_cells_total,mechanical_convergence_cells_passed,mechanical_convergence_cells_total,nominal_control_cells_passed,nominal_control_cells_total,mechanical_fpr_gate_pass,distributional_robustness_pass,mechanical_null_confirmed,classification
3,3,5,6,6,6,True,True,False,mechanical_null_not_confirmed
