phase,dgp,scenario,observations,assets,weighting,model,repetitions,mean_target_coefficient,median_target_coefficient,target_coefficient_std,monte_carlo_standard_error,mean_ci_confidence,mean_ci_lower,mean_ci_upper,negative_coefficient_rate,raw_false_positive_rate,bh3_false_positive_rate,bh4_false_positive_rate,raw_wilson_ci_lower,raw_wilson_ci_upper,bh3_wilson_ci_lower,bh3_wilson_ci_upper,bh4_wilson_ci_lower,bh4_wilson_ci_upper,theoretical_target_coefficient,coefficient_bias,absolute_relative_error,theory_inside_mean_ci
robustness,common_factor,n14_t1000_concentrated,1000,14,concentrated_static,scsad,300,-272.3513928211234,-264.32054195563956,77.46252368655927,4.472300890254275,0.95,-281.1525664320436,-263.5502192102032,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,common_factor,n62_t1000_concentrated,1000,62,concentrated_static,standard_csad,300,1.348507875041652,1.3505592760598077,0.6615935658380719,0.03819712233307352,0.95,1.2733386247294656,1.4236771253538383,0.016666666666666666,0.0,0.0,0.0,8.673617379884035e-19,0.012642971224546034,8.673617379884035e-19,0.012642971224546034,8.673617379884035e-19,0.012642971224546034,,,,False
robustness,common_factor,n62_t1000_concentrated,1000,62,concentrated_static,no_intercept_csad,300,-27.09292542309755,-26.86886501171835,4.526297843029607,0.2613259278105566,0.95,-27.60719646973206,-26.578654376463042,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,common_factor,n62_t1000_concentrated,1000,62,concentrated_static,intercept_restored,300,1.3498282167183464,1.3446375397941113,0.66149115205474,0.038191209470535975,0.95,1.2746706025037768,1.424985830932916,0.013333333333333334,0.0,,0.0,8.673617379884035e-19,0.012642971224546034,,,8.673617379884035e-19,0.012642971224546034,,,,False
robustness,common_factor,n62_t1000_concentrated,1000,62,concentrated_static,scsad,300,-293.56590452554025,-285.5638661883465,76.32072610502553,4.406379176148418,0.95,-302.23734883943587,-284.8944602116446,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,stochastic_volatility_factor,n14_t250_equal,250,14,equal,standard_csad,300,0.22760864890309648,0.049014261440303436,2.4114065168100676,0.13922262016059103,0.95,-0.04637167591599087,0.5015889737221838,0.49666666666666665,0.08333333333333333,0.08333333333333333,0.08,0.057080874056394275,0.12012160196406074,0.057080874056394275,0.12012160196406074,0.054346855395144764,0.11627324043347391,,,,False
robustness,stochastic_volatility_factor,n14_t250_equal,250,14,equal,no_intercept_csad,300,-14.255006571734414,-12.918475836735697,6.5058380706378385,0.3756147361386871,0.95,-14.99418995512001,-13.515823188348818,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,stochastic_volatility_factor,n14_t250_equal,250,14,equal,intercept_restored,300,0.23998468997781713,0.06796485816988297,2.4197265582280596,0.13970297797582568,0.95,-0.03494094523763802,0.5149103251932723,0.49,0.08666666666666667,,0.07666666666666666,0.05982889751804311,0.12395595869424827,,,0.051627611786607464,0.1124101038501748,,,,False
robustness,stochastic_volatility_factor,n14_t250_equal,250,14,equal,scsad,300,-144.86825489197543,-111.71524590292346,110.53038146836269,6.381474549439122,0.95,-157.42654799020414,-132.3099617937467,1.0,0.98,0.98,0.9733333333333334,0.9570603791821394,0.9908023684422963,0.9570603791821394,0.9908023684422963,0.9482710570494102,0.9864269301913529,,,,False
robustness,stochastic_volatility_factor,n14_t1000_equal,1000,14,equal,standard_csad,300,0.18379574225226425,0.07155953893051492,1.0699538041036172,0.06177381168196874,0.95,0.06222922547204249,0.30536225903248604,0.46,0.07333333333333333,0.07333333333333333,0.07,0.04892399383922859,0.10853134160571733,0.04892399383922859,0.10853134160571733,0.046236944827176336,0.10463601042593323,,,,False
