family,horizon_minutes,primary_oos_coefficient,same_sign_count,loao_runs,median_absolute_coefficient,median_magnitude_ratio,minimum_coefficient,maximum_coefficient
future_absolute_return,5,-0.25285504957057575,5,7,0.4383296091564274,1.7335212798828556,-0.7775549160716227,1.488735029125996
future_absolute_return,15,-0.33901334850653114,6,7,0.5453428572880452,1.608617653819431,-0.7292740088170789,1.572151855215614
future_absolute_return,30,-1.0428373823497665,6,7,1.2072855337508737,1.157692996227816,-1.6059030698911039,1.175067950943217
future_realized_volatility,5,-0.25230049068514526,6,7,0.5144843759529182,2.039173108842509,-0.5780757466363694,1.430455905493975
future_realized_volatility,15,-0.34039758932284353,6,7,0.7420509872659492,2.179953708667911,-0.8584717435953467,2.2192371784241605
future_realized_volatility,30,-0.9503071836607884,6,7,1.5404115658719082,1.6209617188601169,-1.6919291491467305,2.4234155283519883
