term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
const,0.00028491344658150255,1.21865409449716e-05,23.379353326594558,6.93270036691031e-121,0.0002610282652332355,0.0003087986279297696
abs_market_return,0.2553999919287791,0.021148000042917628,12.076791725480984,1.4007940821280549e-33,0.21395067349960903,0.29684931035794915
market_return_sq,4.534759110075775,0.403098162325793,11.249763789324053,2.322131029874644e-29,3.7447012296829407,5.3248169904686105
