symbol,bucket_start,transaction_count_quintile,zero_tick_share_quintile,liquidity_quintile,transaction_count,zero_ticks,zero_runs,sampling_weight
DOGEUSDT,2025-08-15 04:00:00+00:00,5,4,4,9724,5334,1717,1.0
DOGEUSDT,2025-08-15 04:15:00+00:00,5,3,4,7626,4074,1193,3.625
DOGEUSDT,2025-08-15 04:45:00+00:00,4,4,3,6408,3535,1091,3.7875
DOGEUSDT,2025-08-15 05:15:00+00:00,4,4,3,4974,2850,724,3.7875
DOGEUSDT,2025-08-15 05:45:00+00:00,4,5,3,6658,4186,1019,1.6
ADAUSDT,2025-08-15 06:30:00+00:00,4,4,4,5666,3472,1128,6.0125
XRPUSDT,2025-08-15 07:15:00+00:00,3,5,3,3450,2269,501,12.5625
DOGEUSDT,2025-08-15 07:30:00+00:00,4,4,3,4488,2490,719,3.7875
DOGEUSDT,2025-08-15 07:45:00+00:00,4,5,3,5237,3257,790,1.6
ETHUSDT,2025-08-15 07:45:00+00:00,5,3,5,16757,8591,1258,1.4625
DOGEUSDT,2025-08-15 08:30:00+00:00,4,4,3,6530,4041,993,3.7875
DOGEUSDT,2025-08-15 09:15:00+00:00,4,4,3,4632,2511,819,3.7875
DOGEUSDT,2025-08-15 09:45:00+00:00,4,4,4,6563,3716,1063,3.7875
ADAUSDT,2025-08-15 10:00:00+00:00,4,3,4,3499,1783,808,3.025
DOGEUSDT,2025-08-15 10:00:00+00:00,4,2,4,5939,2635,1155,44.2
DOGEUSDT,2025-08-15 11:00:00+00:00,4,5,3,4999,3156,670,1.6
ADAUSDT,2025-08-15 12:30:00+00:00,5,3,5,12195,5904,2597,1.0
ADAUSDT,2025-08-15 12:45:00+00:00,4,2,3,3631,1596,779,1.0
ADAUSDT,2025-08-15 13:15:00+00:00,4,2,3,3855,1721,882,1.0
ADAUSDT,2025-08-15 13:30:00+00:00,4,2,4,5602,2455,1245,1.0
ADAUSDT,2025-08-15 13:45:00+00:00,4,3,4,5618,2605,1228,3.025
XRPUSDT,2025-08-15 13:45:00+00:00,5,3,4,8800,4088,1422,12.4625
ADAUSDT,2025-08-15 14:00:00+00:00,5,3,5,9236,4322,1948,1.0
XRPUSDT,2025-08-15 14:15:00+00:00,4,2,4,5206,1915,869,29.925
ADAUSDT,2025-08-15 14:30:00+00:00,4,3,4,4650,2163,1028,3.025
ADAUSDT,2025-08-15 15:00:00+00:00,4,3,5,7555,3647,1707,3.025
ADAUSDT,2025-08-15 15:15:00+00:00,5,3,4,7820,3872,1632,1.0
ADAUSDT,2025-08-15 15:30:00+00:00,4,3,4,6859,3318,1523,3.025
AVAXUSDT,2025-08-15 15:30:00+00:00,3,5,4,3058,2335,443,11.7
ADAUSDT,2025-08-15 15:45:00+00:00,4,3,4,7495,3729,1587,3.025
XRPUSDT,2025-08-15 15:45:00+00:00,5,3,4,9332,4217,1596,12.4625
ADAUSDT,2025-08-15 16:00:00+00:00,5,4,4,8045,4606,1590,1.275
AVAXUSDT,2025-08-15 16:00:00+00:00,3,5,3,1788,1407,260,11.7
DOGEUSDT,2025-08-15 16:00:00+00:00,5,3,5,14079,6653,2424,3.625
ADAUSDT,2025-08-15 17:15:00+00:00,4,3,4,5817,3042,1159,3.025
SOLUSDT,2025-08-15 19:00:00+00:00,4,3,4,4876,2418,1135,26.9375
ADAUSDT,2025-08-15 19:15:00+00:00,3,3,3,2265,1073,546,10.725
ADAUSDT,2025-08-15 19:30:00+00:00,3,2,2,1794,794,418,1.2
ADAUSDT,2025-08-15 20:00:00+00:00,3,2,3,2059,784,441,1.2
ADAUSDT,2025-08-15 20:30:00+00:00,3,2,3,1781,719,404,1.2
DOGEUSDT,2025-08-15 20:30:00+00:00,3,2,2,2772,809,505,69.6875
ADAUSDT,2025-08-15 21:00:00+00:00,3,2,3,2779,1177,571,1.2
ADAUSDT,2025-08-15 21:15:00+00:00,3,2,3,2179,880,452,1.2
DOGEUSDT,2025-08-15 21:15:00+00:00,4,1,4,5955,1660,980,1.375
ADAUSDT,2025-08-15 22:00:00+00:00,2,2,2,1462,586,328,3.1375
BTCUSDT,2025-08-15 22:00:00+00:00,4,4,5,3993,2182,544,2.3625
BTCUSDT,2025-08-15 22:30:00+00:00,4,4,5,4420,2387,587,2.3625
ADAUSDT,2025-08-15 22:45:00+00:00,4,4,4,3869,2199,735,6.0125
DOGEUSDT,2025-08-15 23:15:00+00:00,4,2,4,4932,2018,837,44.2
ADAUSDT,2025-08-15 23:30:00+00:00,2,2,3,1499,656,322,3.1375
ADAUSDT,2025-08-16 00:00:00+00:00,4,3,3,3799,1859,828,3.025
ADAUSDT,2025-08-16 00:15:00+00:00,3,2,3,3411,1424,725,1.2
ADAUSDT,2025-08-16 01:15:00+00:00,3,2,3,1974,842,443,1.2
DOGEUSDT,2025-08-16 03:00:00+00:00,4,2,3,4472,1871,978,44.2
SOLUSDT,2025-08-16 04:00:00+00:00,3,3,3,1795,848,442,43.7
ADAUSDT,2025-08-16 05:00:00+00:00,2,2,2,1156,518,235,3.1375
BTCUSDT,2025-08-16 06:15:00+00:00,4,3,4,4033,2089,487,14.5875
XRPUSDT,2025-08-16 06:45:00+00:00,2,3,3,1599,793,337,75.6375
ADAUSDT,2025-08-16 07:00:00+00:00,3,2,3,2886,1296,617,1.2
ADAUSDT,2025-08-16 07:15:00+00:00,3,2,3,1851,737,405,1.2
BTCUSDT,2025-08-16 07:45:00+00:00,3,3,4,2771,1350,417,11.4125
ADAUSDT,2025-08-16 08:00:00+00:00,3,2,3,1919,845,419,1.2
BTCUSDT,2025-08-16 08:00:00+00:00,3,2,4,3286,1433,484,18.6125
DOGEUSDT,2025-08-16 09:15:00+00:00,4,2,3,3936,1640,835,44.2
ADAUSDT,2025-08-16 09:45:00+00:00,5,5,5,13099,8803,1754,1.0
ADAUSDT,2025-08-16 10:00:00+00:00,5,5,5,7776,5047,1335,1.0
ADAUSDT,2025-08-16 10:15:00+00:00,5,4,5,9617,5480,1756,1.275
DOGEUSDT,2025-08-16 10:45:00+00:00,4,2,4,5223,2303,993,44.2
ADAUSDT,2025-08-16 11:15:00+00:00,3,5,3,2747,1764,490,15.725
ETHUSDT,2025-08-16 11:30:00+00:00,5,1,5,7852,1355,494,232.8125
XRPUSDT,2025-08-16 11:45:00+00:00,3,2,3,2413,1019,466,48.225
SOLUSDT,2025-08-16 14:30:00+00:00,4,3,4,3661,1800,807,26.9375
ADAUSDT,2025-08-16 17:45:00+00:00,2,4,2,1391,805,295,52.55
SOLUSDT,2025-08-16 17:45:00+00:00,3,4,2,1797,1015,393,97.675
ADAUSDT,2025-08-16 18:15:00+00:00,2,2,2,1064,476,246,3.1375
BTCUSDT,2025-08-16 18:30:00+00:00,3,3,3,2083,1054,413,11.4125
BTCUSDT,2025-08-16 21:00:00+00:00,3,4,3,3181,1803,487,1.6125
XRPUSDT,2025-08-16 21:45:00+00:00,2,5,1,890,559,170,7.925
SOLUSDT,2025-08-17 00:00:00+00:00,2,5,3,1695,1065,299,21.8625
XRPUSDT,2025-08-17 00:15:00+00:00,2,2,2,955,417,225,29.175
ADAUSDT,2025-08-17 01:30:00+00:00,2,3,2,1515,784,346,28.9875
BTCUSDT,2025-08-17 01:30:00+00:00,3,2,4,3376,1277,423,18.6125
ADAUSDT,2025-08-17 04:00:00+00:00,3,3,3,3265,1601,694,10.725
BTCUSDT,2025-08-17 04:30:00+00:00,3,4,3,1887,1089,390,1.6125
ETHUSDT,2025-08-17 04:30:00+00:00,5,2,5,10710,3309,853,22.9625
ADAUSDT,2025-08-17 04:45:00+00:00,4,4,4,5399,2895,1094,6.0125
ETHUSDT,2025-08-17 05:30:00+00:00,5,1,5,9813,2723,715,232.8125
ADAUSDT,2025-08-17 07:45:00+00:00,4,4,5,4735,2662,794,6.0125
XRPUSDT,2025-08-17 08:45:00+00:00,3,4,4,3069,1660,608,28.8375
ADAUSDT,2025-08-17 09:45:00+00:00,5,4,5,12154,7147,2251,1.275
ADAUSDT,2025-08-17 10:00:00+00:00,5,4,5,11331,6390,2112,1.275
DOGEUSDT,2025-08-17 10:00:00+00:00,3,3,3,3463,1563,787,36.4125
ADAUSDT,2025-08-17 12:30:00+00:00,2,3,2,1443,756,287,28.9875
BTCUSDT,2025-08-17 12:45:00+00:00,3,3,4,3318,1550,598,11.4125
ADAUSDT,2025-08-17 13:00:00+00:00,3,5,3,3222,1999,570,15.725
AVAXUSDT,2025-08-17 13:45:00+00:00,1,5,1,524,362,100,225.225
ADAUSDT,2025-08-17 14:45:00+00:00,3,4,3,2398,1351,505,18.4375
BTCUSDT,2025-08-17 15:45:00+00:00,3,3,4,3103,1622,600,11.4125
DOGEUSDT,2025-08-17 16:15:00+00:00,5,3,4,10820,4904,2051,3.625
SOLUSDT,2025-08-17 17:30:00+00:00,2,3,2,1680,794,396,16.0375
SOLUSDT,2025-08-17 17:45:00+00:00,2,3,2,1702,867,402,16.0375
ADAUSDT,2025-08-17 18:45:00+00:00,5,4,4,7632,4352,1464,1.275
DOGEUSDT,2025-08-17 18:45:00+00:00,5,2,5,11141,4456,2069,17.275
XRPUSDT,2025-08-17 18:45:00+00:00,4,4,5,6654,3572,1127,14.8625
ADAUSDT,2025-08-17 19:00:00+00:00,3,4,3,2397,1363,508,18.4375
ADAUSDT,2025-08-17 20:30:00+00:00,1,3,1,683,323,157,39.4875
ADAUSDT,2025-08-17 21:15:00+00:00,1,3,2,701,337,170,39.4875
AVAXUSDT,2025-08-17 22:00:00+00:00,1,5,1,683,444,153,225.225
AVAXUSDT,2025-08-17 23:15:00+00:00,1,4,1,353,210,81,15.825
ADAUSDT,2025-08-18 00:00:00+00:00,3,2,3,1850,814,445,1.2
ADAUSDT,2025-08-18 00:45:00+00:00,3,2,3,1916,841,394,1.2
DOGEUSDT,2025-08-18 00:45:00+00:00,3,1,2,2567,727,411,1.0
ADAUSDT,2025-08-18 01:45:00+00:00,4,3,4,4016,1951,806,3.025
ADAUSDT,2025-08-18 02:00:00+00:00,5,4,4,8109,4496,1494,1.275
AVAXUSDT,2025-08-18 02:00:00+00:00,3,5,4,2803,2135,439,11.7
DOGEUSDT,2025-08-18 02:30:00+00:00,4,2,4,7450,2662,1376,44.2
AVAXUSDT,2025-08-18 02:45:00+00:00,2,5,3,1558,1134,293,51.5625
XRPUSDT,2025-08-18 03:15:00+00:00,5,5,5,9915,6252,1381,1.5875
BTCUSDT,2025-08-18 04:15:00+00:00,5,3,5,8485,4171,905,3.325
BTCUSDT,2025-08-18 04:30:00+00:00,5,4,5,9181,5024,1097,1.4
ADAUSDT,2025-08-18 04:45:00+00:00,3,5,2,2006,1372,315,15.725
ADAUSDT,2025-08-18 06:00:00+00:00,3,5,3,2412,1568,406,15.725
XRPUSDT,2025-08-18 06:15:00+00:00,4,4,5,7187,3999,1129,14.8625
BTCUSDT,2025-08-18 06:45:00+00:00,5,3,5,15892,7165,1592,3.325
BTCUSDT,2025-08-18 08:00:00+00:00,5,3,5,11763,5492,1243,3.325
ADAUSDT,2025-08-18 08:15:00+00:00,2,2,2,1218,538,283,3.1375
ADAUSDT,2025-08-18 12:00:00+00:00,5,4,5,9040,5602,1322,1.275
DOGEUSDT,2025-08-18 12:15:00+00:00,4,3,4,7539,3423,1817,16.275
BTCUSDT,2025-08-18 13:00:00+00:00,5,2,5,9622,3325,1147,57.2
BTCUSDT,2025-08-18 14:15:00+00:00,5,2,5,9189,2946,1003,57.2
ADAUSDT,2025-08-18 16:15:00+00:00,4,5,3,3954,2791,552,4.225
SOLUSDT,2025-08-18 16:30:00+00:00,4,2,4,3577,1596,754,1.275
BTCUSDT,2025-08-18 16:45:00+00:00,5,2,5,7646,2245,822,57.2
XRPUSDT,2025-08-18 17:30:00+00:00,5,4,5,14343,8108,2249,4.1125
ADAUSDT,2025-08-18 21:30:00+00:00,3,5,2,1784,1114,327,15.725
AVAXUSDT,2025-08-18 22:00:00+00:00,1,5,2,614,447,105,225.225
ADAUSDT,2025-08-19 00:30:00+00:00,4,3,3,3579,1670,778,3.025
XRPUSDT,2025-08-19 00:30:00+00:00,5,3,5,9946,5103,1547,12.4625
SOLUSDT,2025-08-19 01:45:00+00:00,3,2,3,2513,1122,531,1.0
SOLUSDT,2025-08-19 02:00:00+00:00,3,3,3,2515,1132,527,43.7
SOLUSDT,2025-08-19 02:45:00+00:00,3,2,4,2674,1190,604,1.0
ADAUSDT,2025-08-19 03:00:00+00:00,3,2,3,1895,817,435,1.2
XRPUSDT,2025-08-19 03:30:00+00:00,5,5,4,7911,5021,1157,1.5875
ADAUSDT,2025-08-19 04:00:00+00:00,4,4,3,4073,2226,824,6.0125
DOGEUSDT,2025-08-19 04:30:00+00:00,5,2,3,8390,3208,1995,17.275
SOLUSDT,2025-08-19 05:30:00+00:00,3,2,3,2468,1067,555,1.0
SOLUSDT,2025-08-19 06:15:00+00:00,3,2,4,2707,1189,589,1.0
XRPUSDT,2025-08-19 07:00:00+00:00,4,4,4,3757,2113,609,14.8625
ADAUSDT,2025-08-19 10:30:00+00:00,5,5,5,15513,9808,2168,1.0
ADAUSDT,2025-08-19 10:45:00+00:00,5,5,4,9344,6429,1188,1.0
DOGEUSDT,2025-08-19 10:45:00+00:00,5,2,3,8149,3618,2048,17.275
AVAXUSDT,2025-08-19 11:00:00+00:00,1,4,1,316,191,72,15.825
ADAUSDT,2025-08-19 13:45:00+00:00,4,3,3,4233,2131,828,3.025
ADAUSDT,2025-08-19 14:15:00+00:00,4,4,4,4852,2968,808,6.0125
DOGEUSDT,2025-08-19 14:15:00+00:00,5,2,5,11076,4446,2176,17.275
SOLUSDT,2025-08-19 14:15:00+00:00,5,3,5,8848,4669,1879,8.2125
XRPUSDT,2025-08-19 14:15:00+00:00,5,4,4,8181,4459,1351,4.1125
ADAUSDT,2025-08-19 14:30:00+00:00,5,5,5,12102,7704,1978,1.0
ADAUSDT,2025-08-19 14:45:00+00:00,5,5,4,9702,6759,1461,1.0
ADAUSDT,2025-08-19 15:15:00+00:00,4,5,4,5474,3715,832,4.225
ADAUSDT,2025-08-19 15:45:00+00:00,5,4,5,20170,11860,3354,1.275
ADAUSDT,2025-08-19 16:00:00+00:00,5,4,5,9011,5284,1678,1.275
ADAUSDT,2025-08-19 16:30:00+00:00,4,3,3,4032,2136,896,3.025
ADAUSDT,2025-08-19 18:00:00+00:00,4,5,4,4731,3084,811,4.225
ADAUSDT,2025-08-19 18:15:00+00:00,3,5,3,3317,2074,631,15.725
AVAXUSDT,2025-08-19 20:30:00+00:00,1,4,1,321,190,76,15.825
SOLUSDT,2025-08-19 20:30:00+00:00,3,2,3,2358,1028,532,1.0
DOGEUSDT,2025-08-19 22:15:00+00:00,3,2,4,2935,1162,651,69.6875
ADAUSDT,2025-08-19 23:00:00+00:00,3,5,2,1787,1139,336,15.725
ADAUSDT,2025-08-19 23:15:00+00:00,4,5,3,3583,2327,629,4.225
XRPUSDT,2025-08-19 23:45:00+00:00,5,4,5,9377,5767,1472,4.1125
ADAUSDT,2025-08-20 00:00:00+00:00,3,4,3,1824,1064,395,18.4375
DOGEUSDT,2025-08-20 01:45:00+00:00,5,4,5,15582,9095,2668,1.0
XRPUSDT,2025-08-20 01:45:00+00:00,4,2,4,5443,2368,987,29.925
ADAUSDT,2025-08-20 02:15:00+00:00,3,4,3,1749,1071,345,18.4375
DOGEUSDT,2025-08-20 02:30:00+00:00,5,4,4,7925,4806,1630,1.0
DOGEUSDT,2025-08-20 02:45:00+00:00,5,4,4,8221,4726,1734,1.0
DOGEUSDT,2025-08-20 03:00:00+00:00,4,3,3,6061,3124,1394,16.275
DOGEUSDT,2025-08-20 03:45:00+00:00,5,4,4,10792,6446,2281,1.0
DOGEUSDT,2025-08-20 04:00:00+00:00,5,4,4,12917,7091,2925,1.0
ADAUSDT,2025-08-20 04:15:00+00:00,5,5,3,7639,6398,698,1.0
BTCUSDT,2025-08-20 04:15:00+00:00,4,3,4,3746,1905,540,14.5875
DOGEUSDT,2025-08-20 04:30:00+00:00,5,4,5,14518,8187,3144,1.0
DOGEUSDT,2025-08-20 04:45:00+00:00,5,4,4,13519,7322,3126,1.0
XRPUSDT,2025-08-20 04:45:00+00:00,3,4,3,2615,1583,451,28.8375
DOGEUSDT,2025-08-20 05:00:00+00:00,5,4,5,17982,9661,4220,1.0
ETHUSDT,2025-08-20 05:15:00+00:00,5,1,5,8471,1453,680,232.8125
DOGEUSDT,2025-08-20 06:00:00+00:00,5,4,5,21281,12330,4639,1.0
DOGEUSDT,2025-08-20 06:15:00+00:00,5,4,5,21247,12215,4667,1.0
DOGEUSDT,2025-08-20 06:30:00+00:00,5,4,5,21207,11384,4881,1.0
SOLUSDT,2025-08-20 06:45:00+00:00,2,4,3,1664,920,391,69.175
XRPUSDT,2025-08-20 06:45:00+00:00,3,4,3,1938,1126,352,28.8375
ETHUSDT,2025-08-20 07:00:00+00:00,5,2,5,17786,5323,1475,22.9625
AVAXUSDT,2025-08-20 07:30:00+00:00,1,3,1,220,109,54,1.0
BTCUSDT,2025-08-20 07:30:00+00:00,4,3,5,6497,3092,826,14.5875
DOGEUSDT,2025-08-20 09:00:00+00:00,3,4,4,3125,1750,469,10.075
ADAUSDT,2025-08-20 11:00:00+00:00,3,4,4,1766,969,398,18.4375
ADAUSDT,2025-08-20 11:30:00+00:00,4,4,4,4175,2466,850,6.0125
AVAXUSDT,2025-08-20 11:45:00+00:00,1,5,1,659,450,124,225.225
ADAUSDT,2025-08-20 12:00:00+00:00,4,3,4,4668,2439,986,3.025
ADAUSDT,2025-08-20 13:30:00+00:00,4,2,4,3805,1641,865,1.0
XRPUSDT,2025-08-20 13:30:00+00:00,5,2,4,9308,4095,1660,11.6125
ADAUSDT,2025-08-20 14:00:00+00:00,4,3,4,3640,1670,839,3.025
SOLUSDT,2025-08-20 14:00:00+00:00,5,4,5,11732,7252,1962,14.5375
ADAUSDT,2025-08-20 14:15:00+00:00,3,2,3,3301,1401,726,1.2
AVAXUSDT,2025-08-20 14:15:00+00:00,2,5,2,991,661,206,51.5625
DOGEUSDT,2025-08-20 15:30:00+00:00,4,2,3,4956,1616,894,44.2
DOGEUSDT,2025-08-20 17:00:00+00:00,5,4,5,10323,6312,1241,1.0
XRPUSDT,2025-08-20 17:00:00+00:00,4,2,4,3497,1371,650,29.925
ADAUSDT,2025-08-20 17:15:00+00:00,2,2,2,1453,652,361,3.1375
DOGEUSDT,2025-08-20 17:15:00+00:00,4,3,3,3684,1958,565,16.275
DOGEUSDT,2025-08-20 17:30:00+00:00,4,4,3,4575,2529,712,3.7875
ADAUSDT,2025-08-20 21:00:00+00:00,1,2,2,777,347,178,2.95
BTCUSDT,2025-08-20 23:00:00+00:00,4,3,5,6022,2996,818,14.5875
XRPUSDT,2025-08-20 23:15:00+00:00,2,3,2,1371,681,310,75.6375
ETHUSDT,2025-08-20 23:45:00+00:00,5,1,5,7974,1215,572,232.8125
SOLUSDT,2025-08-21 00:45:00+00:00,3,3,3,2431,1295,586,43.7
DOGEUSDT,2025-08-21 01:45:00+00:00,3,2,3,3167,1287,613,69.6875
ADAUSDT,2025-08-21 02:00:00+00:00,3,4,3,1782,955,436,18.4375
SOLUSDT,2025-08-21 02:00:00+00:00,5,5,5,10553,6886,1691,8.275
ADAUSDT,2025-08-21 04:30:00+00:00,2,2,3,1114,456,257,3.1375
ADAUSDT,2025-08-21 09:00:00+00:00,3,4,3,1765,1067,349,18.4375
SOLUSDT,2025-08-21 10:00:00+00:00,3,4,4,3461,2125,678,97.675
ADAUSDT,2025-08-21 10:15:00+00:00,2,2,2,1556,693,315,3.1375
ADAUSDT,2025-08-21 11:00:00+00:00,2,3,2,828,374,187,28.9875
ADAUSDT,2025-08-21 11:45:00+00:00,2,3,2,1353,705,304,28.9875
AVAXUSDT,2025-08-21 12:00:00+00:00,1,5,1,310,198,64,225.225
ADAUSDT,2025-08-21 13:30:00+00:00,3,2,3,2552,1121,542,1.2
XRPUSDT,2025-08-21 13:45:00+00:00,4,2,4,6428,2739,1105,29.925
ADAUSDT,2025-08-21 14:15:00+00:00,3,2,3,1989,891,396,1.2
ADAUSDT,2025-08-21 14:30:00+00:00,3,3,3,2910,1546,555,10.725
BTCUSDT,2025-08-21 15:45:00+00:00,5,2,5,7851,2298,969,57.2
ADAUSDT,2025-08-21 16:15:00+00:00,3,3,2,2091,1108,445,10.725
BTCUSDT,2025-08-21 18:00:00+00:00,4,1,5,7032,2041,757,46.3875
DOGEUSDT,2025-08-21 19:30:00+00:00,4,5,4,3739,2511,440,1.6
SOLUSDT,2025-08-21 19:45:00+00:00,3,3,3,2428,1267,527,43.7
AVAXUSDT,2025-08-22 03:45:00+00:00,1,3,1,216,113,53,1.0
AVAXUSDT,2025-08-22 04:00:00+00:00,1,4,1,220,134,51,15.825
AVAXUSDT,2025-08-22 05:15:00+00:00,1,3,1,214,109,51,1.0
ADAUSDT,2025-08-22 05:45:00+00:00,2,2,1,839,374,195,3.1375
BTCUSDT,2025-08-22 10:30:00+00:00,4,2,5,5389,2301,633,104.35
DOGEUSDT,2025-08-22 10:30:00+00:00,3,3,3,2497,1312,483,36.4125
ADAUSDT,2025-08-22 12:30:00+00:00,4,4,4,4403,2560,931,6.0125
DOGEUSDT,2025-08-22 12:30:00+00:00,5,2,4,7727,3145,1471,17.275
SOLUSDT,2025-08-22 12:30:00+00:00,5,5,5,9905,6364,1749,8.275
ADAUSDT,2025-08-22 13:30:00+00:00,4,3,4,4410,2066,970,3.025
XRPUSDT,2025-08-22 13:30:00+00:00,5,3,5,12957,6117,2245,12.4625
ADAUSDT,2025-08-22 14:00:00+00:00,5,3,5,35755,18026,7159,1.0
AVAXUSDT,2025-08-22 14:00:00+00:00,5,5,5,10905,8200,1743,1.0
ADAUSDT,2025-08-22 14:15:00+00:00,5,2,5,29359,13099,5772,1.0
AVAXUSDT,2025-08-22 14:15:00+00:00,5,5,5,8724,6238,1649,1.0
ADAUSDT,2025-08-22 14:30:00+00:00,5,3,5,12250,5757,2431,1.0
DOGEUSDT,2025-08-22 14:30:00+00:00,5,2,5,28083,10534,4575,17.275
ADAUSDT,2025-08-22 15:00:00+00:00,4,2,4,4759,2066,1054,1.0
ADAUSDT,2025-08-22 15:45:00+00:00,3,3,3,3468,1639,780,10.725
ADAUSDT,2025-08-22 16:00:00+00:00,5,3,5,10533,5260,2184,1.0
ADAUSDT,2025-08-22 16:15:00+00:00,4,3,4,5876,2841,1177,3.025
XRPUSDT,2025-08-22 16:15:00+00:00,5,2,4,7909,2845,1438,11.6125
ADAUSDT,2025-08-22 16:45:00+00:00,4,4,4,3935,2128,838,6.0125
ADAUSDT,2025-08-22 21:00:00+00:00,4,5,4,4343,2762,732,4.225
XRPUSDT,2025-08-23 00:30:00+00:00,4,3,4,3817,2035,631,32.2375
ADAUSDT,2025-08-23 02:30:00+00:00,4,5,4,5615,3600,960,4.225
DOGEUSDT,2025-08-23 05:15:00+00:00,4,3,4,4901,2231,920,16.275
BTCUSDT,2025-08-23 05:30:00+00:00,4,4,5,5346,3082,646,2.3625
SOLUSDT,2025-08-23 05:30:00+00:00,5,4,5,9808,5481,1901,14.5375
XRPUSDT,2025-08-23 06:45:00+00:00,3,2,3,2246,816,426,48.225
ADAUSDT,2025-08-23 07:45:00+00:00,3,4,2,2011,1140,382,18.4375
XRPUSDT,2025-08-23 07:45:00+00:00,3,2,3,2293,943,434,48.225
XRPUSDT,2025-08-23 09:30:00+00:00,3,3,3,2002,986,364,62.125
ADAUSDT,2025-08-23 10:30:00+00:00,3,5,2,2232,1700,274,15.725
AVAXUSDT,2025-08-23 11:45:00+00:00,3,5,4,2179,1550,364,11.7
SOLUSDT,2025-08-23 13:45:00+00:00,4,3,4,3815,2035,824,26.9375
BTCUSDT,2025-08-23 14:15:00+00:00,5,3,5,9339,4748,1024,3.325
AVAXUSDT,2025-08-23 14:45:00+00:00,4,5,4,4374,3849,326,3.15
SOLUSDT,2025-08-23 14:45:00+00:00,4,4,4,3944,2275,789,52.7875
AVAXUSDT,2025-08-23 15:00:00+00:00,3,5,3,2160,1716,278,11.7
XRPUSDT,2025-08-23 15:15:00+00:00,3,2,3,1861,705,378,48.225
XRPUSDT,2025-08-23 16:45:00+00:00,2,2,2,1537,644,329,29.175
BTCUSDT,2025-08-23 17:45:00+00:00,3,4,3,2716,1520,510,1.6125
ETHUSDT,2025-08-23 18:30:00+00:00,3,2,4,3448,1037,338,16.575
BTCUSDT,2025-08-23 19:30:00+00:00,3,4,3,2779,1538,565,1.6125
XRPUSDT,2025-08-23 20:15:00+00:00,2,2,3,1035,447,246,29.175
DOGEUSDT,2025-08-23 20:45:00+00:00,1,2,1,648,260,130,13.8375
BTCUSDT,2025-08-23 22:30:00+00:00,3,4,3,2046,1164,415,1.6125
DOGEUSDT,2025-08-23 22:30:00+00:00,1,2,2,648,261,146,13.8375
BTCUSDT,2025-08-23 23:30:00+00:00,3,4,5,2770,1644,402,1.6125
SOLUSDT,2025-08-24 01:00:00+00:00,4,5,4,5027,3201,900,28.9
SOLUSDT,2025-08-24 01:15:00+00:00,5,5,5,10546,6917,1779,8.275
ADAUSDT,2025-08-24 02:00:00+00:00,2,2,2,854,383,194,3.1375
SOLUSDT,2025-08-24 04:00:00+00:00,4,4,5,4960,2982,963,52.7875
BTCUSDT,2025-08-24 04:45:00+00:00,4,4,4,3860,2107,565,2.3625
ADAUSDT,2025-08-24 08:00:00+00:00,2,3,3,1380,711,305,28.9875
DOGEUSDT,2025-08-24 09:45:00+00:00,2,3,3,1388,692,257,66.0875
BTCUSDT,2025-08-24 10:15:00+00:00,4,3,5,4535,2232,683,14.5875
XRPUSDT,2025-08-24 10:45:00+00:00,3,2,3,2606,1131,499,48.225
SOLUSDT,2025-08-24 11:45:00+00:00,4,4,4,3873,2311,760,52.7875
XRPUSDT,2025-08-24 12:15:00+00:00,3,2,3,1756,765,382,48.225
BTCUSDT,2025-08-24 15:45:00+00:00,4,2,5,5940,2410,891,104.35
BTCUSDT,2025-08-24 16:00:00+00:00,4,2,5,7061,2733,919,104.35
XRPUSDT,2025-08-24 17:00:00+00:00,3,2,3,1918,821,404,48.225
SOLUSDT,2025-08-24 17:30:00+00:00,5,5,5,8083,5135,1428,8.275
BTCUSDT,2025-08-24 18:45:00+00:00,5,3,5,9149,4184,1219,3.325
ADAUSDT,2025-08-24 19:00:00+00:00,4,4,5,7498,4491,1398,6.0125
XRPUSDT,2025-08-24 19:00:00+00:00,5,4,5,8037,4615,1229,4.1125
ADAUSDT,2025-08-24 19:15:00+00:00,4,3,4,5554,2802,1193,3.025
ADAUSDT,2025-08-24 19:30:00+00:00,5,3,5,34495,15852,6745,1.0
AVAXUSDT,2025-08-24 19:30:00+00:00,5,5,5,11097,8155,1847,1.0
SOLUSDT,2025-08-24 19:30:00+00:00,5,3,5,69301,32478,12540,8.2125
ADAUSDT,2025-08-24 19:45:00+00:00,5,2,4,11058,4594,2284,1.0
BTCUSDT,2025-08-24 19:45:00+00:00,5,1,5,54872,15063,5238,173.075
DOGEUSDT,2025-08-24 19:45:00+00:00,5,1,5,18322,5086,2844,1.0
ADAUSDT,2025-08-24 20:00:00+00:00,5,2,5,12189,5215,2425,1.0
AVAXUSDT,2025-08-24 20:00:00+00:00,4,5,4,3854,2836,731,3.15
ADAUSDT,2025-08-24 20:15:00+00:00,4,2,4,7368,2605,1380,1.0
ADAUSDT,2025-08-24 20:30:00+00:00,4,2,4,4333,1596,849,1.0
XRPUSDT,2025-08-24 20:45:00+00:00,3,1,4,3458,981,600,1.0
DOGEUSDT,2025-08-24 21:15:00+00:00,3,1,2,3038,818,506,1.0
XRPUSDT,2025-08-24 21:15:00+00:00,3,1,3,3138,890,538,1.0
XRPUSDT,2025-08-24 22:00:00+00:00,4,1,4,5121,1477,866,1.0
