raw_rows,analysis_rows,oos_eligible_rows,oos_start,oos_end,symbols,maximum_recomputed_run_z_difference,run_z_exact_match
490560,490560,233201,2025-04-08 00:00:00+00:00,2026-04-07 23:45:00+00:00,7,5.684341886080802e-14,True
